20220423_153551,1.64E-05,0.00024772,0,-6.70E-06,-9.22E-06,4.67E-05,2.61E-05,,,,,,
20220423_153552,1.64E-05,0.00024772,0,-6.70E-06,-9.22E-06,4.67E-05,2.61E-05,,,理论,Hor,实际,
20220423_153552,0.016795735,0.056359507,6.78E-05,-0.000234134,-0.001266743,0.034632862,0.047644757,,,0,0,0,
20220423_153552,0.016795735,0.056359507,6.78E-05,-0.000234134,-0.001266743,0.034632862,0.047644757,,,0.06,0.77,0.042,0.7
20220423_153552,0.016803258,0.07538563,4.11E-05,0.001349901,-0.000604359,0.073880374,0.032404479,,,0.12,1.62,0.088363636,0.736363636
20220423_153553,0.016803258,0.07538563,4.11E-05,0.001349901,-0.000604359,0.073880374,0.032404479,,,0.18,2.48,0.135272727,0.751515152
20220423_153553,0.016803258,0.07538563,4.11E-05,0.001349901,-0.000604359,0.073880374,0.032404479,,,0.239,3.38,0.184363636,0.771395968
20220423_153553,0.016196438,0.058566112,2.87E-05,0.000555479,-0.00195957,0.034064293,0.039116696,,,0,-0.02,-0.001090909,
20220423_153553,0.016196438,0.058566112,2.87E-05,0.000555479,-0.00195957,0.034064293,0.039116696,,,0.06,0.77,0.042,0.7
20220423_153553,0.01810147,0.057690237,6.73E-05,-0.004727625,-0.001105619,0.053228777,0.037177805,,,0.12,1.62,0.088363636,0.736363636
20220423_153553,0.01810147,0.057690237,6.73E-05,-0.004727625,-0.001105619,0.053228777,0.037177805,,,0.18,2.48,0.135272727,0.751515152
20220423_153554,0.016643555,0.076511033,0.000153886,-0.001289502,-0.003439327,0.039960418,0.045118887,,,0.239,3.38,0.184363636,0.771395968
20220423_153554,0.016643555,0.076511033,0.000153886,-0.001289502,-0.003439327,0.039960418,0.045118887,,,0,0,0,
20220423_153554,0.017054747,0.049754445,4.36E-05,-0.000220393,-0.004685303,0.047513828,0.033061367,,,0.06,0.76,0.041454545,0.690909091
20220423_153554,0.017054747,0.049754445,4.36E-05,-0.000220393,-0.004685303,0.047513828,0.033061367,,,0.12,1.63,0.088909091,0.740909091
20220423_153554,0.015983361,0.051719084,3.94E-05,0.000523611,-0.002869798,0.051644363,0.036969658,,,0.18,2.52,0.137454545,0.763636364
20220423_153555,0.015983361,0.051719084,3.94E-05,0.000523611,-0.002869798,0.051644363,0.036969658,,,0.239,3.44,0.187636364,0.785089388
20220423_153555,0.016828614,0.056286018,4.18E-05,0.003650573,-0.001150979,0.056285687,0.043638222,,,,,,
20220423_153555,0.016828614,0.056286018,4.18E-05,0.003650573,-0.001150979,0.056285687,0.043638222,,,,,,
20220423_153555,0.016828614,0.056286018,4.18E-05,0.003650573,-0.001150979,0.056285687,0.043638222,,,,,,
20220423_153555,0.01664655,0.053615101,3.03E-05,0.002947062,0.000266268,0.04143456,0.044617303,,,,,,
20220423_153555,0.01664655,0.053615101,3.03E-05,0.002947062,0.000266268,0.04143456,0.044617303,,,,,,
20220423_153555,0.017063169,0.061215464,6.08E-05,0.005164388,-0.001177406,0.051234283,0.045923676,,,,,,
20220423_153556,0.017063169,0.061215464,6.08E-05,0.005164388,-0.001177406,0.051234283,0.045923676,,,,,,
20220423_153556,0.017163919,0.066534877,8.85E-05,0.005946605,-0.00339108,0.050129812,0.032254562,,,,,,
20220423_153556,0.016787347,0.056785513,7.61E-05,0.000692589,-0.002739402,0.055343378,0.033439547,,,,,,
20220423_153556,0.017463324,0.059306193,3.66E-05,0.003682732,0.001712268,0.041703612,0.045707621,,,,,,
20220423_153556,0.017331424,0.053990718,6.11E-05,0.0052738,-0.000408836,0.048793968,0.034979902,,,,,,
20220423_153556,0.018990339,0.064509869,9.25E-05,0.005861752,-0.006436674,0.064278528,0.03960412,,,,,,
20220423_153556,0.019148095,0.060944963,2.09E-05,0.00815966,-0.007303717,0.059367366,0.032632861,,,,,,
20220423_153556,0.016939871,0.063169502,8.24E-05,-0.002904594,-0.002489731,0.059400052,0.045058481,,,,,,
20220423_153556,0.018103147,0.053506274,2.02E-05,-0.000465654,-0.000102148,0.051828831,0.038789608,,,,,,
20220423_153556,0.018493122,0.048962016,2.51E-05,0.004940108,-0.008456801,0.048644543,0.029505486,,,,,,
20220423_153557,0.016000666,0.050658438,4.35E-05,-0.001838458,-0.004978159,0.045927666,0.036230449,,,,,,
20220423_153557,0.017883674,0.056896809,1.94E-05,-0.005369772,-0.002424594,0.049964778,0.035267256,,,,,,
20220423_153557,0.016303246,0.05336488,0.000176783,-0.001337448,-0.001230846,0.044729266,0.032974657,,,,,,
20220423_153557,0.017800896,0.049430016,5.95E-05,0.000528492,-0.003697507,0.046416443,0.037163533,,,,,,
20220423_153557,0.020087717,0.062948309,7.64E-05,0.002231813,-0.011017236,0.053229999,0.025293525,,,,,,
20220423_153557,0.019189598,0.058382217,3.27E-05,-0.003191419,-0.004360469,0.055732224,0.037403025,,,,,,
20220423_153557,0.016467447,0.055704486,9.03E-05,-0.001336797,-0.002956745,0.054666642,0.04329152,,,,,,
20220423_153557,0.01621239,0.065123186,2.30E-05,-0.001473261,-0.001613781,0.065117225,0.029955145,,,,,,
20220423_153557,0.017223316,0.059266865,5.01E-05,-0.002531416,0.000903159,0.059216812,0.035180502,,,,,,
20220423_153557,0.015985361,0.051653855,9.30E-05,-0.000365923,0.002004067,0.047717217,0.03769175,,,,,,
20220423_153558,0.016648007,0.048781414,7.46E-05,-0.00094812,0.000848281,0.042172451,0.039139226,,,,,,
20220423_153558,0.017693392,0.05579773,4.66E-05,-0.003018803,0.000662893,0.048665915,0.037436534,,,,,,
20220423_153558,0.020841255,0.058956049,8.32E-05,-0.003824415,0.000209616,0.047077101,0.044790834,,,,,,
20220423_153558,0.018400969,0.052621122,2.71E-05,-0.002152293,0.005040431,0.041568741,0.040029727,,,,,,
20220423_153558,0.016744719,0.052029628,0.000118645,-0.003094906,0.004354867,0.037096377,0.050219834,,,,,,
20220423_153558,0.017166791,0.058786232,4.18E-05,-0.002718398,0.003976802,0.046858568,0.040408731,,,,,,
20220423_153558,0.016311122,0.045344424,2.80E-05,0.002809274,0.003605466,0.043465842,0.04372751,,,,,,
20220423_153558,0.017451498,0.070695139,3.28E-06,0.001914696,0.002429064,0.047491491,0.045736514,,,,,,
20220423_153558,0.016567162,0.061375067,2.98E-05,0.001659017,-0.000811185,0.053034414,0.037936743,,,,,,
20220423_153558,0.017570605,0.056183428,3.77E-05,0.003415406,-0.002262368,0.053313814,0.030637773,,,,,,
20220423_153558,0.015972324,0.046081431,3.73E-05,0.003618624,-0.002646426,0.043643817,0.043081496,,,,,,
20220423_153559,0.018979007,0.05858063,8.29E-05,0.004293147,-0.007452359,0.058040511,0.036576211,,,,,,
20220423_153559,0.0176835,0.062738575,5.26E-05,-0.000102047,-0.007571825,0.040643856,0.029873513,,,,,,
20220423_153559,0.017660393,0.048787858,7.22E-05,-0.001871147,-0.005826364,0.040327702,0.034781624,,,,,,
20220423_153559,0.018720676,0.060539681,0.000161221,0.000675373,-0.007957795,0.048057228,0.029461997,,,,,,
20220423_153559,0.017463498,0.05813634,4.31E-05,-0.001573886,-0.006493431,0.052147739,0.033538137,,,,,,
20220423_153559,0.017979517,0.049633089,1.52E-05,-0.002688547,-0.005940592,0.048004549,0.032361068,,,,,,
20220423_153559,0.017761766,0.053752989,4.43E-05,-0.002818099,-0.006014092,0.052673146,0.034557808,,,,,,
20220423_153559,0.017898204,0.056760132,5.21E-05,-0.001913935,-0.007293388,0.050258465,0.028739862,,,,,,
20220423_153559,0.017409838,0.082863942,2.49E-05,-0.002211954,-0.005699734,0.050375272,0.030783601,,,,,,
20220423_153559,0.018269121,0.047012176,3.37E-05,-0.003141176,-0.004979103,0.046487048,0.033814277,,,,,,
20220423_153559,0.017990583,0.060369037,0.000111265,-0.001735194,-0.005557862,0.053902384,0.036984835,,,,,,
20220423_153559,0.020260534,0.072999477,0.000115208,0.004869724,-0.009412646,0.051834732,0.030455371,,,,,,
20220423_153600,0.018730167,0.058218043,0.000133,0.004150508,-0.009833832,0.050216518,0.023665825,,,,,,
20220423_153600,0.019241934,0.061406374,6.76E-05,-0.000179222,-0.010567248,0.060638752,0.025389662,,,,,,
20220423_153600,0.018957323,0.051873453,0.000123873,-0.00231959,-0.007522575,0.045857236,0.022331351,,,,,,
20220423_153600,0.019856321,0.056026358,8.99E-05,-0.008339326,-0.000620572,0.03722607,0.04109101,,,,,,
20220423_153600,0.019152232,0.053185835,9.71E-05,-0.003092536,0.000601951,0.052339304,0.042587798,,,,,,
