time,mean,max,min,hor,ver,horabs,verabs
20220406_160110,0.317993711,1.303574443,0.000505455,-0.1760728,0.014580416,0.2210562,0.18360655
20220406_160110,0.317681356,1.362750769,0.000421682,-0.18428454,-0.008186191,0.22777066,0.17596884
20220406_160111,0.315492353,1.260181904,0.000230568,-0.18657458,0.031611882,0.22501147,0.17821008
20220406_160111,0.323857922,1.368285656,0.00057776,-0.1893554,0.042071097,0.2238421,0.19104707
20220406_160112,0.314694976,1.319349527,0.000448112,-0.15130658,0.07757756,0.20821178,0.19283566
20220406_160112,0.308416875,1.307748437,0.000301566,-0.09862702,0.10539483,0.18802144,0.20738113
20220406_160113,0.31506749,1.540226221,0.000209995,-0.1363665,0.06705009,0.203278,0.19764937
20220406_160114,0.323847829,1.413860559,0.000103915,-0.14386056,0.043294173,0.21296468,0.19958398
20220406_160114,0.334076784,1.269510627,0.000194762,-0.20847154,0.074277624,0.23832783,0.19035208
20220406_160115,0.315300464,1.361020803,0.00068869,-0.15617537,0.028372541,0.21115911,0.19062313
20220406_160115,0.329525458,1.43292582,0.000388348,-0.17183526,0.10619294,0.2189975,0.20509453
20220406_160116,0.308585518,1.579354167,0.000221295,-0.13817039,0.044912703,0.20084232,0.19213177
20220406_160116,0.320904063,1.324639916,0.000326933,-0.16544059,0.073508374,0.21105605,0.20078942
20220406_160117,0.300784647,1.283455253,0.000139009,-0.08687917,0.0424792,0.18853496,0.19469765
20220406_160117,0.317449859,1.373136997,0.000548642,-0.10255544,0.098720565,0.18959276,0.21752138
20220406_160118,0.318968313,1.305477381,8.72E-05,-0.1603199,0.09778116,0.21365568,0.19447787
20220406_160118,0.333397455,1.52694869,0.000499156,-0.1825739,0.07282594,0.22747965,0.1992655
20220406_160119,0.325275023,1.398269296,0.000194988,-0.16638076,0.06633475,0.22109556,0.19368884
20220406_160119,0.314927375,1.411876917,0.000147587,-0.1263569,0.07303024,0.19880569,0.2035478
20220406_160120,0.310926826,1.346782804,6.02E-05,-0.10580945,0.08084997,0.19511808,0.20207071
20220406_160120,0.312002552,1.54236412,0.000590378,-0.10898419,0.08584851,0.18970628,0.20875266
20220406_160121,0.319359553,1.42215395,0.000144629,-0.15873152,0.037793115,0.21380322,0.19700107
20220406_160121,0.335130977,1.360515833,0.000591059,-0.18377894,0.09143143,0.22433777,0.20468657
20220406_160122,0.314820877,1.394719243,0.000107052,-0.13441563,0.056660917,0.19795218,0.20454846
20220406_160123,0.333309827,1.382223248,0.00033694,-0.18776858,0.04180574,0.23323981,0.1920574
20220406_160123,0.361803802,1.417900085,0.000492312,-0.2385279,0.044179242,0.2660306,0.19619927
20220406_160124,0.312837587,1.631792068,0.00015213,-0.09109284,0.033445474,0.1953913,0.20164989
20220406_160124,0.319669628,1.289788246,0.000221669,-0.021659419,0.082602896,0.18891856,0.21761273
20220406_160125,0.324681798,1.564170957,9.99E-05,-0.077916294,0.065539435,0.18776682,0.22657305
20220406_160125,0.328471134,1.411016583,0.000190566,-0.12042325,0.07468642,0.20545793,0.2144434
20220406_160126,0.323077656,1.536645532,0.000684589,-0.1146868,0.078872,0.1979441,0.21277462
20220406_160126,0.327227779,1.471835971,0.00024075,-0.0779343,0.07063403,0.19692335,0.22068296
20220406_160127,0.31833187,1.55358994,0.000724517,-0.08582501,0.051212437,0.19264035,0.21320665
20220406_160127,0.327901097,1.424149275,0.000488905,-0.13257074,0.07518035,0.2092442,0.21119165
20220406_160128,0.323376529,1.48141551,0.000179256,-0.12603252,0.052359104,0.20349443,0.21011963
20220406_160128,0.336213453,1.5490731,0.000298998,-0.13724586,0.060456716,0.21469927,0.21516901
20220406_160129,0.335399014,1.526297688,0.000210147,-0.13563034,0.06297549,0.20806111,0.22068138
20220406_160129,0.317634015,1.488380432,0.000313142,-0.09726956,0.037063766,0.19603042,0.20685306
20220406_160129,0.320264305,1.574866176,0.000320284,-0.072986804,0.053880107,0.1944687,0.21359952
20220406_160130,0.32084961,1.510424018,0.00049597,-0.10566726,0.043782555,0.19859092,0.20985794
20220406_160130,0.326343045,1.392983794,0.000779754,-0.12570567,0.047396544,0.20726377,0.2082735
20220406_160131,0.309817686,1.514194489,0.000174392,-0.08966721,0.023175202,0.19669436,0.19840685
20220406_160131,0.320217719,1.499764323,0.000351431,-0.12554502,0.034273077,0.20591693,0.2044162
20220406_160132,0.308148661,1.634841084,0.000193757,-0.074229196,0.010277049,0.18884178,0.20228852
20220406_160132,0.339632213,1.566907167,0.000194727,-0.14134549,0.019204099,0.21809469,0.21540092
20220406_160132,0.328178001,1.50485003,0.000254634,-0.13195653,0.035237264,0.2071797,0.2100278
20220406_160133,0.331613808,1.480835199,0.000655773,-0.09587745,0.06520353,0.19844432,0.22244716
20220406_160133,0.331805577,1.309459686,0.000312767,-0.1007551,0.07052329,0.20045537,0.2216695
20220406_160134,0.136637221,0.623600304,0.000193292,-0.019533942,-0.024948442,0.08490513,0.08796143
20220406_160134,0.128607486,0.506584525,6.91E-05,-0.016907658,-0.019940112,0.07786039,0.08531052
20220406_160135,0.129911433,0.563872933,0.000160841,-0.002534906,-0.020166503,0.077284805,0.0888979
20220406_160136,0.123344866,0.49037239,0.000333212,0.007182895,0.017065104,0.073040254,0.08418983
20220406_160136,0.139796306,0.602685809,0.000304532,0.008492765,0.036212496,0.08170382,0.09592479
20220406_160137,0.130500831,0.499671549,2.59E-05,-0.03184232,-0.0211049,0.08211106,0.084405944
20220406_160137,0.13605461,0.535660386,0.000181272,0.013476743,0.043837387,0.07702418,0.09616013
20220406_160138,0.141483724,0.536365926,0.000141165,0.019737637,0.026661078,0.08881496,0.0918692
20220406_160139,0.129877106,0.599306345,0.000194205,-0.02992588,0.019156799,0.07852833,0.08686547
20220406_160139,0.141695622,0.554452419,0.000247755,-0.050123792,0.053413205,0.08715522,0.09394014
20220406_160140,0.129596173,0.596254408,0.000281029,-0.013591686,0.019515147,0.07606853,0.08941669
20220406_160140,0.142060375,0.563449502,0.000413954,-0.020779597,0.052586097,0.080382034,0.099546716
20220406_160140,0.133987573,0.466463298,0.000278857,-0.025468383,-0.006206394,0.082019396,0.08809094
20220406_160141,0.142839064,0.642123401,0.000164505,0.004217603,0.05705035,0.08098544,0.10125618
20220406_160141,0.145493151,0.591707706,0.000202826,-0.032024987,0.045185283,0.086386465,0.09861242
20220406_160142,0.140087608,0.517238617,0.000264206,0.006542281,0.028926434,0.08459486,0.09417335
20220406_160142,0.145415562,0.587089896,0.000280969,0.019572034,0.028660037,0.08888078,0.09661506
20220406_160142,0.1405517,0.618872404,0.000214933,-0.038362175,0.02358931,0.087236255,0.09198142
20220406_160143,0.152582908,0.495132148,0.000185039,0.000532496,0.07213317,0.08216048,0.11230299
20220406_160143,0.154192259,0.545831263,0.000131874,-0.043383278,0.06303695,0.092631705,0.10546311
20220406_160143,0.15067277,0.599721372,0.00036817,-0.065558776,0.005475777,0.100290984,0.09158287
20220406_160144,0.140265494,0.57859987,5.69E-05,-0.03310887,0.033663917,0.086697325,0.09196335
20220406_160144,0.153995902,0.576105654,0.000148297,-0.09461804,0.018491756,0.11438717,0.08140745
20220406_160145,0.145379606,0.611160338,0.000296207,-0.021538304,0.016670508,0.09057042,0.095247604
20220406_160145,0.14990473,0.480400294,6.57E-05,-0.02242337,0.048659846,0.08871268,0.103157505
20220406_160145,0.143761136,0.599181831,0.000345547,-0.002794503,0.003857779,0.09363623,0.09036186
20220406_160146,0.148994784,0.538571835,0.000465615,-0.026657311,0.03288005,0.08794269,0.102451876
20220406_160146,0.151199444,0.488471836,0.000204587,-0.041246783,0.035785716,0.09703939,0.09629365
20220406_160147,0.14409681,0.532203317,0.000166397,-0.042272426,0.04135157,0.08670613,0.0969586
20220406_160147,0.165426003,0.597520709,5.49E-05,-0.053664226,0.072357215,0.101448886,0.11033603
20220406_160147,0.161383163,0.618452191,0.000238683,-0.046097197,0.060172863,0.10152121,0.10585884
20220406_160148,0.162993842,0.61157769,0.000312305,-0.013260458,0.07727816,0.09423015,0.114245005
20220406_160148,0.173855617,0.595798492,0.000103848,-0.01210731,0.09037231,0.094870135,0.12552667
20220406_160149,0.187915471,0.684298873,0.000128589,-0.027924648,0.10522523,0.1068151,0.13494556
20220406_160149,0.18267149,0.733376861,0.000161057,-0.037377875,0.09997032,0.094479635,0.13478552
20220406_160149,0.181064426,0.580245733,0.000129491,-0.0370535,0.10074713,0.09504501,0.13510814
20220406_160150,0.185568288,0.625355124,0.000144524,-0.022999594,0.11397182,0.09722209,0.13968916
20220406_160150,0.189385582,0.680266976,0.000142817,-0.025348762,0.101061024,0.10383595,0.13715
20220406_160151,0.198990337,0.705103576,0.000251915,-0.012737035,0.12589748,0.103871055,0.15000646
20220406_160151,0.178002987,0.700637281,0.000271537,-0.034537107,0.09373691,0.10134148,0.12551902
20220406_160151,0.192785646,0.713131487,0.000281033,-0.08483271,0.08438613,0.11992689,0.12621489
20220406_160152,0.168560101,0.624455929,0.000237633,-0.014042642,0.06777118,0.10313464,0.11072123
20220406_160152,0.187155647,0.808008611,0.000306293,0.003912537,0.065834925,0.11661261,0.12398632
20220406_160152,0.183141719,0.622180104,0.000256598,-0.046796598,0.07431505,0.11573066,0.11740704
20220406_160153,0.192603063,0.638578415,0.000437093,-0.037065312,0.108856104,0.110052995,0.13525403
20220406_160153,0.193079107,0.617839694,0.000212005,-0.080127805,0.09073975,0.11986607,0.12772015
20220406_160154,0.225122397,0.767341018,0.000122448,-0.03819099,0.16840975,0.103978895,0.18041237
20220406_160154,0.210719238,0.739405394,0.00010134,-0.07241035,0.1336869,0.113800324,0.15463838
20220406_160154,0.197402138,0.712385356,0.000312932,-0.04073468,0.111412264,0.109518565,0.1416785
20220406_160155,0.190792095,0.771345139,0.00016337,-0.04119838,0.10784259,0.102597475,0.1395649
20220406_160155,0.194551678,0.70290637,0.000228803,-0.013370914,0.119254336,0.10066103,0.14668067
20220406_160156,0.222017832,0.881892502,0.00024434,0.030028967,0.14834245,0.114748776,0.16922854
20220406_160156,0.201412653,0.67900914,0.0001677,-0.053382438,0.1119769,0.11213164,0.14412875
20220406_160156,0.196057943,0.67355299,0.000470949,-0.03879965,0.09432808,0.1114799,0.13957697
20220406_160157,0.200969645,0.754010379,0.000193208,-0.03154089,0.12508032,0.10755822,0.14742906
20220406_160157,0.198953663,0.637636602,0.000239976,-0.058999684,0.1047325,0.11774635,0.13726002
20220406_160157,0.199936817,0.735390425,0.000189578,-0.06946269,0.10929865,0.120081924,0.1334585
20220406_160158,0.193661834,0.779514492,0.000227418,-0.06415122,0.09246354,0.11416006,0.1328291
20220406_160158,0.180171724,0.644556105,0.000447223,-0.04540363,0.05615867,0.11626201,0.11461912
20220406_160159,0.200693477,0.72802335,0.000195428,-0.028756835,0.0824241,0.115189776,0.1402227
20220406_160159,0.20938659,0.673528254,6.38E-05,0.010402082,0.12547055,0.10899899,0.15646797
20220406_160159,0.218139795,0.795872569,0.000129831,-0.009993207,0.13433215,0.11339154,0.1638941
20220406_160200,0.225131188,0.801935434,0.000396335,-0.03235253,0.14598763,0.11694222,0.16798042
20220406_160200,0.221994854,0.755078197,0.000127836,-0.051494163,0.12681724,0.120687746,0.16211645
20220406_160201,0.236918481,0.899577737,0.000218708,-0.019382227,0.1598205,0.12112895,0.18106571
20220406_160201,0.20007237,0.679275274,0.00018046,-0.038545765,0.09119824,0.11987276,0.13545348
20220406_160201,0.240814579,0.838357329,0.00037006,-0.07377807,0.1569398,0.13597369,0.17194344
20220406_160202,0.239143693,0.828829288,5.00E-05,-0.04197416,0.16106795,0.119864374,0.1841546
20220406_160202,0.233845352,0.838062048,0.000112415,-0.0625286,0.15892698,0.11981816,0.17682524
20220406_160203,0.218488597,0.764358342,0.000155501,-0.06582793,0.12795576,0.1219462,0.1569623
20220406_160203,0.227216923,0.72099334,0.000133592,-0.06572169,0.13993427,0.13105685,0.16042082
20220406_160204,0.220355565,0.832745016,0.000337405,-0.042486705,0.13048191,0.11780763,0.16221982
20220406_160204,0.232365314,0.815947711,0.000600077,-0.05248115,0.13868691,0.13162382,0.16518973
20220406_160204,0.232748211,0.831534505,0.000344341,-0.024992432,0.14799301,0.118276365,0.17515992
20220406_160205,0.232482723,0.902157843,0.000196981,-0.03358743,0.14904031,0.122609995,0.17215607
20220406_160205,0.224979611,0.774385393,0.000105187,-0.03474348,0.14735202,0.116387054,0.1693317
20220406_160205,0.227080515,0.840277731,0.000402533,-0.041655846,0.15425536,0.118150406,0.17251666
20220406_160206,0.245020153,0.821009099,0.000357883,-0.07969028,0.16784556,0.12921967,0.18303107
20220406_160206,0.247108507,0.836879134,0.000326395,-0.0762341,0.16252209,0.13271987,0.1840813
20220406_160207,0.244492369,0.820968807,0.000547899,-0.09388101,0.14854866,0.13671933,0.17593515
20220406_160207,0.226639095,0.89476645,6.10E-05,-0.052952163,0.13769515,0.12770851,0.16344844
20220406_160207,0.241158417,0.823915005,0.000344774,-0.05862447,0.15440929,0.12902573,0.17761086
20220406_160208,0.241746086,0.849038184,0.000395134,-0.060732126,0.16294518,0.1209576,0.18555205
20220406_160208,0.25356349,0.883936286,0.000168597,-0.030449487,0.19056807,0.11667133,0.20332609
20220406_160209,0.257617617,0.869110525,0.00033749,-0.07359413,0.17787796,0.1275963,0.19544627
20220406_160209,0.249889593,0.882550895,0.00101235,-0.053100035,0.16691673,0.12929115,0.188909
20220406_160210,0.2520224,0.947079122,0.00015769,-0.022325762,0.18028758,0.12269287,0.19711432
20220406_160210,0.25277249,0.844866812,0.000420469,-0.050905813,0.18029341,0.12328284,0.19737467
20220406_160210,0.254811506,0.781548381,0.000681199,-0.06741867,0.17554797,0.1317322,0.19165933
20220406_160211,0.261102569,0.966484666,0.000308991,-0.10844978,0.16419919,0.14853756,0.18400021
20220406_160211,0.237986094,0.943730295,5.42E-05,-0.095093705,0.1280983,0.14484678,0.15735042
20220406_160212,0.266302855,0.986190736,0.000696311,-0.046595514,0.18838826,0.13149224,0.20764107
20220406_160212,0.251564488,0.978044212,0.000365928,-0.036432978,0.16758119,0.1290285,0.18917505
20220406_160213,0.264017067,0.945432603,0.000413536,-0.08234075,0.18383557,0.13897553,0.1983013
20220406_160213,0.265887687,0.961324334,0.000559142,-0.100392304,0.1777363,0.14094454,0.19707936
20220406_160214,0.266673685,0.959536195,0.000323341,-0.10154682,0.18222427,0.14534628,0.19697012
20220406_160215,0.270365884,0.951001823,0.000422139,-0.09073628,0.18810196,0.13728143,0.20453691
20220406_160215,0.238753863,0.878356397,6.60E-05,-0.065167315,0.14889134,0.12951976,0.17556939
20220406_160216,0.264259354,0.854514122,0.000276359,-0.04511793,0.19547611,0.1263235,0.20876461
20220406_160216,0.277616705,1.005717635,0.000745079,-0.06925018,0.200762,0.1402366,0.21401232
20220406_160217,0.274775981,0.896319389,0.00021797,-0.057754964,0.19820379,0.13269259,0.21535675
20220406_160217,0.280605502,0.862798572,0.000321616,-0.0647427,0.2086062,0.13574402,0.21874626
20220406_160218,0.279676192,1.012217283,0.000645015,-0.028847063,0.2108296,0.13089249,0.22247994
20220406_160218,0.257907168,0.931460023,0.000147858,-0.026014704,0.17615998,0.12974355,0.19877297
20220406_160219,0.283090446,1.044714808,0.00027852,-0.05752073,0.21386816,0.13571522,0.22353427
20220406_160219,0.267421318,1.033066869,0.000418594,-0.04928482,0.20269185,0.12231009,0.21569604
20220406_160220,0.264108953,1.044712424,0.000156047,-0.023822114,0.19289176,0.12651893,0.20733972
20220406_160220,0.269464657,1.094815493,4.95E-05,-0.055697408,0.18603837,0.1387285,0.20254485
20220406_160221,0.270965321,0.952495217,0.000279323,-0.015415381,0.19696443,0.12880898,0.21375744
20220406_160221,0.270313547,0.943968773,0.000234312,-0.061656866,0.19215114,0.1359678,0.20806038
20220406_160222,0.259063653,0.849327743,0.000181378,-0.09086484,0.16109426,0.14647137,0.18285795
20220406_160222,0.27063069,0.972357273,0.000427585,-0.068314314,0.18600343,0.14311059,0.19984734
20220406_160223,0.264784807,0.862399936,0.000122919,-0.04199386,0.18493788,0.13181551,0.2021604
20220406_160223,0.268763168,1.191339374,0.000444457,-0.082821384,0.17857097,0.14301468,0.19847903
20220406_160223,0.267782843,0.97914809,0.000549961,-0.07560173,0.19460416,0.1327545,0.20555474
20220406_160224,0.283659199,1.027455449,0.000128281,-0.098374225,0.20506947,0.14643995,0.21585593
20220406_160224,0.274821157,0.982410729,0.000166622,-0.18939275,0.087710895,0.21041167,0.14113033
20220406_160225,0.276465655,0.949353933,0.000273128,-0.16665797,0.13794942,0.18942821,0.16536044
20220406_160225,0.298743951,1.073568106,0.000799128,-0.10594224,0.212006,0.15977064,0.22366032
20220406_160226,0.272559291,0.93799454,0.000286516,-0.06733722,0.192659,0.1373541,0.20749855
20220406_160226,0.304993129,1.057803154,0.000365267,-0.051588815,0.24170764,0.13815083,0.24938844
20220406_160227,0.306716891,1.066649318,0.000648331,-0.094514616,0.23621629,0.14527608,0.24384433
20220406_160227,0.305224531,1.110461593,0.000313515,-0.07040718,0.23750374,0.13967331,0.24653941
20220406_160227,0.306468706,1.107484341,0.000151803,-0.046441115,0.2373853,0.14098443,0.2457272
20220406_160228,0.310266083,1.107203364,9.70E-05,0.004307465,0.24122137,0.13704081,0.25231004
20220406_160228,0.316402292,1.122120023,0.000466514,-0.036015406,0.25152004,0.14134622,0.25740257
20220406_160229,0.326550837,1.152002096,0.000474342,0.019798439,0.26726517,0.13582928,0.273493
20220406_160229,0.3166217,1.145579219,0.000523771,-0.05141495,0.25163674,0.141606,0.25834453
20220406_160229,0.315290042,1.161772609,0.000374727,-0.09477064,0.23595655,0.15494949,0.2445587
20220406_160230,0.297706272,1.126681566,0.000548524,-0.062299926,0.2176966,0.14659356,0.23098692
20220406_160230,0.288515502,1.062272191,0.000289721,-0.079997934,0.2033913,0.15346791,0.21548928
20220406_160231,0.272329877,1.12725234,0.000345052,-0.08524308,0.1779965,0.15072133,0.19685125
20220406_160231,0.302358165,1.051465511,0.000421968,-0.12663196,0.19333678,0.17507808,0.21309997
