time,mean,,,hor,ver,hormax,vermax
20220420_153528,1.67E-05,0.00024414,0,-5.34E-06,-1.16E-05,3.60E-05,2.97E-05
20220420_153528,1.67E-05,0.00024414,0,-5.34E-06,-1.16E-05,3.60E-05,2.97E-05
20220420_153528,0.016899829,0.070414782,2.96E-05,0.000984616,-0.000530334,0.050818238,0.057416894
20220420_153528,1.65E-05,0.000246036,0,-5.49E-06,-1.15E-05,3.49E-05,2.67E-05
20220420_153528,1.65E-05,0.000246036,0,-5.49E-06,-1.15E-05,3.49E-05,2.67E-05
20220420_153528,0.017895288,0.055660952,4.41E-05,0.007090151,0.004421922,0.045589954,0.048728615
20220420_153528,1.82E-05,0.000390224,0,-7.58E-06,-1.12E-05,3.15E-05,3.08E-05
20220420_153528,1.82E-05,0.000390224,0,-7.58E-06,-1.12E-05,3.15E-05,3.08E-05
20220420_153528,0.016157021,0.05904752,7.79E-05,0.002973772,-0.001484636,0.050001618,0.0490532
20220420_153528,1.81E-05,0.000405774,0,-7.57E-06,-1.14E-05,3.08E-05,2.82E-05
20220420_153528,1.81E-05,0.000405774,0,-7.57E-06,-1.14E-05,3.08E-05,2.82E-05
20220420_153528,0.016616836,0.094857357,3.58E-05,0.001229581,-0.003318863,0.094607264,0.08989501
20220420_153529,1.77E-05,0.000396076,0,-7.59E-06,-1.07E-05,3.07E-05,3.19E-05
20220420_153529,1.77E-05,0.000396076,0,-7.59E-06,-1.07E-05,3.07E-05,3.19E-05
20220420_153529,0.016043765,0.11175172,5.98E-05,-0.000669715,-0.003819977,0.050226431,0.042817399
20220420_153529,1.67E-05,0.000245147,0,-5.16E-06,-1.20E-05,3.58E-05,2.53E-05
20220420_153529,1.67E-05,0.000245147,0,-5.16E-06,-1.20E-05,3.58E-05,2.53E-05
20220420_153529,0.01705252,0.052748542,3.40E-05,-0.008226631,-0.00141016,0.025183566,0.034906115
20220420_153529,1.78E-05,0.000389748,0,-7.24E-06,-1.10E-05,2.98E-05,3.24E-05
20220420_153529,1.78E-05,0.000389748,0,-7.24E-06,-1.10E-05,2.98E-05,3.24E-05
20220420_153529,0.018715911,0.06811998,3.38E-05,-0.007154707,0.00666132,0.029783141,0.066106401
20220420_153529,1.86E-05,0.000388678,0,-7.73E-06,-1.16E-05,3.16E-05,3.19E-05
20220420_153529,1.86E-05,0.000388678,0,-7.73E-06,-1.16E-05,3.16E-05,3.19E-05
20220420_153529,0.014755063,0.048816063,4.72E-05,0.000500649,-0.001382517,0.042952687,0.037194032
20220420_153529,1.84E-05,0.00038135,0,-7.60E-06,-1.16E-05,3.17E-05,2.93E-05
20220420_153529,1.84E-05,0.00038135,0,-7.60E-06,-1.16E-05,3.17E-05,2.93E-05
20220420_153529,0.017010614,0.1031361,2.43E-05,0.005021421,0.000433914,0.098677419,0.090746231
20220420_153529,1.65E-05,0.000241308,0,-5.14E-06,-1.19E-05,3.66E-05,2.63E-05
20220420_153529,0.016936638,0.110496283,4.99E-05,0.001221936,0.0024572,0.051900048,0.044589177
20220420_153529,1.56E-05,0.000247152,0,-4.07E-06,-1.08E-05,4.99E-05,3.30E-05
20220420_153529,1.56E-05,0.000247152,0,-4.07E-06,-1.08E-05,4.99E-05,3.30E-05
20220420_153529,0.0156646,0.044789895,4.86E-05,0.002473808,-0.003319822,0.037924819,0.035499904
20220420_153529,1.66E-05,0.000240466,0,-5.04E-06,-1.19E-05,3.54E-05,2.63E-05
20220420_153530,1.66E-05,0.000240466,0,-5.04E-06,-1.19E-05,3.54E-05,2.63E-05
20220420_153530,0.017775609,0.061182819,1.94E-05,0.003263569,-0.00471112,0.050726123,0.037480298
20220420_153530,1.73E-05,0.000262,0,-5.72E-06,-1.22E-05,3.52E-05,2.82E-05
20220420_153530,0.016270866,0.057756942,4.06E-05,-0.000902961,-0.000384382,0.041555475,0.052039582
20220420_153530,1.82E-05,0.000387076,0,-7.53E-06,-1.13E-05,3.40E-05,3.26E-05
20220420_153530,0.017455567,0.06546811,6.25E-05,0.002819082,0.002676686,0.059389301,0.04542587
20220420_153530,1.79E-05,0.000393214,0,-7.37E-06,-1.11E-05,3.27E-05,2.81E-05
20220420_153530,0.018737227,0.059715081,4.49E-05,-0.009263846,0.004942615,0.024681605,0.051998485
20220420_153530,1.81E-05,0.000381679,0,-7.51E-06,-1.11E-05,3.14E-05,3.30E-05
20220420_153530,1.81E-05,0.000381679,0,-7.51E-06,-1.11E-05,3.14E-05,3.30E-05
20220420_153530,0.01880898,0.061258532,8.96E-05,0.008874605,0.00146562,0.059324492,0.039969075
20220420_153530,1.65E-05,0.000239351,0,-5.05E-06,-1.18E-05,3.61E-05,2.61E-05
20220420_153530,0.015809973,0.061529309,4.21E-05,-0.002533405,-0.000338904,0.045510069,0.038461581
20220420_153530,1.69E-05,0.000250661,0,-5.36E-06,-1.18E-05,3.76E-05,3.08E-05
20220420_153530,1.69E-05,0.000250661,0,-5.36E-06,-1.18E-05,3.76E-05,3.08E-05
20220420_153530,0.016513425,0.065544605,6.63E-05,-0.006641812,-0.001921229,0.034877755,0.039103806
20220420_153530,1.65E-05,0.0002446,0,-4.97E-06,-1.19E-05,3.56E-05,2.56E-05
20220420_153530,1.65E-05,0.0002446,0,-4.97E-06,-1.19E-05,3.56E-05,2.56E-05
20220420_153531,0.023024067,0.088573769,2.60E-05,-0.01852493,-0.000523414,0.024311021,0.088551998
20220420_153531,1.81E-05,0.000400469,0,-7.63E-06,-1.14E-05,3.02E-05,2.77E-05
20220420_153531,0.016422731,0.095637418,9.79E-05,0.002797907,0.000357412,0.048858918,0.042697892
20220420_153531,1.88E-05,0.00039084,0,-7.83E-06,-1.17E-05,3.18E-05,3.14E-05
20220420_153531,1.88E-05,0.00039084,0,-7.83E-06,-1.17E-05,3.18E-05,3.14E-05
20220420_153531,0.015241497,0.045966491,6.92E-06,-0.001850175,-0.003133026,0.04578403,0.033671871
20220420_153531,1.67E-05,0.000239992,0,-5.11E-06,-1.21E-05,3.57E-05,2.38E-05
20220420_153531,0.017172482,0.054017402,5.62E-05,0.003711391,0.002455814,0.047845826,0.045746058
20220420_153531,1.82E-05,0.000373447,0,-7.52E-06,-1.12E-05,3.19E-05,3.20E-05
20220420_153531,1.82E-05,0.000373447,0,-7.52E-06,-1.12E-05,3.19E-05,3.20E-05
20220420_153531,0.016438609,0.058100581,0.000175572,0.001569295,-0.00168304,0.039869443,0.05380227
20220420_153531,1.81E-05,0.00037909,0,-7.64E-06,-1.11E-05,3.05E-05,3.20E-05
20220420_153531,1.81E-05,0.00037909,0,-7.64E-06,-1.11E-05,3.05E-05,3.20E-05
20220420_153531,0.016969826,0.069184132,2.41E-05,0.001287609,0.001890358,0.055848397,0.068887889
20220420_153531,1.86E-05,0.000394267,0,-7.95E-06,-1.18E-05,3.19E-05,2.77E-05
20220420_153531,1.86E-05,0.000394267,0,-7.95E-06,-1.18E-05,3.19E-05,2.77E-05
20220420_153531,0.019093061,0.075090058,6.48E-05,0.010827312,-0.003606082,0.057823244,0.038303576
20220420_153531,1.78E-05,0.000387312,0,-7.16E-06,-1.12E-05,3.22E-05,3.05E-05
20220420_153531,1.78E-05,0.000387312,0,-7.16E-06,-1.12E-05,3.22E-05,3.05E-05
20220420_153531,0.01700349,0.049938373,3.46E-05,-0.000459224,-0.001823564,0.034681808,0.035609733
20220420_153531,1.81E-05,0.000389707,0,-7.62E-06,-1.14E-05,3.10E-05,2.91E-05
20220420_153532,1.81E-05,0.000389707,0,-7.62E-06,-1.14E-05,3.10E-05,2.91E-05
20220420_153532,0.015567692,0.05990202,5.76E-05,-0.000367511,0.000859352,0.039143559,0.049263652
20220420_153532,1.87E-05,0.00038357,0,-7.70E-06,-1.18E-05,3.30E-05,2.83E-05
20220420_153532,0.017244072,0.058643177,2.53E-05,0.004534093,0.003157776,0.052925352,0.048001781
20220420_153532,1.82E-05,0.000386804,0,-7.33E-06,-1.17E-05,3.31E-05,2.77E-05
20220420_153532,1.82E-05,0.000386804,0,-7.33E-06,-1.17E-05,3.31E-05,2.77E-05
20220420_153532,0.016340366,0.116266951,3.50E-05,-0.000941224,0.001487436,0.10090676,0.078811586
20220420_153532,1.68E-05,0.000259389,0,-5.44E-06,-1.18E-05,3.64E-05,2.77E-05
20220420_153532,1.68E-05,0.000259389,0,-5.44E-06,-1.18E-05,3.64E-05,2.77E-05
20220420_153532,0.019814526,0.115581095,4.69E-05,-0.009523445,-0.005076501,0.037834033,0.040988177
20220420_153532,1.64E-05,0.000242982,0,-5.15E-06,-1.17E-05,3.50E-05,2.50E-05
20220420_153532,0.01610627,0.065993376,5.77E-05,0.000931726,-0.001545062,0.041986126,0.043777302
20220420_153532,1.82E-05,0.000371373,0,-7.39E-06,-1.16E-05,3.27E-05,2.73E-05
20220420_153532,0.017550672,0.056017168,8.54E-05,0.005688333,-0.003490528,0.046516281,0.03690527
20220420_153532,1.83E-05,0.000400881,0,-7.97E-06,-1.09E-05,3.08E-05,3.37E-05
20220420_153532,0.017062759,0.053676959,3.04E-05,0.002280242,-0.004200869,0.048189051,0.047680695
20220420_153532,1.72E-05,0.000252342,0,-5.39E-06,-1.24E-05,3.77E-05,2.71E-05
20220420_153532,1.72E-05,0.000252342,0,-5.39E-06,-1.24E-05,3.77E-05,2.71E-05
20220420_153533,0.01763147,0.109141476,3.22E-05,-0.004587501,0.003092396,0.07829994,0.108879879
20220420_153533,0.018631629,0.091740638,9.23E-05,0.000923179,0.004769824,0.063490666,0.056550004
20220420_153533,1.64E-05,0.00023055,0,-5.19E-06,-1.18E-05,3.47E-05,2.31E-05
20220420_153533,0.019198839,0.062843435,5.36E-05,0.007364256,-0.003800098,0.056615468,0.044290923
20220420_153533,1.67E-05,0.000260584,0,-5.57E-06,-1.12E-05,3.60E-05,3.29E-05
20220420_153533,0.016502312,0.05932245,5.93E-05,-0.001284632,-0.001657418,0.045307416,0.054146498
20220420_153533,1.69E-05,0.000242359,0,-5.19E-06,-1.22E-05,3.70E-05,2.54E-05
20220420_153533,0.017280682,0.091328807,0.000101525,-0.003252376,0.003077675,0.045154288,0.088754565
20220420_153533,0.017985626,0.11168462,1.10E-05,-0.006265071,0.001539056,0.040168855,0.044186726
20220420_153533,1.65E-05,0.000253981,0,-4.99E-06,-1.18E-05,3.62E-05,2.60E-05
20220420_153533,0.01666423,0.055690464,5.10E-05,-0.003204573,0.000510466,0.036207147,0.04700448
20220420_153533,1.79E-05,0.000388385,0,-7.56E-06,-1.10E-05,3.12E-05,2.92E-05
20220420_153533,1.79E-05,0.000388385,0,-7.56E-06,-1.10E-05,3.12E-05,2.92E-05
20220420_153533,0.01554291,0.056798387,1.98E-05,0.000837422,0.003373688,0.050584879,0.037586231
20220420_153534,1.72E-05,0.000250833,0,-5.42E-06,-1.23E-05,3.61E-05,2.73E-05
20220420_153534,0.016283021,0.065883465,4.55E-05,-0.004193814,0.000986898,0.051460426,0.036555666
20220420_153534,1.86E-05,0.000395511,0,-7.88E-06,-1.14E-05,3.01E-05,3.14E-05
20220420_153534,0.015310034,0.061388843,6.92E-05,0.001832838,0.000479411,0.048143629,0.056607805
20220420_153534,1.69E-05,0.000240558,0,-5.17E-06,-1.21E-05,3.85E-05,2.70E-05
20220420_153534,0.01669624,0.119188115,4.72E-05,0.005608856,-0.00038134,0.075330138,0.112997472
20220420_153534,1.65E-05,0.000240538,0,-5.48E-06,-1.13E-05,3.52E-05,3.11E-05
20220420_153534,0.021692483,0.118482672,7.68E-05,-0.015621501,-0.001094384,0.025517484,0.030472189
20220420_153534,1.64E-05,0.000237718,0,-2.95E-06,-1.17E-05,9.61E-05,2.56E-05
20220420_153534,1.64E-05,0.000237718,0,-2.95E-06,-1.17E-05,9.61E-05,2.56E-05
20220420_153534,0.01568884,0.051337156,3.46E-05,-0.001157022,-0.000361134,0.036621694,0.032721896
20220420_153534,1.80E-05,0.000402428,0,-7.45E-06,-1.13E-05,3.25E-05,2.83E-05
20220420_153534,0.015803606,0.054464098,4.08E-05,0.00225034,0.001308378,0.044843812,0.051709317
20220420_153534,1.86E-05,0.000393647,0,-7.90E-06,-1.16E-05,3.23E-05,2.97E-05
20220420_153534,1.86E-05,0.000393647,0,-7.90E-06,-1.16E-05,3.23E-05,2.97E-05
20220420_153534,0.017882273,0.049627982,7.58E-05,0.002430821,-0.000485739,0.048115768,0.042443294
20220420_153534,1.83E-05,0.000401398,0,-7.33E-06,-1.15E-05,3.35E-05,3.04E-05
20220420_153534,0.017770184,0.106295004,0.000116862,0.005101102,0.000407391,0.06647332,0.092444085
20220420_153535,1.51E-05,0.000241927,0,-4.22E-06,-1.01E-05,4.55E-05,3.49E-05
20220420_153535,1.51E-05,0.000241927,0,-4.22E-06,-1.01E-05,4.55E-05,3.49E-05
20220420_153535,0.018498198,0.123811416,6.26E-05,0.003336804,-0.000248628,0.054794069,0.046502445
20220420_153535,1.85E-05,0.000399028,0,-7.82E-06,-1.17E-05,3.17E-05,2.89E-05
20220420_153535,1.85E-05,0.000399028,0,-7.82E-06,-1.17E-05,3.17E-05,2.89E-05
20220420_153535,0.016503435,0.061486144,2.63E-05,-0.00459412,-0.003853386,0.035028543,0.036924198
20220420_153535,1.84E-05,0.000389339,0,-7.69E-06,-1.17E-05,3.21E-05,2.89E-05
20220420_153535,0.017386066,0.053575996,6.90E-05,0.002616495,-0.004775459,0.044713069,0.039091855
20220420_153535,1.62E-05,0.000269773,0,-4.41E-06,-1.14E-05,4.96E-05,3.35E-05
20220420_153535,1.62E-05,0.000269773,0,-4.41E-06,-1.14E-05,4.96E-05,3.35E-05
20220420_153535,0.02011113,0.081323452,6.85E-05,0.011392937,-0.005207512,0.075300284,0.03718663
20220420_153535,1.79E-05,0.000375891,0,-7.56E-06,-1.12E-05,2.97E-05,2.96E-05
20220420_153535,0.018421799,0.130640343,0.000125386,0.004025505,0.00398765,0.062751569,0.124152198
20220420_153535,1.67E-05,0.000259109,0,-5.34E-06,-1.17E-05,3.65E-05,2.90E-05
20220420_153535,1.67E-05,0.000259109,0,-5.34E-06,-1.17E-05,3.65E-05,2.90E-05
20220420_153535,0.022526465,0.107694149,8.11E-05,-0.015046098,0.007947235,0.02360742,0.071438566
20220420_153535,1.65E-05,0.00024054,0,-4.96E-06,-1.21E-05,3.60E-05,2.33E-05
20220420_153535,0.018946567,0.060303375,2.57E-05,-0.010557031,0.002351408,0.03472146,0.040281404
20220420_153535,1.64E-05,0.000241952,0,-5.03E-06,-1.18E-05,3.44E-05,2.50E-05
20220420_153536,1.64E-05,0.000241952,0,-5.03E-06,-1.18E-05,3.44E-05,2.50E-05
20220420_153536,0.018396712,0.063764609,1.57E-05,0.003927718,-0.001661427,0.061391238,0.052083258
20220420_153536,1.69E-05,0.00025118,0,-5.05E-06,-1.21E-05,3.74E-05,2.73E-05
20220420_153536,0.017002406,0.0646962,9.33E-05,-0.004437294,-0.002220721,0.057903171,0.032842238
20220420_153536,1.69E-05,0.000242858,0,-5.31E-06,-1.21E-05,3.71E-05,2.73E-05
20220420_153536,0.017676968,0.109111115,6.13E-05,-0.003534566,0.003242523,0.072064638,0.109051809
20220420_153536,1.85E-05,0.000398167,0,-7.73E-06,-1.14E-05,3.30E-05,3.18E-05
20220420_153536,0.017707381,0.089063488,1.20E-05,0.00441527,0.001786431,0.040744185,0.048518755
20220420_153536,1.87E-05,0.000380086,0,-7.61E-06,-1.20E-05,3.24E-05,3.07E-05
20220420_153536,1.87E-05,0.000380086,0,-7.61E-06,-1.20E-05,3.24E-05,3.07E-05
20220420_153536,0.017194552,0.062315561,3.31E-05,0.002000122,0.003557287,0.05088051,0.052748717
20220420_153536,1.63E-05,0.000240407,0,-5.13E-06,-1.13E-05,3.55E-05,2.82E-05
20220420_153536,0.016136395,0.060649976,6.88E-05,2.35E-05,0.000311085,0.039992556,0.037137605
20220420_153536,1.87E-05,0.000387901,0,-7.74E-06,-1.19E-05,3.18E-05,2.99E-05
20220420_153536,0.016077595,0.056275699,6.57E-05,0.001953598,-0.002842872,0.038640257,0.052775379
20220420_153536,1.80E-05,0.000409958,0,-7.52E-06,-1.10E-05,2.98E-05,3.15E-05
20220420_153537,0.016849526,0.048193403,5.62E-05,0.001704718,-0.004528428,0.045227811,0.040362749
20220420_153537,1.64E-05,0.00024178,0,-3.00E-06,-1.19E-05,9.72E-05,2.20E-05
20220420_153537,0.014793741,0.062131561,4.04E-05,-0.000421876,0.000798782,0.037114229,0.062013835
20220420_153537,1.70E-05,0.000252307,0,-5.28E-06,-1.22E-05,3.62E-05,2.68E-05
20220420_153537,1.70E-05,0.000252307,0,-5.28E-06,-1.22E-05,3.62E-05,2.68E-05
20220420_153537,0.018912742,0.066107541,4.03E-05,0.012314316,-0.002043873,0.061903011,0.034251995
20220420_153537,1.77E-05,0.000381925,0,-7.14E-06,-1.09E-05,3.11E-05,3.29E-05
20220420_153537,0.018149625,0.062470224,7.02E-05,0.001984661,-0.004843179,0.051501974,0.040420983
20220420_153537,1.86E-05,0.000391565,0,-7.76E-06,-1.16E-05,3.26E-05,3.04E-05
20220420_153537,0.016760055,0.056825951,3.71E-05,-0.002860175,0.000946458,0.052305248,0.042874586
20220420_153537,1.65E-05,0.000242784,0,-4.86E-06,-1.18E-05,3.64E-05,2.74E-05
20220420_153537,0.016324881,0.088254169,9.16E-05,-0.005854524,-0.000558002,0.045773692,0.088129222
20220420_153537,1.83E-05,0.000371545,0,-7.53E-06,-1.16E-05,3.31E-05,2.84E-05
20220420_153537,0.018399916,0.083842412,7.72E-05,-0.00801039,0.000182417,0.047450248,0.050585877
20220420_153537,1.82E-05,0.000393411,0,-7.43E-06,-1.15E-05,3.21E-05,2.96E-05
20220420_153537,0.016517725,0.051871981,5.92E-05,0.001856421,0.000600866,0.050924174,0.045020323
20220420_153537,1.71E-05,0.000251925,0,-5.50E-06,-1.21E-05,3.67E-05,2.74E-05
20220420_153538,1.71E-05,0.000251925,0,-5.50E-06,-1.21E-05,3.67E-05,2.74E-05
20220420_153538,0.016578092,0.063442573,4.57E-05,0.000164993,-0.000684269,0.045484155,0.063261017
20220420_153538,1.83E-05,0.000389933,0,-7.52E-06,-1.15E-05,3.33E-05,3.05E-05
20220420_153538,0.016165837,0.063765235,2.33E-05,-0.001361968,0.006351508,0.05500352,0.063486084
20220420_153538,1.77E-05,0.000389351,0,-7.32E-06,-1.12E-05,2.95E-05,2.60E-05
20220420_153538,0.01798354,0.098237596,7.18E-05,0.004325181,0.001170132,0.068993218,0.096019775
20220420_153538,1.82E-05,0.000401803,0,-7.57E-06,-1.14E-05,3.15E-05,2.90E-05
20220420_153538,1.82E-05,0.000401803,0,-7.57E-06,-1.14E-05,3.15E-05,2.90E-05
20220420_153538,0.017962175,0.098218158,3.96E-05,0.006570797,-0.00496349,0.05306245,0.031096149
20220420_153538,1.61E-05,0.000237355,0,-3.02E-06,-1.13E-05,9.17E-05,2.59E-05
20220420_153538,0.017029691,0.046443667,9.37E-05,0.003246496,-0.001267254,0.039755262,0.034539402
20220420_153538,1.80E-05,0.000386518,0,-7.49E-06,-1.11E-05,3.08E-05,3.17E-05
20220420_153538,1.80E-05,0.000386518,0,-7.49E-06,-1.11E-05,3.08E-05,3.17E-05
20220420_153538,1.80E-05,0.000386518,0,-7.49E-06,-1.11E-05,3.08E-05,3.17E-05
20220420_153538,0.017503259,0.065640561,1.52E-05,0.002606047,-0.007119009,0.051751774,0.035540935
20220420_153538,1.65E-05,0.000234945,0,-5.09E-06,-1.16E-05,3.52E-05,3.05E-05
20220420_153538,0.019252837,0.062983841,4.38E-05,-0.00747242,0.002546039,0.047843374,0.04879456
20220420_153538,1.66E-05,0.000238635,0,-5.17E-06,-1.16E-05,3.59E-05,2.95E-05
20220420_153538,1.66E-05,0.000238635,0,-5.17E-06,-1.16E-05,3.59E-05,2.95E-05
20220420_153538,0.021730244,0.123320155,4.27E-05,-0.010849851,0.008771367,0.042736787,0.122418754
20220420_153539,1.79E-05,0.000389369,0,-7.68E-06,-1.09E-05,3.11E-05,3.01E-05
20220420_153539,1.79E-05,0.000389369,0,-7.68E-06,-1.09E-05,3.11E-05,3.01E-05
20220420_153539,0.017918886,0.091247164,8.38E-05,0.002828357,-6.05E-05,0.049565025,0.054576512
20220420_153539,1.82E-05,0.000404757,0,-7.76E-06,-1.13E-05,3.11E-05,2.89E-05
20220420_153539,1.82E-05,0.000404757,0,-7.76E-06,-1.13E-05,3.11E-05,2.89E-05
20220420_153539,0.017339075,0.056028072,1.77E-05,0.003881209,-0.006650904,0.04899941,0.049625281
20220420_153539,1.67E-05,0.000245183,0,-5.12E-06,-1.19E-05,3.81E-05,2.75E-05
20220420_153539,0.016080721,0.065815255,7.01E-05,0.002269179,-0.003206109,0.042827811,0.043995976
20220420_153539,1.72E-05,0.000253256,0,-5.26E-06,-1.24E-05,3.64E-05,2.70E-05
20220420_153539,1.72E-05,0.000253256,0,-5.26E-06,-1.24E-05,3.64E-05,2.70E-05
20220420_153539,0.014910136,0.052558839,2.78E-05,0.002468119,-0.003375786,0.05004305,0.028799402
20220420_153539,1.64E-05,0.00023285,0,-5.24E-06,-1.13E-05,3.79E-05,3.09E-05
20220420_153539,1.64E-05,0.00023285,0,-5.24E-06,-1.13E-05,3.79E-05,3.09E-05
20220420_153539,0.016724521,0.092690103,5.19E-05,0.003024204,-0.002534512,0.055746958,0.092651673
20220420_153539,1.78E-05,0.00041114,0,-7.37E-06,-1.12E-05,3.07E-05,2.72E-05
20220420_153539,0.017109531,0.090062223,2.13E-05,0.003608061,0.000914348,0.04759996,0.046188954
20220420_153539,1.81E-05,0.000386039,0,-7.47E-06,-1.14E-05,3.11E-05,2.82E-05
20220420_153539,0.016572073,0.073226906,4.68E-05,-0.003255638,-0.003124181,0.033378005,0.073135398
20220420_153539,1.85E-05,0.000400511,0,-7.74E-06,-1.17E-05,3.19E-05,2.80E-05
20220420_153540,1.85E-05,0.000400511,0,-7.74E-06,-1.17E-05,3.19E-05,2.80E-05
20220420_153540,0.016789022,0.059327971,8.94E-05,-0.007574088,0.002694147,0.037599564,0.037115604
20220420_153540,1.88E-05,0.000413859,0,-7.80E-06,-1.17E-05,3.27E-05,3.07E-05
20220420_153540,0.016646472,0.077756412,6.27E-05,0.001616796,0.005282664,0.076616339,0.043166794
20220420_153540,1.82E-05,0.000391179,0,-7.33E-06,-1.14E-05,3.37E-05,3.04E-05
20220420_153540,0.016153365,0.110921092,0.000121571,0.002464515,0.005561899,0.05331317,0.11087621
20220420_153540,1.70E-05,0.000248097,0,-5.32E-06,-1.22E-05,3.75E-05,2.71E-05
20220420_153540,0.01630347,0.103044271,8.69E-06,-0.000493289,0.004487844,0.050784256,0.043692335
20220420_153540,1.83E-05,0.000378883,0,-7.70E-06,-1.13E-05,3.24E-05,3.09E-05
20220420_153540,0.016310963,0.065079793,3.81E-05,-0.002702274,0.001282281,0.064082995,0.055937078
20220420_153540,1.54E-05,0.000239279,0,-4.35E-06,-1.01E-05,4.89E-05,3.76E-05
20220420_153540,1.54E-05,0.000239279,0,-4.35E-06,-1.01E-05,4.89E-05,3.76E-05
20220420_153540,0.016346701,0.061279688,1.88E-05,-0.001588237,-0.002644716,0.04470614,0.047530293
20220420_153540,1.85E-05,0.000410275,0,-7.65E-06,-1.15E-05,3.29E-05,3.07E-05
20220420_153540,0.016282054,0.055565096,3.73E-05,-0.002492975,0.00164945,0.035974603,0.054921892
20220420_153540,1.64E-05,0.000247722,0,-4.93E-06,-1.18E-05,3.45E-05,2.48E-05
20220420_153540,0.020442374,0.122195765,6.41E-05,0.013111496,-0.005959175,0.061681744,0.105845004
20220420_153541,1.64E-05,0.000242339,0,-5.28E-06,-1.15E-05,3.48E-05,2.85E-05
20220420_153541,1.64E-05,0.000242339,0,-5.28E-06,-1.15E-05,3.48E-05,2.85E-05
20220420_153541,0.016065147,0.107237183,8.15E-05,-0.002104912,-0.000765966,0.035043519,0.043195557
20220420_153541,1.68E-05,0.000244839,0,-5.01E-06,-1.21E-05,3.64E-05,2.57E-05
20220420_153541,0.017067351,0.061013199,3.99E-05,-0.00810667,0.001766231,0.033114325,0.041497208
20220420_153541,1.78E-05,0.00040318,0,-7.46E-06,-1.11E-05,3.00E-05,2.81E-05
20220420_153541,0.017029941,0.061803665,3.71E-05,0.003110837,0.004691398,0.053915672,0.039379016
20220420_153541,1.82E-05,0.000401188,0,-7.53E-06,-1.13E-05,3.23E-05,2.90E-05
20220420_153541,1.82E-05,0.000401188,0,-7.53E-06,-1.13E-05,3.23E-05,2.90E-05
20220420_153541,0.016610339,0.062122647,5.68E-05,0.004021268,0.001024772,0.057378959,0.04378958
20220420_153541,1.75E-05,0.00039081,0,-7.13E-06,-1.10E-05,3.15E-05,2.90E-05
20220420_153541,0.017139756,0.050531644,7.81E-05,-0.005213354,0.003123392,0.033614852,0.04924231
20220420_153541,1.81E-05,0.000382665,0,-7.58E-06,-1.13E-05,3.13E-05,3.20E-05
20220420_153541,1.81E-05,0.000382665,0,-7.58E-06,-1.13E-05,3.13E-05,3.20E-05
20220420_153541,0.016799485,0.051250182,3.84E-05,0.000217659,-0.001290173,0.043496184,0.037875697
20220420_153541,1.84E-05,0.000388892,0,-7.73E-06,-1.14E-05,3.14E-05,3.17E-05
20220420_153541,1.84E-05,0.000388892,0,-7.73E-06,-1.14E-05,3.14E-05,3.17E-05
20220420_153541,0.017049289,0.064779714,0.000108028,0.004466628,-0.004033289,0.055221058,0.033868067
20220420_153542,1.68E-05,0.00024473,0,-5.32E-06,-1.20E-05,3.62E-05,2.55E-05
20220420_153542,0.017022298,0.058743082,3.96E-05,-0.006343933,-0.001126387,0.027241142,0.038431738
20220420_153542,2.62E-05,0.0054726,0,-3.48E-06,-1.84E-05,0.003171383,3.78E-05
20220420_153542,2.62E-05,0.0054726,0,-3.48E-06,-1.84E-05,0.003171383,3.78E-05
20220420_153542,0.018029955,0.050368194,0.000108688,-0.005623533,0.003539994,0.033530373,0.050348759
20220420_153542,1.84E-05,0.00039184,0,-7.74E-06,-1.14E-05,3.30E-05,3.17E-05
20220420_153542,0.017447269,0.085338503,0.000114736,0.004357233,0.000778104,0.084905662,0.04975621
20220420_153542,1.66E-05,0.000243258,0,-5.07E-06,-1.17E-05,3.70E-05,2.74E-05
20220420_153542,0.018482345,0.067010887,7.08E-05,0.005623797,0.002304494,0.061151281,0.046155605
20220420_153542,1.69E-05,0.000243259,0,-5.36E-06,-1.20E-05,3.55E-05,2.76E-05
20220420_153542,0.015631431,0.057852808,1.59E-05,-0.002089422,0.000745593,0.057006914,0.040901218
20220420_153542,1.82E-05,0.000386465,0,-7.65E-06,-1.14E-05,3.05E-05,3.06E-05
20220420_153542,0.015474804,0.051616102,1.69E-05,-0.000625321,-0.001548061,0.051418047,0.037030846
20220420_153542,1.87E-05,0.000394789,0,-7.69E-06,-1.19E-05,3.36E-05,2.71E-05
20220420_153542,0.017155265,0.047132429,9.22E-05,-0.005292559,-0.001999035,0.041250356,0.043488834
20220420_153542,1.85E-05,0.000377761,0,-7.55E-06,-1.15E-05,3.53E-05,3.22E-05
20220420_153543,0.01564252,0.046955004,8.19E-05,0.002352988,-0.001899212,0.046634674,0.036960915
20220420_153543,1.80E-05,0.000384634,0,-7.29E-06,-1.13E-05,3.27E-05,3.00E-05
20220420_153543,0.016035992,0.063188717,8.15E-06,0.000209958,-0.003573856,0.048105862,0.06020464
20220420_153543,1.67E-05,0.000244508,0,-5.21E-06,-1.20E-05,3.67E-05,2.69E-05
20220420_153543,1.67E-05,0.000244508,0,-5.21E-06,-1.20E-05,3.67E-05,2.69E-05
20220420_153543,0.01672726,0.049861915,4.68E-05,0.000496189,-0.000247234,0.040137034,0.042892076
20220420_153543,1.67E-05,0.000239939,0,-5.06E-06,-1.19E-05,3.76E-05,2.72E-05
