time,mean,max,,hor,ver,hormax,vermax
20220423_104017,0.023340668,0.180384114,0.000103328,0.00414433,-0.001243951,0.080542676,0.089233644
20220423_104017,0.023340668,0.180384114,0.000103328,0.00414433,-0.001243951,0.080542676,0.089233644
20220423_104017,0.019650722,0.056218654,0.000122635,0.006140938,-0.000953624,0.054124225,0.042431679
20220423_104017,0.019650722,0.056218654,0.000122635,0.006140938,-0.000953624,0.054124225,0.042431679
20220423_104017,0.022715686,0.128413081,8.63E-05,0.00641081,-0.003193507,0.062941,0.052298799
20220423_104017,0.022715686,0.128413081,8.63E-05,0.00641081,-0.003193507,0.062941,0.052298799
20220423_104017,0.021961503,0.068678714,6.95E-05,0.004174372,-0.004574854,0.059014734,0.046235081
20220423_104017,0.021961503,0.068678714,6.95E-05,0.004174372,-0.004574854,0.059014734,0.046235081
20220423_104017,0.021961503,0.068678714,6.95E-05,0.004174372,-0.004574854,0.059014734,0.046235081
20220423_104017,0.023911266,0.093158245,0.000130947,0.002722229,0.000740515,0.081762247,0.075087316
20220423_104017,0.023911266,0.093158245,0.000130947,0.002722229,0.000740515,0.081762247,0.075087316
20220423_104017,0.023911266,0.093158245,0.000130947,0.002722229,0.000740515,0.081762247,0.075087316
20220423_104017,0.022445688,0.076046295,7.65E-05,0.002801696,0.000401454,0.060770296,0.049519446
20220423_104017,0.022445688,0.076046295,7.65E-05,0.002801696,0.000401454,0.060770296,0.049519446
20220423_104018,0.022648322,0.135547772,5.28E-05,0.003142993,0.00101721,0.1355308,0.112259544
20220423_104018,0.022648322,0.135547772,5.28E-05,0.003142993,0.00101721,0.1355308,0.112259544
20220423_104018,0.021752045,0.094414376,7.59E-05,0.003889663,0.000895278,0.06624034,0.056714967
20220423_104018,0.021752045,0.094414376,7.59E-05,0.003889663,0.000895278,0.06624034,0.056714967
20220423_104018,0.021752045,0.094414376,7.59E-05,0.003889663,0.000895278,0.06624034,0.056714967
20220423_104018,0.021342608,0.112431481,2.79E-05,0.000994726,0.001574016,0.087057553,0.091661222
20220423_104018,0.021342608,0.112431481,2.79E-05,0.000994726,0.001574016,0.087057553,0.091661222
20220423_104018,0.022675758,0.07292854,9.27E-05,0.000436071,0.00107183,0.052021526,0.063777603
20220423_104018,0.022675758,0.07292854,9.27E-05,0.000436071,0.00107183,0.052021526,0.063777603
20220423_104018,0.022675758,0.07292854,9.27E-05,0.000436071,0.00107183,0.052021526,0.063777603
20220423_104018,0.023541063,0.123352975,3.36E-05,0.002947824,0.000445639,0.080482736,0.086263746
20220423_104018,0.023541063,0.123352975,3.36E-05,0.002947824,0.000445639,0.080482736,0.086263746
20220423_104018,0.020639522,0.07626693,5.85E-05,0.005684997,0.002965925,0.061607864,0.070280164
20220423_104018,0.020639522,0.07626693,5.85E-05,0.005684997,0.002965925,0.061607864,0.070280164
20220423_104018,0.022727516,0.121269673,5.98E-06,0.004670618,-0.001047929,0.066493839,0.049819063
20220423_104018,0.022727516,0.121269673,5.98E-06,0.004670618,-0.001047929,0.066493839,0.049819063
20220423_104018,0.022727516,0.121269673,5.98E-06,0.004670618,-0.001047929,0.066493839,0.049819063
20220423_104018,0.021880588,0.076668024,0.000152474,0.005881029,-0.000442753,0.05747221,0.048686743
20220423_104019,0.021880588,0.076668024,0.000152474,0.005881029,-0.000442753,0.05747221,0.048686743
20220423_104019,0.023543322,0.084692173,8.35E-05,0.005978654,-0.000359639,0.07913956,0.065134637
20220423_104019,0.023543322,0.084692173,8.35E-05,0.005978654,-0.000359639,0.07913956,0.065134637
20220423_104019,0.019734635,0.05928544,9.96E-05,0.00343869,-0.001225806,0.049927458,0.042436685
20220423_104019,0.019734635,0.05928544,9.96E-05,0.00343869,-0.001225806,0.049927458,0.042436685
20220423_104019,0.021485054,0.121429481,2.14E-05,0.002682204,-0.001831254,0.121239543,0.047651302
20220423_104019,0.021485054,0.121429481,2.14E-05,0.002682204,-0.001831254,0.121239543,0.047651302
20220423_104019,0.019656489,0.075824402,1.00E-04,-0.001688668,0.001876311,0.048342042,0.060520992
20220423_104019,0.019656489,0.075824402,1.00E-04,-0.001688668,0.001876311,0.048342042,0.060520992
20220423_104019,0.021847197,0.100686334,7.41E-05,0.000699606,-0.001645599,0.061393015,0.068526298
20220423_104019,0.021847197,0.100686334,7.41E-05,0.000699606,-0.001645599,0.061393015,0.068526298
20220423_104019,0.021847197,0.100686334,7.41E-05,0.000699606,-0.001645599,0.061393015,0.068526298
20220423_104019,0.021868114,0.098041676,7.47E-05,0.005366101,-0.00277434,0.064873144,0.057860143
20220423_104019,0.021868114,0.098041676,7.47E-05,0.005366101,-0.00277434,0.064873144,0.057860143
20220423_104019,0.024025079,0.171987683,9.39E-05,0.007627601,-0.005063943,0.097109213,0.064156525
20220423_104019,0.024025079,0.171987683,9.39E-05,0.007627601,-0.005063943,0.097109213,0.064156525
20220423_104019,0.024025079,0.171987683,9.39E-05,0.007627601,-0.005063943,0.097109213,0.064156525
20220423_104019,0.020996308,0.069568679,7.94E-05,0.003299412,-0.001947367,0.069138028,0.054162133
20220423_104020,0.020996308,0.069568679,7.94E-05,0.003299412,-0.001947367,0.069138028,0.054162133
20220423_104020,0.020996308,0.069568679,7.94E-05,0.003299412,-0.001947367,0.069138028,0.054162133
20220423_104020,0.023178599,0.130929887,3.66E-05,0.003449091,-0.001061251,0.073677063,0.077683352
20220423_104020,0.023178599,0.130929887,3.66E-05,0.003449091,-0.001061251,0.073677063,0.077683352
20220423_104020,0.023178599,0.130929887,3.66E-05,0.003449091,-0.001061251,0.073677063,0.077683352
20220423_104020,0.018950951,0.06410934,2.04E-05,0.000182996,-0.000683137,0.06333299,0.051794581
20220423_104020,0.018950951,0.06410934,2.04E-05,0.000182996,-0.000683137,0.06333299,0.051794581
20220423_104020,0.018950951,0.06410934,2.04E-05,0.000182996,-0.000683137,0.06333299,0.051794581
20220423_104020,0.021407685,0.096947029,0.000120388,0.001149923,0.000770991,0.07694374,0.055982232
20220423_104020,0.021407685,0.096947029,0.000120388,0.001149923,0.000770991,0.07694374,0.055982232
