time,magmean,magmax,magmin,hor,ver,hor1,ver1
20220215_155019,0.399782933,0.927828193,0.000391217,-0.36053592,0.11444567,0.36117533,0.13934337
20220215_155020,0.38588789,0.99649024,0.002350904,-0.33887056,0.13353433,0.3405596,0.1498864
20220215_155020,0.392894516,0.924660861,0.00159461,-0.3367763,0.15848114,0.3377359,0.17239521
20220215_155021,0.399215319,0.928514898,0.001123287,-0.33034566,0.19155274,0.33125284,0.1960722
20220215_155021,0.383648118,1.000941157,0.001066893,-0.32701534,0.15713982,0.32804918,0.16890864
20220215_155022,0.392363895,0.884807706,0.002016162,-0.31709015,0.19202939,0.31968212,0.19893111
20220215_155022,0.367528491,0.883164287,0.000902655,-0.30165288,0.1671854,0.30482128,0.17600867
20220215_155022,0.377666159,0.797897696,0.001797261,-0.32189712,0.1531984,0.32301572,0.16583848
20220215_155023,0.38496401,0.899133444,0.000165428,-0.3115973,0.19093373,0.312579,0.1954455
20220215_155023,0.38417185,0.816176713,0.00127758,-0.32583356,0.16122742,0.32692894,0.17337415
20220215_155024,0.399338257,0.891215742,0.001089111,-0.3225597,0.19822566,0.32292384,0.20744887
20220215_155024,0.384333957,0.998706996,0.000731534,-0.31472486,0.18653229,0.3152516,0.1928273
20220215_155025,0.393540847,0.869797468,0.000740254,-0.33115178,0.17616561,0.3324854,0.18425925
20220215_155025,0.393965692,0.896371543,0.000797807,-0.32835844,0.18035553,0.32908225,0.18873063
20220215_155025,0.38705549,0.869602323,0.001724293,-0.33472103,0.15267152,0.33541173,0.16515917
20220215_155026,0.394617926,0.986900151,0.001837488,-0.32968542,0.17680432,0.33078218,0.18472604
20220215_155026,0.399404738,0.90274018,0.000595858,-0.35181853,0.14087683,0.3526083,0.15776168
20220215_155027,0.402548851,0.891570449,0.000943398,-0.36152142,0.12774505,0.3620528,0.1442808
20220215_155027,0.386641264,0.929395139,0.00119833,-0.32553443,0.16278017,0.32696557,0.17490791
20220215_155028,0.389777369,0.972074747,0.000952542,-0.34161794,0.13697256,0.3427122,0.15490764
20220215_155028,0.394576877,0.988464832,0.000653296,-0.33762664,0.16424426,0.33810654,0.17716806
20220215_155029,0.399108164,0.781181812,0.003506201,-0.34150243,0.1650852,0.34264627,0.17390995
20220215_155029,0.422658534,0.932306051,0.001997598,-0.3586141,0.17744356,0.36158657,0.18625605
20220215_155029,0.421878789,1.032696605,0.000663729,-0.36304304,0.17360854,0.36362287,0.18397743
20220215_155030,0.435690376,0.990114093,0.003317183,-0.37896308,0.17636442,0.37950504,0.18452775
20220215_155030,0.4334536,0.939060211,0.00173623,-0.37356904,0.1853145,0.37446663,0.19122383
20220215_155031,0.428424614,1.025848508,0.001157051,-0.3641143,0.18717569,0.36491165,0.1954367
20220215_155031,0.429719237,0.918658733,0.002818769,-0.36734155,0.18478313,0.36821106,0.19366717
20220215_155032,0.412782064,0.930776775,0.004625293,-0.33618456,0.19984452,0.33895737,0.20721908
20220215_155032,0.434793165,0.948358417,0.004598075,-0.33877432,0.24676521,0.33976653,0.24845129
20220215_155033,0.405986142,0.947614253,0.003953934,-0.3304619,0.20092745,0.33155924,0.20903502
20220215_155033,0.402820019,0.823134005,0.001927822,-0.3314757,0.19362882,0.33174738,0.20039561
20220215_155033,0.421188355,1.056301951,0.001280499,-0.34544387,0.20713381,0.3459209,0.21437088
20220215_155034,0.42608016,0.864126503,0.004050345,-0.35481575,0.20077935,0.35500216,0.2084262
20220215_155034,0.424592077,0.838384926,0.004043475,-0.35804218,0.19231457,0.35817477,0.19881555
20220215_155035,0.418936842,1.019773364,0.000840689,-0.34379435,0.20655158,0.34542754,0.21057856
20220215_155035,0.43828643,1.008498073,0.001085384,-0.36614013,0.2056683,0.36711842,0.21342237
20220215_155036,0.458653253,0.923937261,0.002736318,-0.38235763,0.21983191,0.38244638,0.2249961
20220215_155036,0.465512622,1.000001907,0.002924962,-0.39598817,0.20555158,0.39613536,0.2181065
20220215_155037,0.468740951,0.887385309,0.005421268,-0.40703356,0.1989355,0.40708393,0.20555672
20220215_155037,0.486047045,1.022917151,0.010552718,-0.41608664,0.22191054,0.4163866,0.22647607
20220215_155038,0.474547279,1.088404298,0.003883923,-0.41104558,0.2067295,0.41148087,0.21154082
20220215_155038,0.471910296,1.037307143,0.00169128,-0.4134487,0.19225793,0.4137466,0.20006695
20220215_155038,0.465171168,0.888876617,0.005678036,-0.39103293,0.21693775,0.39149863,0.22418074
20220215_155039,0.47360235,1.110081673,0.001353239,-0.3790015,0.25886202,0.37931752,0.26109684
20220215_155039,0.474967686,1.036891341,0.001391826,-0.3761578,0.26227713,0.37644157,0.26496276
20220215_155040,0.46237103,0.957409263,0.008963278,-0.37396857,0.24533653,0.37404838,0.2488323
20220215_155040,0.459941937,0.941961169,0.003265044,-0.36451375,0.24916385,0.3651034,0.2559853
20220215_155041,0.460942569,0.939325869,0.004809777,-0.39023942,0.21585692,0.390822,0.22002715
20220215_155041,0.476064506,0.989175916,0.00225235,-0.3804895,0.25658977,0.38077742,0.25952098
20220215_155042,0.482129453,1.12922442,0.002400849,-0.39414728,0.24620207,0.3942119,0.25264466
20220215_155042,0.483992969,0.942864954,0.001637734,-0.3864223,0.2646915,0.38695824,0.2679238
20220215_155043,0.502912723,0.943592668,0.004059577,-0.4132301,0.25999326,0.4133399,0.26456028
20220215_155043,0.504248695,0.962927282,0.006394729,-0.40959683,0.268958,0.40962616,0.27169934
20220215_155044,0.505302187,0.956259251,0.006341002,-0.39620492,0.28961667,0.3974072,0.29079962
20220215_155044,0.527868327,1.087767601,0.006076131,-0.4328061,0.2756079,0.43309784,0.27768683
20220215_155045,0.521965517,0.964308619,0.00318358,-0.43657398,0.2612544,0.43752876,0.26296932
20220215_155045,0.52656756,1.149070621,0.000707992,-0.4292855,0.28048933,0.42958397,0.28189215
20220215_155045,0.491534774,1.039507151,0.001725161,-0.41236833,0.24004343,0.41252628,0.24272935
20220215_155046,0.503633083,0.996326983,0.000777395,-0.41713428,0.25235254,0.41756067,0.25414765
20220215_155046,0.502355004,0.982606232,0.002139912,-0.41434827,0.2584949,0.41454238,0.2611814
20220215_155047,0.514575228,1.003027081,0.002399033,-0.43038592,0.2549658,0.43077317,0.25713068
20220215_155047,0.523720605,1.101135612,0.006765914,-0.42686722,0.2790313,0.426884,0.28001484
20220215_155048,0.507731011,0.972863257,0.00109785,-0.41476664,0.26972014,0.41504812,0.27157706
20220215_155048,0.527606865,1.239962339,0.001108797,-0.43345416,0.2778883,0.4337954,0.2789722
20220215_155049,0.490602424,0.928338289,0.002857252,-0.39281723,0.26453215,0.3932881,0.27021948
20220215_155049,0.508564343,1.035357475,0.008005965,-0.41944626,0.2596026,0.4195347,0.26288593
20220215_155049,0.50254666,1.031875849,0.005567665,-0.406899,0.2696343,0.40731674,0.27146167
20220215_155050,0.518373942,1.037023664,0.001850886,-0.4270838,0.26756686,0.42838058,0.27114388
20220215_155050,0.539128212,0.955546141,0.001061592,-0.4445427,0.27800423,0.44505173,0.28171134
20220215_155051,0.534920828,1.17282486,0.00323725,-0.4483291,0.26394075,0.449204,0.2676863
20220215_155051,0.537447775,0.994206727,0.008048102,-0.45383272,0.2605735,0.45397246,0.26337755
20220215_155052,0.541095578,1.210833669,0.002932498,-0.45497906,0.26722038,0.45513546,0.26905778
20220215_155052,0.536149493,1.110422611,0.000938882,-0.44882,0.26346,0.44912347,0.268217
20220215_155053,0.525771245,1.159080982,0.002629631,-0.4406362,0.25957075,0.44071555,0.26207983
20220215_155053,0.537655195,1.216348171,0.003709887,-0.44485128,0.2722598,0.44695255,0.27549967
20220215_155053,0.549769861,1.123745918,0.00196733,-0.44819558,0.29134125,0.44853738,0.29468915
20220215_155054,0.532573848,1.258163333,0.003448747,-0.4481827,0.2573342,0.4498794,0.25988156
20220215_155054,0.527662022,1.011115313,0.001395621,-0.43212143,0.27620655,0.43231875,0.2799961
20220215_155055,0.549450665,1.149745584,0.000637152,-0.46717066,0.26204902,0.46772963,0.26379904
20220215_155055,0.519435456,1.030126929,0.000366544,-0.4473402,0.23324342,0.4475416,0.23653471
20220215_155056,0.54865748,1.096044779,0.000224885,-0.46704572,0.2592253,0.46751663,0.26160657
20220215_155056,0.544535779,1.092778802,0.000199853,-0.4728872,0.23784837,0.47388253,0.24159858
20220215_155056,0.525533791,1.047703028,0.000908765,-0.4421376,0.25502333,0.44387323,0.25847253
20220215_155057,0.537873426,1.283853054,0.004965873,-0.47730356,0.21685389,0.47745776,0.22210339
20220215_155057,0.542774246,0.975007117,0.001422297,-0.4755243,0.23198757,0.4757428,0.23658031
20220215_155058,0.522345647,1.017718554,0.001444287,-0.46324283,0.20985386,0.46406382,0.21480049
20220215_155058,0.544015551,1.060648084,0.001789982,-0.4547188,0.27099988,0.45525798,0.27450815
20220215_155059,0.533982581,1.073284864,0.004167886,-0.45022938,0.2623768,0.45032874,0.263893
20220215_155059,0.533145118,1.013141155,0.0015532,-0.45216194,0.25405142,0.45324963,0.257233
20220215_155100,0.540478249,1.085042953,0.000647455,-0.46224612,0.24979985,0.46293753,0.25356606
20220215_155100,0.526817846,1.062917352,0.002716092,-0.43535706,0.2651065,0.43627638,0.2684451
20220215_155100,0.54037666,1.145756602,0.018872557,-0.44157237,0.28376934,0.4416476,0.28663233
20220215_155101,0.543518878,1.126847267,0.007561352,-0.44903502,0.2800297,0.44943935,0.28090397
20220215_155101,0.546539513,1.08382082,0.016612943,-0.46343204,0.25953045,0.46356115,0.26356158
20220215_155102,0.549303806,1.06218648,0.002898669,-0.45929542,0.27608234,0.4598683,0.2788311
20220215_155102,0.542845346,1.131620646,0.001684151,-0.45226145,0.27350238,0.45277694,0.27699322
20220215_155103,0.582172063,1.036915064,0.000526952,-0.49754292,0.27425918,0.49782005,0.27575964
20220215_155103,0.550356163,0.991575122,0.001124543,-0.4716859,0.25317684,0.47175363,0.2587715
20220215_155103,0.553313128,1.147724271,0.001369717,-0.4680427,0.2705797,0.46810752,0.2727553
20220215_155104,0.55948097,0.998255968,0.005024071,-0.48071322,0.25857213,0.48093715,0.26061818
20220215_155104,0.571844796,1.156814814,0.013306264,-0.4970021,0.25535098,0.49700356,0.25824088
20220215_155105,0.560663542,1.127166033,0.002270418,-0.4920355,0.23870881,0.49221623,0.24253316
20220215_155105,0.569830396,1.140835404,0.000778712,-0.48838532,0.26793852,0.48854998,0.27160722
20220215_155106,0.558122453,1.206733704,0.012776399,-0.47272733,0.26936185,0.47328198,0.27108163
20220215_155106,0.553367898,1.176416636,0.008488663,-0.4741339,0.2569826,0.47495311,0.25892067
20220215_155107,0.567501836,1.204586148,0.002933571,-0.48600015,0.2637652,0.48748735,0.2666124
20220215_155107,0.572229007,1.21263063,0.001463512,-0.5019976,0.24306637,0.50377816,0.24664554
20220215_155107,0.585033068,1.067245841,0.012423113,-0.5156859,0.2476914,0.51576334,0.25100145
20220215_155108,0.57264371,1.371068835,0.003687214,-0.50349087,0.24198343,0.503916,0.24636918
20220215_155108,0.568976005,1.090686917,0.00374385,-0.5003369,0.24247034,0.5004467,0.24556312
20220215_155109,0.540675323,1.044903278,0.001873743,-0.45828503,0.25933897,0.4594834,0.2610865
20220215_155109,0.570606185,1.142140985,0.004075112,-0.49535435,0.25405228,0.49540097,0.2573029
20220215_155110,0.572015254,1.101984024,0.001638404,-0.49498546,0.26106372,0.49502936,0.26297477
20220215_155110,0.559917352,1.159047246,0.000804553,-0.46826434,0.28048748,0.46919322,0.28269452
20220215_155110,0.555538435,0.989080489,0.004914235,-0.48951346,0.23363477,0.48978525,0.23631139
20220215_155111,0.570448698,1.173906565,0.010757358,-0.48197487,0.2767487,0.48311877,0.27955127
20220215_155111,0.548841953,1.183626771,0.011851235,-0.4784611,0.23081441,0.47978368,0.23667637
20220215_155112,0.568567811,1.25303793,0.004522156,-0.4950682,0.2526059,0.49546623,0.25561798
20220215_155112,0.543472375,1.276684642,0.004143238,-0.4755732,0.22986335,0.47578487,0.23406607
20220215_155113,0.553784609,1.16988349,0.007111737,-0.47597465,0.2556605,0.47628158,0.2580323
20220215_155113,0.549600374,1.192789316,0.002103423,-0.4768782,0.24526432,0.47701734,0.24994998
20220215_155113,0.570869079,1.16459465,0.002424697,-0.5049764,0.2351875,0.5052137,0.23930158
20220215_155114,0.583430848,1.199738264,0.000352613,-0.5074618,0.2635775,0.50756854,0.26543635
20220215_155114,0.592324478,1.101743579,0.001837017,-0.5235627,0.24619117,0.52402854,0.24881604
20220215_155115,0.593052714,1.167271018,0.000981881,-0.5287687,0.23674215,0.52890706,0.24010643
20220215_155115,0.588269475,1.00349462,0.001120777,-0.512275,0.26260996,0.513768,0.26450217
20220215_155116,0.594356747,1.229061604,0.01042377,-0.5224855,0.25490165,0.5226308,0.25729197
20220215_155116,0.607773798,1.247500062,0.000159342,-0.5420039,0.24419792,0.5420326,0.2494501
20220215_155117,0.61430401,1.159588218,0.005971359,-0.5399239,0.26207602,0.5415862,0.2639506
20220215_155117,0.614852913,1.096478462,0.001648764,-0.5424573,0.2618005,0.54313326,0.26570854
20220215_155117,0.603334259,1.161823988,0.006694885,-0.51798826,0.28632057,0.51805115,0.28728095
20220215_155118,0.611082275,1.106923819,0.018859195,-0.529222,0.2807719,0.5295612,0.28296512
20220215_155118,0.595190592,1.231447101,0.005957172,-0.51860255,0.26459277,0.5192537,0.26765057
20220215_155119,0.605893173,1.24435699,0.002153877,-0.5220833,0.28094918,0.52217466,0.2830378
20220215_155119,0.593730902,1.196365237,0.003154082,-0.51825213,0.26239932,0.51845187,0.26493624
20220215_155119,0.597231128,1.115549803,0.002616252,-0.5240275,0.26195988,0.5240824,0.26375777
20220215_155120,0.612116075,1.119185209,0.0104965,-0.5377467,0.26861516,0.5378323,0.27091542
20220215_155120,0.621933516,1.265806198,0.005503761,-0.5599416,0.2411584,0.56007415,0.2450211
20220215_155121,0.603257745,1.046685696,0.008715185,-0.5285566,0.2608027,0.5286528,0.26488456
20220215_155121,0.598166132,1.146074414,0.011513722,-0.52468294,0.2614928,0.5247616,0.26394776
20220215_155122,0.615680329,1.145368814,0.008341816,-0.54245454,0.26519498,0.5434601,0.2671591
20220215_155122,0.6187038,1.211954832,0.000821877,-0.5445661,0.26632068,0.5455725,0.2684538
20220215_155122,0.598866819,1.129612803,0.004218445,-0.5252322,0.26147068,0.5254034,0.26310542
20220215_155123,0.592979985,1.200264931,0.001677613,-0.51766014,0.2630938,0.5178457,0.26464847
20220215_155123,0.620910511,1.221818447,0.013013514,-0.5545956,0.24961628,0.55461365,0.25304407
20220215_155124,0.608650425,1.184278607,0.005821256,-0.5475847,0.2337449,0.54835236,0.23867716
20220215_155124,0.618852677,1.098537922,0.004782516,-0.5571423,0.23436916,0.55786234,0.23941448
20220215_155125,0.612044584,1.200409651,0.015832674,-0.5619368,0.20684351,0.56215394,0.21195659
20220215_155125,0.637762003,1.209635377,0.001231617,-0.57886654,0.23307915,0.5805729,0.23682402
20220215_155125,0.629918599,1.038969278,0.007057013,-0.5815074,0.20467359,0.58158636,0.21188883
20220215_155126,0.630083586,1.135886192,0.003195371,-0.56722957,0.2438175,0.5680006,0.24641103
20220215_155126,0.626042743,1.223660946,0.001998579,-0.5674939,0.2325178,0.56849724,0.23828176
20220215_155127,0.636837519,1.126897454,0.003681832,-0.57183135,0.25217888,0.57196724,0.25554356
20220215_155127,0.643543564,1.124064684,0.000843696,-0.5603743,0.29132026,0.5604917,0.29336438
20220215_155128,0.667915203,1.087201238,0.004234224,-0.55848247,0.3469479,0.5586438,0.34731296
20220215_155128,0.697836803,1.16279304,0.0069174,-0.56597817,0.38874194,0.5660418,0.39085618
20220215_155128,0.712746178,1.274130344,0.002991739,-0.5602664,0.42370528,0.5603759,0.42417076
20220215_155129,0.752787151,1.229305267,0.025071135,-0.56672156,0.48230413,0.5667996,0.48250043
20220215_155129,0.786965015,1.432248354,0.005179406,-0.544799,0.554686,0.5453431,0.5547727
20220215_155130,0.828772288,1.378558993,0.007880311,-0.56127137,0.5975883,0.56154567,0.5976084
20220215_155130,0.872656033,1.420713186,0.001665593,-0.5751091,0.6457253,0.5752579,0.6457284
20220215_155130,0.88377128,1.537756801,0.033135418,-0.5538746,0.6781281,0.5541719,0.6781281
20220215_155131,0.934130412,1.600761175,0.035740394,-0.5722134,0.7280132,0.57235616,0.7280132
20220215_155131,0.987505406,1.582699656,0.005637929,-0.5820328,0.7888859,0.5822747,0.78895116
20220215_155132,1.005722063,1.499245048,0.017968684,-0.547937,0.8341543,0.548266,0.8343744
20220215_155132,1.074967166,1.570523858,0.032524973,-0.54017097,0.92229,0.5402389,0.92229
20220215_155133,1.104255834,1.759164095,0.017285626,-0.5518974,0.94952285,0.5519311,0.94952285
20220215_155133,1.154760106,1.844904661,0.001392489,-0.54951936,1.0078421,0.54961884,1.0079337
20220215_155133,1.189573077,1.792691231,0.034434389,-0.5607283,1.0424412,0.5607705,1.0424412
20220215_155134,1.218577688,1.928849936,0.023820085,-0.55109173,1.0806602,0.5510922,1.0806609
20220215_155134,1.282060091,1.762429118,0.016777642,-0.53759754,1.1569115,0.5382251,1.1569115
20220215_155135,1.269490082,1.799597859,0.063264363,-0.5514399,1.136606,0.551624,1.136606
20220215_155135,1.362628336,2.295849085,0.036412902,-0.54735655,1.2426208,0.54784703,1.2426208
20220215_155135,1.395776978,1.950116158,0.041271694,-0.56663525,1.2702575,0.5666376,1.2702575
20220215_155136,1.457651685,2.002446175,0.071547695,-0.5372292,1.3499318,0.53723055,1.3499318
20220215_155136,1.480698097,2.068047762,0.0261606,-0.54785466,1.3701043,0.5479247,1.3701043
20220215_155137,1.539393148,2.135431767,0.035255227,-0.5449443,1.4348568,0.5449861,1.4348632
20220215_155137,1.548194647,2.115354538,0.010151386,-0.54157263,1.4455178,0.5417201,1.4455178
20220215_155138,1.560561393,2.172299862,0.051945221,-0.55836403,1.4519707,0.5590522,1.4519707
20220215_155138,1.570082287,2.235752821,0.046677627,-0.5678498,1.4592491,0.56786466,1.4592491
20220215_155138,1.554696121,2.187737942,0.047086295,-0.5896075,1.4339304,0.5897674,1.4339304
20220215_155139,1.546753511,2.105625868,0.035910387,-0.58514965,1.4263554,0.58515745,1.4263798
20220215_155139,1.554303127,2.340905666,0.050964396,-0.58927447,1.433447,0.589492,1.433447
20220215_155140,1.581860632,2.252869368,0.036206182,-0.5861927,1.4645548,0.58621067,1.4645548
20220215_155140,1.565951882,2.249836683,0.031818952,-0.59083235,1.4449373,0.59083235,1.4449373
20220215_155140,1.565700931,2.245707273,0.028099446,-0.53539836,1.4656693,0.535401,1.4656693
20220215_155141,1.568937727,2.097768307,0.037251245,-0.5588479,1.4617562,0.55888814,1.4617562
20220215_155141,1.518776099,2.053805351,0.062488284,-0.55249405,1.4095267,0.55280215,1.4095267
20220215_155142,1.559360821,2.10239625,0.03310648,-0.55637074,1.4517971,0.5567834,1.4517971
20220215_155142,1.56700887,2.168309212,0.045800123,-0.5608838,1.4571087,0.56090176,1.4571087
20220215_155143,1.578958809,2.080752134,0.047674522,-0.58772856,1.4605147,0.5879832,1.4605147
20220215_155143,1.570737082,2.199603796,0.058361463,-0.5622393,1.4609983,0.5629193,1.4609983
20220215_155143,1.557573042,2.157261848,0.049135219,-0.5781292,1.4417312,0.5781292,1.4417312
20220215_155144,1.561209827,2.193723679,0.054319531,-0.5710344,1.4478592,0.57104874,1.4478592
20220215_155144,1.561290383,2.154825687,0.02934224,-0.5997247,1.4358058,0.6012409,1.4358058
20220215_155145,1.569167595,2.064319372,0.023436805,-0.59021664,1.4489487,0.5905465,1.4489654
20220215_155145,1.554101559,2.160497904,0.012947736,-0.57808125,1.4370973,0.57808423,1.4371029
20220215_155145,1.569426645,2.258755922,0.042204112,-0.5682589,1.4581357,0.5682814,1.4581357
20220215_155146,1.56193167,2.130595446,0.037540697,-0.58971745,1.4414215,0.58980733,1.4414215
20220215_155146,1.566755956,2.134868622,0.031703651,-0.5985791,1.4436097,0.59862953,1.4436097
20220215_155147,1.59441133,2.175701857,0.004705969,-0.56293917,1.4872093,0.5629727,1.487211
20220215_155147,1.580996471,2.108328819,0.026625926,-0.5710581,1.4692581,0.5711297,1.4692581
20220215_155148,1.574059821,2.060983419,0.062989771,-0.5702943,1.4623933,0.5704581,1.4623933
20220215_155148,1.594125398,2.139099836,0.028746344,-0.5899837,1.4765712,0.58999676,1.4765712
20220215_155148,1.574240133,2.080069542,0.031669494,-0.5882789,1.4544133,0.5887463,1.4544133
20220215_155149,1.58865114,2.213300228,0.054802079,-0.5919111,1.4692141,0.59248525,1.4692141
20220215_155149,1.555959761,2.10392642,0.052505787,-0.5951019,1.4329183,0.59511304,1.4329183
20220215_155150,1.564092142,2.139281273,0.005333504,-0.5961806,1.441453,0.5961883,1.441453
20220215_155150,1.580134668,2.068929434,0.044992872,-0.60654473,1.4540832,0.6065475,1.4540832
20220215_155150,1.564123028,2.155163527,0.06907244,-0.64123076,1.4216728,0.64123076,1.4216728
20220215_155151,1.584890775,2.19296217,0.044573493,-0.6280013,1.4498677,0.6280469,1.4498677
20220215_155151,1.564867801,2.033159971,0.036963176,-0.6377818,1.4244971,0.63784254,1.4244971
20220215_155152,1.591250394,2.156745195,0.0409513,-0.63532376,1.4539901,0.6353265,1.4539901
20220215_155152,1.583190493,2.162806749,0.073206671,-0.6382601,1.4430336,0.6382656,1.4430336
20220215_155152,1.602407536,2.367476702,0.030036708,-0.6297493,1.4689789,0.6297666,1.4689789
20220215_155153,1.576400873,2.159854412,0.047775552,-0.6372558,1.4369792,0.63725805,1.4369792
20220215_155153,1.565148245,2.098742485,0.037231889,-0.601488,1.4401258,0.6016501,1.4401258
20220215_155154,1.58099776,2.128053665,0.050752565,-0.6057166,1.4554143,0.6057394,1.4554143
20220215_155154,1.580448295,2.144055605,0.04908203,-0.62273204,1.4481231,0.6227774,1.4481231
20220215_155154,1.572078191,2.088696241,0.05690093,-0.60202783,1.4475156,0.6020494,1.4475156
20220215_155155,1.578377318,2.160925627,0.039820027,-0.5973898,1.4558439,0.597394,1.4558474
20220215_155155,1.569583751,2.261225224,0.056568883,-0.6002909,1.4446335,0.60031086,1.4446335
20220215_155156,1.555639773,2.089045048,0.034185514,-0.5644364,1.4445171,0.56470925,1.4445171
20220215_155156,1.575149939,2.12397027,0.020761276,-0.63186896,1.43795,0.63186926,1.43795
20220215_155157,1.591886014,2.174920082,0.070203975,-0.6209849,1.4606647,0.6210028,1.4606647
20220215_155157,1.603551047,2.300342798,0.037085667,-0.62584835,1.4715084,0.62584835,1.4715084
20220215_155157,1.606552177,2.122691154,0.056128595,-0.6132908,1.4799001,0.6132908,1.4799001
20220215_155158,1.580385593,2.366934776,0.032525137,-0.64719856,1.4373474,0.6472026,1.4373474
20220215_155158,1.585425525,2.077721834,0.057752732,-0.6300485,1.4496794,0.6300485,1.4496794
20220215_155159,1.608758106,2.211647272,0.012898127,-0.63633496,1.4727869,0.63663685,1.4727869
20220215_155159,1.595304538,2.378843069,0.035037462,-0.6461705,1.4540478,0.64619786,1.4540478
20220215_155159,1.617640358,2.195776701,0.045079693,-0.6427397,1.4794809,0.6429125,1.4794809
20220215_155200,1.621154288,2.179388523,0.045627162,-0.66158336,1.4757736,0.661586,1.4757736
20220215_155200,1.616382409,2.176769257,0.052743759,-0.6414363,1.4789875,0.64143664,1.4789875
20220215_155201,1.59783314,2.153470278,0.038082417,-0.6441958,1.4570814,0.64420325,1.4570814
20220215_155201,1.595524657,2.209144831,0.025877152,-0.64698714,1.4532887,0.64715785,1.4532887
20220215_155201,1.610884458,2.122528553,0.035374124,-0.65795493,1.4650332,0.65795493,1.4650332
20220215_155202,1.5965809,2.252189636,0.044423919,-0.65507704,1.4514886,0.6550775,1.4514886
20220215_155202,1.634978017,2.220293522,0.027311465,-0.66300714,1.4902453,0.66300714,1.4902453
20220215_155203,1.62717554,2.259453535,0.077493049,-0.6431802,1.4897585,0.6431802,1.4897585
20220215_155203,1.586102089,2.297928095,0.035320248,-0.63703007,1.4480791,0.6370363,1.4480791
20220215_155203,1.612509445,2.384454489,0.012861402,-0.6226916,1.4827784,0.62274706,1.4827784
20220215_155204,1.604304348,2.219425201,0.062844768,-0.60798174,1.4798841,0.6081868,1.4798841
20220215_155204,1.614662731,2.223365545,0.039941389,-0.6215833,1.4855434,0.6216435,1.4855434
20220215_155205,1.603375402,2.254806519,0.045310102,-0.6265369,1.4709373,0.6265374,1.470972
20220215_155205,1.585824047,2.21671772,0.043057002,-0.6323413,1.44889,0.6323413,1.44889
20220215_155205,1.597290364,2.191128731,0.039516058,-0.6212108,1.4670392,0.6212127,1.4670392
20220215_155206,1.602799149,2.100789547,0.049129266,-0.63697296,1.466185,0.6369762,1.466185
20220215_155206,1.586969206,2.131415844,0.036335837,-0.62759763,1.4526798,0.62759763,1.4526798
20220215_155207,1.560247853,2.561047316,0.044829562,-0.6549447,1.4116595,0.6549447,1.4116595
20220215_155207,1.575447708,2.123000383,0.049385849,-0.64738834,1.4307865,0.64738834,1.4308
20220215_155207,1.591163347,2.279773712,0.032494392,-0.6501993,1.4471705,0.65026766,1.4472693
20220215_155208,1.597032016,2.426850319,0.026892034,-0.64403373,1.4569055,0.6441192,1.4569055
20220215_155208,1.622049306,2.259360075,0.057460889,-0.6593052,1.4772614,0.6593691,1.4772614
20220215_155209,1.593352713,2.17737627,0.059916124,-0.67758787,1.4370395,0.6776013,1.4370395
20220215_155209,1.596546525,2.204652786,0.046993602,-0.65791947,1.4496914,0.6580368,1.4496914
20220215_155209,1.606330152,2.231999159,0.050696753,-0.67686695,1.4516922,0.6770593,1.4516922
20220215_155210,1.597243876,2.21070528,0.060906474,-0.6769952,1.4415808,0.6770939,1.4415808
20220215_155210,1.601891071,2.370117188,0.045004331,-0.66044044,1.4542338,0.6606359,1.4542338
20220215_155211,1.603301236,2.245436668,0.028616682,-0.6326882,1.468797,0.63268864,1.468797
20220215_155211,1.624187995,2.152287245,0.083093606,-0.6545083,1.4812173,0.6545083,1.4812173
20220215_155211,1.602324005,2.267374516,0.038429458,-0.6395373,1.4636143,0.6396178,1.4636143
20220215_155212,1.599814669,2.304462194,0.021414245,-0.63525087,1.4635667,0.6352537,1.4635667
20220215_155212,1.608686155,2.244959116,0.040842861,-0.6463673,1.4684597,0.6464018,1.4684597
20220215_155213,1.599517365,2.166564941,0.031886939,-0.6455786,1.4583259,0.6456078,1.4583259
20220215_155213,1.613723407,2.273432732,0.052775536,-0.6509874,1.4712936,0.6509877,1.4712936
20220215_155213,1.620359069,2.155089378,0.007511308,-0.69610494,1.4577191,0.69610494,1.4577229
20220215_155214,1.620764987,2.236365318,0.056639135,-0.69427985,1.4596063,0.6942919,1.4596063
20220215_155214,1.605562627,2.203075171,0.028057985,-0.6706677,1.4533006,0.6706678,1.4533006
20220215_155215,1.624895894,2.147265434,0.034042899,-0.6893862,1.4667183,0.689392,1.4667183
20220215_155215,1.609012225,2.217438698,0.03991688,-0.69413185,1.4464331,0.69413316,1.4464331
20220215_155216,1.598491152,2.229607344,0.053669177,-0.72394884,1.4204782,0.72394884,1.4204782
20220215_155216,1.600625383,2.357295752,0.053882454,-0.71532255,1.4263606,0.7153279,1.4263606
20220215_155216,1.610840932,2.096497297,0.050090011,-0.7354853,1.4279981,0.7354853,1.4279981
20220215_155217,1.613519792,2.235285521,0.068161406,-0.7194059,1.4389594,0.71945,1.4389594
20220215_155217,1.602277357,2.172153473,0.018993584,-0.68729407,1.4427767,0.6873184,1.442777
20220215_155218,1.613941548,2.218489408,0.036547486,-0.68339986,1.456528,0.68340224,1.456528
20220215_155218,1.614765172,2.346904278,0.051157694,-0.68560386,1.4563422,0.68567634,1.4563422
20220215_155218,1.613065986,2.326048613,0.040962469,-0.67610556,1.4596045,0.67610586,1.4596045
