time,magmean,magmax,magmin,hor,ver,horabs,verabs
20220216_112749,0.113594018,0.544385552,6.17E-05,-0.06727018,0.003852385,0.084016405,0.059949588
20220216_112750,0.129522902,0.624958992,0.000118071,-0.08186088,-0.002461146,0.09966599,0.0650678
20220216_112750,0.1273293,0.550021052,0.000269459,-0.0828109,-0.000816721,0.09629383,0.06446397
20220216_112751,0.114616564,0.836099803,0.000189395,-0.059986837,0.012683282,0.07952762,0.066690624
20220216_112752,0.114961787,0.711941361,0.000198764,-0.050673176,0.018356755,0.07630215,0.070098914
20220216_112752,0.108551227,0.644694567,5.59E-05,-0.036494974,0.006785907,0.07162762,0.065970264
20220216_112753,0.119100948,0.747028768,0.000110033,-0.072745636,0.002740645,0.08808588,0.063110225
20220216_112753,0.107142974,0.65191555,0.000108661,-0.04168865,-0.011771807,0.07412955,0.061934285
20220216_112754,0.118991411,0.60047096,0.000216813,-0.058159396,-0.006899619,0.08406222,0.06696837
20220216_112754,0.108036822,0.622193336,0.000271138,-0.045595296,0.015229251,0.07067505,0.066394
20220216_112755,0.120733433,0.622327924,0.000118935,-0.061752994,0.019873884,0.082785115,0.0713492
20220216_112756,0.101523225,0.539628327,0.000122632,-0.016444668,0.016811047,0.065614045,0.063471735
20220216_112756,0.103456849,0.539867043,0.000113897,-0.017205361,0.023202818,0.06346721,0.06757656
20220216_112757,0.105464693,0.600147724,0.000238847,-0.03012709,0.011268903,0.066040054,0.067620434
20220216_112757,0.113170743,0.735951006,0.000177935,-0.05994801,0.008087846,0.08042978,0.06350293
20220216_112758,0.115626804,0.564541221,5.15E-05,-0.049889218,-0.016379623,0.07935475,0.06689089
20220216_112759,0.111514619,0.487544358,0.000191364,-0.043610685,0.008148076,0.07814288,0.06441073
20220216_112759,0.102526506,0.97974515,0.000175587,-0.018547826,0.023119662,0.06399421,0.06628403
20220216_112800,0.107739988,0.615234673,0.000211614,-0.04107885,0.004300554,0.07384159,0.063602425
20220216_112800,0.119880272,0.558120191,0.000256536,-0.06579442,0.004391667,0.08534226,0.06529496
20220216_112801,0.118335058,0.659845293,8.17E-05,-0.051581156,0.028520212,0.08095901,0.070120595
20220216_112801,0.117105031,0.595133781,0.000179167,-0.037911277,0.037885245,0.07335076,0.076793395
20220216_112802,0.113217855,0.589885294,0.000282619,-0.025626812,0.048087023,0.0660586,0.07814134
20220216_112803,0.109167034,0.509670436,0.00015348,-0.039194062,0.01758459,0.07113755,0.06751566
20220216_112803,0.107919912,0.562261343,0.000125346,-0.033427533,0.012728174,0.07155816,0.06592859
20220216_112804,0.112039514,1.228186369,0.000204123,-0.059571154,0.004877504,0.08128774,0.06046704
20220216_112804,0.11056049,0.781170964,0.000275805,-0.039572783,0.029367533,0.0706353,0.07025831
20220216_112805,0.111066724,0.554957211,0.000122668,-0.05489948,0.01699028,0.076718435,0.06496394
20220216_112806,0.116334086,1.041329026,7.76E-05,-0.056916855,0.00501156,0.08250305,0.06515367
20220216_112806,0.12341756,0.658372223,0.000120163,-0.06361051,-0.014231334,0.09019332,0.06602833
20220216_112807,0.113108837,0.584148943,5.57E-05,-0.057304777,-0.014374197,0.07937618,0.06446196
20220216_112807,0.110343959,0.702614367,0.000253594,-0.0471221,0.02107963,0.07400934,0.065476865
20220216_112808,0.109495981,0.626787364,0.000404273,-0.04558771,-0.019580038,0.07373817,0.065430924
20220216_112808,0.10618948,0.814516664,5.72E-05,-0.040782943,-0.017652875,0.07231897,0.062003218
20220216_112809,0.134620484,0.546153605,0.000416391,-0.09011203,-0.020035481,0.10325057,0.06650965
20220216_112810,0.12897544,0.638382614,0.000506703,-0.08467464,-0.017917588,0.09778319,0.06635002
20220216_112810,0.114133144,0.579081237,0.000177926,-0.055615406,-0.001825286,0.08242622,0.06275911
20220216_112811,0.114994731,0.860228539,0.00020359,-0.061560743,0.006400835,0.08187036,0.06445143
20220216_112811,0.119823269,0.678679645,0.000435,-0.05604921,0.027908541,0.080329165,0.07196672
20220216_112812,0.11263135,0.867421091,0.000347628,-0.03779781,0.04338803,0.07162268,0.07303471
20220216_112812,0.128952216,0.858639121,0.000261812,-0.026897546,0.08105332,0.069434494,0.095883854
20220216_112813,0.117736504,0.818778336,0.000161283,-0.044599343,0.048731297,0.07230154,0.077154815
20220216_112813,0.136896476,0.554183066,0.000394921,-0.030901155,0.09215861,0.067547165,0.10571262
20220216_112814,0.120099326,0.971940756,0.000173582,-0.03374816,0.061312936,0.07060264,0.082813434
20220216_112814,0.119531347,0.521278858,0.000363299,-0.057560645,0.03317628,0.08023657,0.07242649
20220216_112815,0.122849051,0.616212845,0.000455618,-0.0664266,0.022170838,0.0875063,0.06901392
20220216_112816,0.131876819,0.930414259,0.000237288,-0.08384695,-0.020952221,0.099579126,0.06686599
20220216_112816,0.132628605,0.462874591,0.000399935,-0.084709615,-0.02579501,0.10146966,0.066900805
20220216_112817,0.127428391,0.585701883,0.000172448,-0.0773878,-0.008349335,0.093056425,0.06776462
20220216_112817,0.143523573,0.922082841,0.000246134,-0.09032086,-0.043530237,0.10543281,0.07673911
20220216_112818,0.133808883,0.612540007,0.000239957,-0.08229867,-0.033723906,0.09645702,0.07390785
20220216_112818,0.128666835,0.69244498,0.000226599,-0.0752728,-0.044252824,0.09235633,0.07254176
20220216_112819,0.11274442,0.589816213,0.000154595,-0.060047228,-0.016665936,0.079883516,0.06350707
20220216_112819,0.128695927,0.594316185,0.000313689,-0.0843721,0.019208595,0.09575084,0.066821955
20220216_112820,0.129224692,0.514525235,0.000331042,-0.08165645,0.003689077,0.09809484,0.06572829
20220216_112821,0.135011311,0.75254184,0.00040946,-0.09248255,0.01269157,0.10251944,0.06946354
20220216_112821,0.118419874,0.635849595,0.000403158,-0.055181593,0.0486434,0.07702541,0.0746271
20220216_112822,0.131555605,0.521700501,0.000451315,-0.04797031,0.071087085,0.07864486,0.090800084
20220216_112822,0.125670007,0.752594888,0.000228752,-0.043302186,0.062175035,0.073141746,0.087317325
20220216_112823,0.127818715,0.767067194,0.000111275,-0.06427956,0.048753895,0.08613648,0.078102715
20220216_112823,0.128706437,0.512318969,0.000358447,-0.05147874,0.060385026,0.08098427,0.083874576
20220216_112824,0.122071439,0.710013449,0.000168482,-0.053290647,0.044815578,0.078394,0.07698375
20220216_112825,0.13055798,0.764836371,0.000162497,-0.024597226,0.08343587,0.06804191,0.09819108
20220216_112825,0.117318397,0.779391706,0.000147308,-0.012327636,0.05736951,0.07020679,0.08012998
20220216_112826,0.124558027,0.550744176,0.000153233,-0.05135362,0.060332615,0.07658596,0.08274481
20220216_112826,0.116854129,0.540031731,0.000400538,-0.028928753,0.058365807,0.06846277,0.08085975
20220216_112827,0.112182019,0.478813946,0.000209779,-0.044736244,0.031625386,0.07484618,0.06888365
20220216_112827,0.123664185,0.619889855,8.70E-05,-0.06439989,0.031804677,0.086332306,0.07075039
20220216_112828,0.114709781,0.683727622,0.000230136,-0.048375987,0.025597364,0.07716104,0.06914656
20220216_112828,0.115993147,0.583554029,0.000191482,-0.04674648,0.03969941,0.078871146,0.0685169
20220216_112829,0.122597459,0.660531402,0.000243333,-0.043757323,0.06220939,0.0750756,0.08121153
20220216_112829,0.123163105,0.808903575,0.000120055,-0.05130077,0.02899071,0.08255905,0.073829204
20220216_112830,0.115966465,0.550538123,4.23E-05,-0.063155524,0.02773214,0.0789497,0.06781644
20220216_112831,0.141207388,0.480002552,0.000223549,-0.09937026,0.007001691,0.11182487,0.064446
20220216_112831,0.126103027,0.541164875,0.000217825,-0.06704247,0.04528102,0.084587306,0.07636922
20220216_112832,0.128373981,0.575046539,0.000395005,-0.0704254,0.04425222,0.089030586,0.07609894
20220216_112832,0.107328138,0.55782932,6.92E-05,-0.038617358,0.03405917,0.069152,0.067889854
20220216_112833,0.114372361,0.570675313,9.92E-05,-0.033978593,0.053760618,0.06706381,0.07893004
20220216_112833,0.119184546,0.964976192,0.000194146,-0.03916803,0.051620107,0.072075084,0.07963032
20220216_112834,0.131982057,0.575227261,0.000213682,-0.03018272,0.083933294,0.06864759,0.098645054
20220216_112834,0.134731074,0.584689617,0.000483532,-0.04217524,0.08349802,0.07554802,0.09705193
20220216_112835,0.132531948,0.711306155,0.000329278,-0.035712406,0.08076509,0.07314026,0.09622186
20220216_112836,0.130140193,0.473836362,0.000287799,-0.04579144,0.074265935,0.07596127,0.09034743
20220216_112836,0.120693603,0.511317432,0.000104782,-0.046039764,0.05815244,0.07392844,0.08060371
20220216_112837,0.121100578,0.509671867,0.000265442,-0.04796713,0.053993285,0.07375944,0.08086972
20220216_112837,0.112741749,0.648235619,0.000281902,-0.0505045,0.030687507,0.07844154,0.06480602
20220216_112838,0.124992843,0.615274608,6.66E-05,-0.056993924,0.060756654,0.076325126,0.084475644
20220216_112838,0.1226805,1.054409742,0.000254506,-0.02221335,0.061668232,0.068954356,0.08618995
20220216_112839,0.142926977,0.62537694,0.000359419,0.001026504,0.10476818,0.06257719,0.116602875
20220216_112840,0.141966986,0.656180084,0.000274258,-0.022247033,0.0985949,0.068665475,0.11200846
20220216_112840,0.126703055,0.685819864,0.000283899,-0.048858687,0.065805905,0.07624498,0.08720944
20220216_112841,0.115657293,0.824911058,0.000112324,-0.02170031,0.05984137,0.06343328,0.083335064
20220216_112841,0.128023987,0.564311743,0.000400316,-0.040832832,0.0724657,0.072453946,0.09202387
20220216_112842,0.122957955,0.715298057,0.000203848,-0.037277922,0.059462167,0.07229727,0.08534561
20220216_112842,0.120056503,0.566499293,0.000250662,-0.040244136,0.058253612,0.069762915,0.0837131
20220216_112843,0.114987235,0.528823555,0.000223227,-0.03511735,0.049701873,0.071778774,0.07659979
20220216_112843,0.143707768,0.556185484,8.85E-05,-0.100272484,0.027239667,0.11242973,0.07037348
20220216_112844,0.125235375,0.497579247,0.000160887,-0.042212147,0.06597224,0.072719656,0.08601962
20220216_112845,0.141176235,0.761512458,0.000510364,-0.09985774,0.02547477,0.11124671,0.06760879
20220216_112845,0.130478305,0.562003136,9.64E-05,-0.062479798,0.06231556,0.08502473,0.08324132
20220216_112846,0.12983529,0.489745945,0.000320427,-0.054263603,0.05744856,0.08316322,0.08319206
20220216_112846,0.121057604,0.428052276,0.000162412,-0.045568783,0.06297003,0.07331834,0.082449906
20220216_112847,0.117882767,0.595982373,0.000149538,-0.04631117,0.051352095,0.072028175,0.07829517
20220216_112847,0.13143899,0.602977753,0.000295841,-0.09288401,0.0193628,0.102761455,0.06281927
20220216_112848,0.120768768,0.442957908,0.000432979,-0.057994246,0.044860538,0.08036385,0.073814124
20220216_112848,0.128974387,0.659813285,0.000176472,-0.07013581,0.04296199,0.087267116,0.07928392
20220216_112849,0.13273724,0.681593955,0.000328998,-0.082004346,0.042216867,0.095182285,0.07534624
20220216_112850,0.126056822,0.723137736,0.000366386,-0.06305049,0.048703622,0.08404755,0.07696197
20220216_112850,0.127127543,0.593103588,0.000159059,-0.05211504,0.060356062,0.08142552,0.08142488
20220216_112851,0.123667665,0.628467977,0.000113395,-0.048614495,0.050331935,0.07776136,0.08100228
20220216_112851,0.116703395,0.835620761,0.000159599,-0.035895098,0.053848617,0.06919697,0.079859965
20220216_112852,0.122754407,0.605470717,0.000378137,-0.014652919,0.065007605,0.066909626,0.08957388
20220216_112852,0.117102783,0.569868207,0.000182212,-0.04768365,0.037047155,0.07568169,0.07393502
20220216_112853,0.111226218,0.70794785,0.000219612,-0.01074576,0.051622823,0.06364752,0.07814677
20220216_112853,0.115148791,0.70698148,0.000299713,-0.01993677,0.053713836,0.065989256,0.08094421
20220216_112854,0.111628867,0.812098205,0.000179665,-0.040586926,0.037583098,0.07063216,0.07156036
20220216_112855,0.113972468,0.842749238,0.000258059,-0.040420044,0.021675173,0.07646997,0.0697293
20220216_112855,0.114397254,0.643091738,0.000160019,-0.050645076,0.020305838,0.07706088,0.068125725
20220216_112856,0.120762422,0.613913059,0.000359163,-0.06147204,0.013981296,0.08519936,0.06917511
20220216_112856,0.12027815,0.515031457,0.000487126,-0.06868508,0.012408057,0.08657311,0.06727781
20220216_112857,0.113013185,0.441629857,0.000213037,-0.047262963,0.020032318,0.07568038,0.068281695
20220216_112857,0.119791056,0.891537666,0.000135997,-0.068378255,0.021242278,0.08711371,0.06534343
20220216_112858,0.120998234,0.65339905,6.01E-05,-0.05432472,0.028827894,0.08348529,0.070032895
20220216_112859,0.115741835,0.510485351,0.000201034,-0.044965867,0.044000503,0.07308885,0.07477083
20220216_112859,0.117792128,0.601811707,0.000271453,-0.03595539,0.049420178,0.07038206,0.07937326
20220216_112900,0.134705752,0.583968937,0.000280137,-0.0363699,0.07908677,0.070020795,0.10170027
20220216_112900,0.128229862,0.69377768,0.000164118,-0.035082348,0.07008341,0.071745016,0.09106897
20220216_112901,0.119198154,0.516411364,0.000168071,-0.044625916,0.05229477,0.07330926,0.078717366
20220216_112901,0.111039698,0.727476537,0.000187161,-0.02347513,0.04138028,0.066775545,0.074882954
20220216_112902,0.121368291,0.488272846,0.000398445,-0.056740426,0.048092633,0.079792984,0.07593583
20220216_112903,0.115358598,0.524243176,0.000284115,-0.02686056,0.0481547,0.06623672,0.08056178
20220216_112903,0.110777904,0.5642609,0.000272191,-0.03687007,0.03181903,0.07326164,0.067981414
20220216_112904,0.119847518,0.519538283,8.73E-05,-0.036340993,0.04498041,0.07683399,0.077186696
20220216_112904,0.128964861,0.514577866,0.000272686,-0.005738762,0.07670247,0.06918561,0.09385738
20220216_112905,0.130215711,0.601403892,7.21E-05,-0.009251572,0.08284973,0.06678333,0.097776465
20220216_112905,0.12909188,0.721460402,0.00034603,-0.01047464,0.085184164,0.06378444,0.09950386
20220216_112906,0.147930463,0.889401853,0.000288586,0.002214575,0.11068185,0.06302852,0.12290792
20220216_112907,0.11885842,0.684077084,0.000161884,-0.006108312,0.07127195,0.060212165,0.090684675
20220216_112907,0.133132943,0.660479069,9.86E-05,-0.002742287,0.08842522,0.064917035,0.10259778
20220216_112908,0.149626084,0.771372855,0.000233517,0.003888523,0.11196474,0.06275954,0.12352158
20220216_112908,0.132116067,0.604034364,0.000285532,-0.003534283,0.095517606,0.060737405,0.10620227
20220216_112909,0.133419857,0.676990986,0.000330234,-0.001489567,0.09338204,0.06509387,0.10433029
20220216_112909,0.129442463,0.513126791,9.47E-05,-0.02368276,0.084965624,0.06306672,0.101222456
20220216_112910,0.124179965,0.540590465,0.000359492,-0.020876948,0.07224184,0.06770685,0.09164065
20220216_112910,0.129036668,0.594608605,0.000347368,-0.06643995,0.053452168,0.084191255,0.08164315
20220216_112911,0.129275712,0.543778658,0.000344062,-0.06973083,0.062499993,0.08672834,0.08067821
20220216_112911,0.1365598,0.67672962,0.000107546,-0.078367196,0.04674112,0.09560738,0.079972036
20220216_112912,0.136226324,0.679566085,0.000405203,-0.07733651,0.051302195,0.096136875,0.0780495
20220216_112913,0.131662008,0.419213206,0.000201759,-0.063696936,0.06300833,0.08507317,0.08452856
20220216_112913,0.128683072,0.741911709,0.000216868,-0.071177304,0.03524472,0.08950886,0.07524466
20220216_112914,0.119633743,0.617008865,0.000168931,-0.07008624,0.010587215,0.08784183,0.06353957
