time,mean,max,,hor,ver,hormax,vermax
20220423_134006,0.023485558,0.153863981,4.70E-05,0.002717697,-0.00550332,0.086132959,0.097307421
20220423_134006,0.023485558,0.153863981,4.70E-05,0.002717697,-0.00550332,0.086132959,0.097307421
20220423_134006,0.023485558,0.153863981,4.70E-05,0.002717697,-0.00550332,0.086132959,0.097307421
20220423_134006,0.020910104,0.056699567,5.97E-05,0.001149176,-0.004136951,0.052538373,0.043302629
20220423_134006,0.020910104,0.056699567,5.97E-05,0.001149176,-0.004136951,0.052538373,0.043302629
20220423_134006,0.020910104,0.056699567,5.97E-05,0.001149176,-0.004136951,0.052538373,0.043302629
20220423_134007,0.023647543,0.101380624,3.76E-05,0.00328646,-0.004649053,0.085149437,0.04429261
20220423_134007,0.023647543,0.101380624,3.76E-05,0.00328646,-0.004649053,0.085149437,0.04429261
20220423_134007,0.020447731,0.063856788,8.86E-05,-0.001033702,-0.00683597,0.046852704,0.047878787
20220423_134007,0.020447731,0.063856788,8.86E-05,-0.001033702,-0.00683597,0.046852704,0.047878787
20220423_134007,0.020447731,0.063856788,8.86E-05,-0.001033702,-0.00683597,0.046852704,0.047878787
20220423_134007,0.023020723,0.115296394,3.22E-05,-0.002363443,-0.00558382,0.086017221,0.086674869
20220423_134007,0.023020723,0.115296394,3.22E-05,-0.002363443,-0.00558382,0.086017221,0.086674869
20220423_134007,0.021751726,0.076698638,7.64E-06,0.001650013,-0.007162349,0.063377641,0.042752214
20220423_134007,0.021751726,0.076698638,7.64E-06,0.001650013,-0.007162349,0.063377641,0.042752214
20220423_134007,0.021751726,0.076698638,7.64E-06,0.001650013,-0.007162349,0.063377641,0.042752214
20220423_134007,0.023414708,0.131482422,0.000177076,0.00633592,-0.005133365,0.127692595,0.048146337
20220423_134007,0.023414708,0.131482422,0.000177076,0.00633592,-0.005133365,0.127692595,0.048146337
20220423_134007,0.021613229,0.066281147,5.55E-05,0.003194323,-0.006614286,0.058654755,0.037313718
20220423_134007,0.021613229,0.066281147,5.55E-05,0.003194323,-0.006614286,0.058654755,0.037313718
20220423_134007,0.021613229,0.066281147,5.55E-05,0.003194323,-0.006614286,0.058654755,0.037313718
20220423_134007,0.023166192,0.10642609,0.000144994,0.00342197,-0.004515574,0.059537843,0.065676242
20220423_134007,0.023166192,0.10642609,0.000144994,0.00342197,-0.004515574,0.059537843,0.065676242
20220423_134007,0.023166192,0.10642609,0.000144994,0.00342197,-0.004515574,0.059537843,0.065676242
20220423_134007,0.022441891,0.069813162,4.64E-05,0.003931398,-0.008006279,0.066304266,0.044968586
20220423_134007,0.022441891,0.069813162,4.64E-05,0.003931398,-0.008006279,0.066304266,0.044968586
20220423_134008,0.023327727,0.185561016,1.65E-05,0.002958647,-0.00580761,0.091920331,0.058447737
20220423_134008,0.023327727,0.185561016,1.65E-05,0.002958647,-0.00580761,0.091920331,0.058447737
20220423_134008,0.023327727,0.185561016,1.65E-05,0.002958647,-0.00580761,0.091920331,0.058447737
20220423_134008,0.020483746,0.076847039,6.59E-05,0.000390317,-0.003623688,0.07384444,0.046199944
20220423_134008,0.020483746,0.076847039,6.59E-05,0.000390317,-0.003623688,0.07384444,0.046199944
20220423_134008,0.022845447,0.108599693,8.73E-05,0.001313179,-0.007591903,0.087563358,0.066131972
20220423_134008,0.022845447,0.108599693,8.73E-05,0.001313179,-0.007591903,0.087563358,0.066131972
20220423_134008,0.021279532,0.090168223,2.84E-05,0.001570684,-0.007162891,0.058069546,0.042885534
20220423_134008,0.021279532,0.090168223,2.84E-05,0.001570684,-0.007162891,0.058069546,0.042885534
20220423_134008,0.021279532,0.090168223,2.84E-05,0.001570684,-0.007162891,0.058069546,0.042885534
20220423_134008,0.023894482,0.095692545,5.34E-05,0.002530913,-0.003650189,0.072118208,0.078064196
20220423_134008,0.023894482,0.095692545,5.34E-05,0.002530913,-0.003650189,0.072118208,0.078064196
20220423_134008,0.020285763,0.060933039,3.46E-05,0.001987665,-0.005142732,0.055908114,0.039702117
20220423_134008,0.020285763,0.060933039,3.46E-05,0.001987665,-0.005142732,0.055908114,0.039702117
20220423_134008,0.020285763,0.060933039,3.46E-05,0.001987665,-0.005142732,0.055908114,0.039702117
20220423_134008,0.023720873,0.131845057,9.98E-05,0.003098203,-0.006842097,0.128045604,0.09314882
20220423_134008,0.023720873,0.131845057,9.98E-05,0.003098203,-0.006842097,0.128045604,0.09314882
20220423_134008,0.021389054,0.070564084,0.000103315,0.002079354,-0.004594347,0.055399753,0.046471525
20220423_134009,0.021389054,0.070564084,0.000103315,0.002079354,-0.004594347,0.055399753,0.046471525
20220423_134009,0.021389054,0.070564084,0.000103315,0.002079354,-0.004594347,0.055399753,0.046471525
20220423_134009,0.024542553,0.127891511,8.77E-05,0.004765764,-0.003678079,0.12535426,0.079904146
20220423_134009,0.024542553,0.127891511,8.77E-05,0.004765764,-0.003678079,0.12535426,0.079904146
20220423_134009,0.020914838,0.059976596,0.000182947,0.007418506,-0.005204362,0.05845527,0.042952102
20220423_134009,0.020914838,0.059976596,0.000182947,0.007418506,-0.005204362,0.05845527,0.042952102
20220423_134009,0.023670597,0.219007283,3.77E-05,0.003985044,-0.006977452,0.064231478,0.065962151
20220423_134009,0.023670597,0.219007283,3.77E-05,0.003985044,-0.006977452,0.064231478,0.065962151
20220423_134009,0.02108833,0.073402584,0.000108766,0.003155537,-0.005275853,0.066833839,0.048437819
20220423_134009,0.02108833,0.073402584,0.000108766,0.003155537,-0.005275853,0.066833839,0.048437819
20220423_134009,0.023388053,0.134846061,3.43E-05,0.005834269,-0.00384776,0.08576756,0.072394557
20220423_134009,0.023388053,0.134846061,3.43E-05,0.005834269,-0.00384776,0.08576756,0.072394557
20220423_134009,0.023388053,0.134846061,3.43E-05,0.005834269,-0.00384776,0.08576756,0.072394557
20220423_134009,0.021199233,0.078922927,7.74E-05,0.002530821,-0.005253718,0.060498364,0.048637059
20220423_134009,0.021199233,0.078922927,7.74E-05,0.002530821,-0.005253718,0.060498364,0.048637059
20220423_134009,0.024639218,0.093868352,5.06E-05,0.005542736,-0.006363412,0.082429424,0.073759966
20220423_134009,0.024639218,0.093868352,5.06E-05,0.005542736,-0.006363412,0.082429424,0.073759966
20220423_134010,0.024639218,0.093868352,5.06E-05,0.005542736,-0.006363412,0.082429424,0.073759966
20220423_134010,0.022270289,0.063648276,0.000117885,0.005199237,-0.005831262,0.061074983,0.040336773
20220423_134010,0.022270289,0.063648276,0.000117885,0.005199237,-0.005831262,0.061074983,0.040336773
20220423_134010,0.026236598,0.129909784,0.000143981,0.00948938,-0.01127003,0.121757984,0.085805111
20220423_134010,0.026236598,0.129909784,0.000143981,0.00948938,-0.01127003,0.121757984,0.085805111
20220423_134010,0.026236598,0.129909784,0.000143981,0.00948938,-0.01127003,0.121757984,0.085805111
20220423_134010,0.022261689,0.065030336,0.000101314,0.004192824,-0.005726321,0.047747452,0.05740238
20220423_134010,0.022261689,0.065030336,0.000101314,0.004192824,-0.005726321,0.047747452,0.05740238
20220423_134010,0.023154916,0.11277955,6.63E-05,0.006316278,-0.007644528,0.106233031,0.058192786
20220423_134010,0.023154916,0.11277955,6.63E-05,0.006316278,-0.007644528,0.106233031,0.058192786
20220423_134010,0.023154916,0.11277955,6.63E-05,0.006316278,-0.007644528,0.106233031,0.058192786
20220423_134010,0.020709322,0.072855838,0.000152916,0.003151639,-0.004253518,0.072810277,0.052047104
20220423_134010,0.020709322,0.072855838,0.000152916,0.003151639,-0.004253518,0.072810277,0.052047104
20220423_134010,0.020709322,0.072855838,0.000152916,0.003151639,-0.004253518,0.072810277,0.052047104
20220423_134010,0.023344422,0.162843585,6.10E-05,0.006714976,-0.007141248,0.095561124,0.04438322
20220423_134010,0.023344422,0.162843585,6.10E-05,0.006714976,-0.007141248,0.095561124,0.04438322
20220423_134010,0.020532803,0.065001093,8.79E-05,0.002385224,-0.00663583,0.051159278,0.049141262
20220423_134010,0.020532803,0.065001093,8.79E-05,0.002385224,-0.00663583,0.051159278,0.049141262
20220423_134010,0.020532803,0.065001093,8.79E-05,0.002385224,-0.00663583,0.051159278,0.049141262
20220423_134011,0.023023467,0.153162286,1.64E-05,0.005951018,-0.005637102,0.08444827,0.055791382
20220423_134011,0.023023467,0.153162286,1.64E-05,0.005951018,-0.005637102,0.08444827,0.055791382
20220423_134011,0.020213501,0.072799236,8.62E-06,0.002387294,-0.005252197,0.071272708,0.03891075
20220423_134011,0.020213501,0.072799236,8.62E-06,0.002387294,-0.005252197,0.071272708,0.03891075
20220423_134011,0.020213501,0.072799236,8.62E-06,0.002387294,-0.005252197,0.071272708,0.03891075
20220423_134011,0.02234513,0.10260547,6.99E-05,0.004122288,-0.004203522,0.087203123,0.09734752
20220423_134011,0.02234513,0.10260547,6.99E-05,0.004122288,-0.004203522,0.087203123,0.09734752
20220423_134011,0.020249435,0.066021971,6.99E-05,0.006901009,-0.004034793,0.061769672,0.042304765
20220423_134011,0.020249435,0.066021971,6.99E-05,0.006901009,-0.004034793,0.061769672,0.042304765
20220423_134011,0.02280343,0.140539691,0.000151975,0.006264865,-0.006750265,0.133919686,0.066961862
20220423_134011,0.02280343,0.140539691,0.000151975,0.006264865,-0.006750265,0.133919686,0.066961862
20220423_134011,0.02280343,0.140539691,0.000151975,0.006264865,-0.006750265,0.133919686,0.066961862
20220423_134011,0.021901001,0.057742465,8.25E-06,0.005546277,-0.005823321,0.056315225,0.04840254
20220423_134011,0.021901001,0.057742465,8.25E-06,0.005546277,-0.005823321,0.056315225,0.04840254
20220423_134011,0.021901001,0.057742465,8.25E-06,0.005546277,-0.005823321,0.056315225,0.04840254
20220423_134011,0.024557363,0.093444251,8.30E-05,0.009374658,-0.006294903,0.069602236,0.060300864
