time,magmean,max,min,hor,ver,horabs,verabs
20220125_140512,2.350482239,12.36583042,0.004966375,1.0149281,-0.3822094,1.6167767,1.3737929
20220125_140512,2.336048604,12.65459347,0.003363704,0.94833535,-0.31217688,1.5901705,1.3740199
20220125_140513,2.355197123,13.38236332,0.00229538,0.9053334,-0.21369937,1.6142699,1.3671032
20220125_140513,2.429847202,13.45136547,0.000281781,0.8589363,-0.21236263,1.6117017,1.4568896
20220125_140514,2.491234125,13.21770382,0.004480707,0.80005795,-0.16951393,1.6275665,1.5396098
20220125_140514,2.563890842,12.97120285,0.001922991,0.7506285,-0.047111694,1.6291686,1.6274261
20220125_140515,2.619248074,12.44152164,0.004372974,0.7370029,0.028376093,1.6291789,1.6965466
20220125_140515,2.659495301,12.52175426,0.003924238,0.6949504,0.07459427,1.6108078,1.7700708
20220125_140516,2.642879042,11.58499527,0.00467215,0.65312064,0.08491636,1.6170391,1.7442489
20220125_140516,2.645665386,10.79766941,0.00177607,0.6340367,0.08481864,1.6230762,1.7519234
20220125_140516,2.702992312,10.88516426,0.00655034,0.63769484,0.05227837,1.6368655,1.8165658
20220125_140517,2.7749939,10.45218468,0.005495794,0.6040954,0.07517884,1.674356,1.8736204
20220125_140517,2.807310981,10.19403362,0.004576444,0.55859345,0.13555734,1.6586865,1.9211754
20220125_140518,2.870403192,10.11105537,0.002589884,0.5346966,0.11255043,1.7029535,1.954939
20220125_140518,2.880001357,9.868298531,0.003069216,0.4814245,0.06514694,1.7312617,1.94278
20220125_140519,2.850764448,10.06108856,0.001758791,0.49009755,0.015712189,1.7429537,1.8826443
20220125_140519,2.84294361,10.09282112,0.00269656,0.4801386,0.010179762,1.7550812,1.8598204
20220125_140520,2.813973188,10.14465046,0.005836281,0.47343078,0.000355127,1.7490892,1.8235259
20220125_140520,2.850788166,10.15952015,0.00116465,0.46973288,0.0226616,1.7764071,1.8397593
20220125_140521,2.821835561,10.30654621,0.005590426,0.44535267,0.06499809,1.7585557,1.8216648
20220125_140521,2.81978619,10.15475368,0.005253207,0.43883073,0.07290649,1.7655706,1.8135154
20220125_140522,2.792402511,10.08493805,0.004294347,0.4640356,0.015376966,1.7595694,1.7820038
20220125_140522,2.794284863,10.09697342,0.004765001,0.4559262,0.05112106,1.7469423,1.7914606
20220125_140523,2.788043761,10.20816326,0.004913561,0.4667649,0.05217681,1.7541136,1.78498
20220125_140523,2.781474688,10.14639282,0.002300449,0.47969246,0.06517589,1.7406243,1.784433
20220125_140523,2.796180598,10.07880688,0.001001454,0.4342724,0.043123428,1.75045,1.7920939
20220125_140524,2.774325816,10.02720833,0.001841043,0.45331296,0.04650614,1.7293563,1.7858237
20220125_140524,2.81044423,10.07900333,0.005438133,0.4543271,0.016258407,1.7660184,1.7978364
20220125_140525,2.793044233,9.934145927,0.004766921,0.43565196,0.05473899,1.7441744,1.7959483
20220125_140525,2.790322616,9.993156433,0.004218813,0.4319721,0.059571102,1.7542999,1.7877079
20220125_140526,2.769684307,9.994974136,0.002627323,0.44317666,0.06783459,1.7358806,1.76615
20220125_140526,2.797349473,10.14324188,0.002936845,0.4285146,0.0322498,1.7483352,1.7985048
20220125_140527,2.77923776,10.07010555,0.008052574,0.4336792,0.04964442,1.7419205,1.7794625
20220125_140527,2.81001378,10.11223698,0.005964787,0.45643958,0.037889946,1.7646983,1.798512
20220125_140528,2.793652677,10.11011028,0.004615999,0.46565956,0.047742225,1.755075,1.7863652
20220125_140528,2.787817398,10.14653492,0.00297174,0.45070893,0.044985224,1.7552752,1.7782193
20220125_140529,2.772295392,10.14313889,0.004516137,0.44273528,0.006031603,1.7527364,1.7565148
20220125_140529,2.71521119,10.08499527,0.002182673,0.44974574,-0.042793747,1.726436,1.7005461
20220125_140530,2.652890711,10.16406345,0.00118288,0.4413977,-0.053492464,1.69118,1.6488726
20220125_140530,2.648756756,10.1405983,0.007167748,0.44541425,-0.07488725,1.6726006,1.6540042
20220125_140531,2.606442234,9.829450607,0.000693943,0.4346506,-0.07567798,1.6502408,1.6150353
20220125_140532,2.568975936,9.92883873,0.00086134,0.44824505,-0.0645831,1.5943136,1.635444
20220125_140532,2.564218962,9.834210396,0.006070785,0.43101597,-0.042879183,1.5795875,1.647015
20220125_140533,2.526111594,9.695232391,0.006421354,0.4155465,-0.002753763,1.5425398,1.6149045
20220125_140534,2.515002812,9.667308807,0.002190575,0.3922254,0.015928509,1.5245205,1.6037267
20220125_140534,2.484328397,9.577637672,0.001201044,0.3522447,-0.008238834,1.4872022,1.5969462
20220125_140535,2.46192723,9.564777374,0.003507248,0.37403685,-0.00157688,1.4942378,1.5550798
20220125_140535,2.406662106,9.397442818,0.002237852,0.29657644,-0.034435377,1.4661459,1.5060052
20220125_140536,2.365825477,8.893778801,0.001426191,0.27971283,-0.025225751,1.4598951,1.4571066
20220125_140537,2.34724668,9.18563652,0.004055903,0.2808565,0.03437534,1.473528,1.4253117
20220125_140537,2.37846086,8.983697891,0.003434928,0.2752852,0.012266401,1.4906342,1.4437943
20220125_140538,2.397666557,7.950273037,0.006731581,0.22090675,0.04278971,1.4854573,1.4851729
20220125_140538,2.423369812,8.355857849,0.003584926,0.18582097,0.03538653,1.4857899,1.5199281
20220125_140539,2.468188327,8.564862251,0.003151939,0.1728304,0.06755764,1.5127889,1.5629483
20220125_140539,2.495497447,8.428476334,0.00349217,0.14399469,0.08250742,1.4981015,1.6275095
20220125_140540,2.564166586,8.524165154,0.009841392,0.092182934,0.12053256,1.5238932,1.699112
20220125_140541,2.584186101,8.508535385,0.006575873,0.08189478,0.12677416,1.5041708,1.7443547
20220125_140541,2.637693027,8.830927849,0.002737389,0.04341905,0.15422201,1.5399461,1.7761431
20220125_140542,2.667821306,8.685124397,0.005415869,0.01151494,0.113862954,1.5396066,1.8168522
20220125_140542,2.701023497,9.133673668,0.000491673,0.029947344,0.09343408,1.5402663,1.8524262
20220125_140543,2.730189522,9.13331604,0.001217023,0.013366931,0.05470275,1.5505867,1.8813959
20220125_140543,2.722552609,9.166759491,0.005218239,-0.003253436,0.065969214,1.5299162,1.8878721
20220125_140543,2.739340711,9.354014397,0.001284573,-0.027366681,0.037321247,1.5649263,1.8822566
20220125_140544,2.753091459,9.188872337,0.011403702,-0.009786025,0.047360104,1.5694021,1.889365
20220125_140544,2.73343783,9.439465523,0.007245726,-0.004267299,0.050931145,1.5341676,1.8977823
20220125_140545,2.753881328,9.3268013,0.001484003,0.000694646,0.045495912,1.5650443,1.9013731
20220125_140545,2.768345688,9.215258598,0.004976226,-0.006198165,0.052709296,1.5644352,1.9180065
20220125_140546,2.757069904,9.218460083,0.001997751,0.02154914,0.040438637,1.5670384,1.9002948
20220125_140546,2.736237595,9.266682625,0.010543404,0.013182964,0.05975649,1.537481,1.9008119
20220125_140547,2.751909057,9.368515968,0.005639467,-0.0048841,0.05804177,1.5605288,1.9056205
20220125_140547,2.745658763,9.148375511,0.005911386,-0.023610003,0.04677527,1.548913,1.8945655
20220125_140548,2.746188452,9.22252655,0.002682476,-0.016366003,0.063761994,1.5383314,1.9045084
20220125_140548,2.753381045,9.188126564,0.008561335,0.004934166,0.041706096,1.5599915,1.8984907
20220125_140549,2.746112278,9.255045891,0.004897016,-0.031917468,0.0682677,1.555952,1.8972279
20220125_140549,2.754279796,9.046088219,0.003351659,-0.007027679,0.09543393,1.5802014,1.885923
20220125_140549,2.752634193,9.429893494,0.004581328,-0.030595943,0.073334925,1.5531597,1.9107366
20220125_140550,2.744384558,9.338193893,0.000626114,-0.022166792,0.036745366,1.5577284,1.8928368
20220125_140550,2.756201,9.222316742,0.006457269,0.015624435,0.034066793,1.5654736,1.8989172
20220125_140551,2.729773562,9.14335537,0.00133158,0.002525396,0.042195495,1.5489175,1.8843926
20220125_140551,2.740159796,9.232887268,0.004379923,0.016036985,0.07447605,1.5442737,1.8988897
20220125_140552,2.772431719,9.297735214,0.004615477,-0.005188372,0.052949358,1.5666423,1.9179242
20220125_140552,2.734151882,9.193125725,0.003917761,-0.011999023,0.050309382,1.5479109,1.8945315
20220125_140553,2.750167038,9.317569733,0.002838634,-0.01754086,0.059511162,1.5510412,1.9072163
20220125_140553,2.758933372,9.137893677,0.002755879,-0.019671474,0.070019044,1.5519495,1.9136472
20220125_140554,2.754246735,9.219696999,0.004285104,-0.01661568,0.048815,1.5522246,1.9040661
20220125_140554,2.738925347,9.314177513,0.000752792,0.002409268,0.029579582,1.5545683,1.8899881
20220125_140554,2.760434775,9.282607079,0.006988927,0.000909234,0.061840434,1.5667527,1.9083335
20220125_140555,2.737233455,9.087183952,0.00171227,0.012430486,0.06241575,1.5506873,1.8939081
20220125_140555,2.759634521,9.27661705,0.004351395,-0.02154397,0.07292602,1.570332,1.9014504
20220125_140556,2.73546009,9.281558037,0.005367047,-0.03574456,0.06248167,1.5381514,1.9049761
20220125_140556,2.750475091,9.356510162,0.006625763,-0.014356997,0.0652635,1.5787859,1.8812908
20220125_140557,2.746423225,9.257908821,0.002687154,0.011015324,0.070975944,1.5658746,1.8836262
20220125_140557,2.750890707,9.293564796,0.004030216,-0.024866393,0.050926343,1.5679648,1.8959581
20220125_140558,2.756234404,9.174106598,0.005141958,0.008400952,0.029994773,1.5653658,1.9002876
20220125_140558,2.744131228,9.278261185,0.002143482,-0.007201134,0.05104972,1.5572747,1.8965455
20220125_140558,2.73184802,9.467694283,0.003363073,-0.035960786,0.05573485,1.5594246,1.8859768
20220125_140559,2.738938433,9.294124603,0.00374427,-0.019288797,0.053041037,1.5574093,1.8930148
20220125_140559,2.738714258,9.383431435,0.002712289,-0.017290069,0.043301307,1.5563247,1.8941205
20220125_140600,2.738973088,9.34253788,0.003810778,-0.030788109,0.055867538,1.5624908,1.8875653
20220125_140600,2.736831392,9.219175339,0.004357684,-0.014316235,0.048257977,1.5582888,1.8841931
20220125_140601,2.747719817,9.257375717,0.003072965,-0.013801302,0.055942286,1.5531995,1.9008981
20220125_140601,2.762783544,9.431747437,0.000360995,-0.020986935,0.017589027,1.5735917,1.9015112
20220125_140602,2.751162129,9.359963417,0.004306193,0.005564869,0.06778356,1.5542526,1.9028264
20220125_140602,2.730597519,9.379808426,0.002206366,0.028496668,0.051989418,1.5466075,1.8852557
20220125_140602,2.756651224,9.20053196,0.007192699,-0.011675915,0.032468405,1.5669414,1.894946
20220125_140603,2.771002663,9.345046043,0.005608988,0.002358239,0.04608053,1.5797313,1.9069182
20220125_140603,2.747469596,9.33207798,0.005974436,0.001470245,0.05200403,1.5590985,1.8903378
20220125_140604,2.753690939,9.161931992,0.004000693,0.002886531,0.058223277,1.5611671,1.8985206
20220125_140604,2.752868093,9.109770775,0.008556656,-0.005387696,0.04882354,1.5557189,1.9062617
20220125_140605,2.742231069,9.067167282,0.001985495,-0.007549295,0.06158986,1.5630038,1.893343
20220125_140605,2.753506541,9.152251244,0.005902662,0.014361086,0.049171735,1.5514343,1.9026958
20220125_140606,2.735851287,9.235005379,0.005219418,-0.002768865,0.05127752,1.5418761,1.9033182
20220125_140606,2.744804197,9.145598412,0.005152771,0.000518201,0.04693359,1.5570953,1.8917035
20220125_140606,2.744668142,9.396257401,0.003116722,-0.018586358,0.03274089,1.5629609,1.8850616
20220125_140607,2.747821443,9.364976883,0.008633967,0.0111928,0.02380883,1.5452732,1.9052812
20220125_140607,2.754402244,9.386212349,0.001817258,0.021873038,0.048989017,1.5549088,1.9042987
20220125_140608,2.756611098,9.270787239,0.00421079,-0.019031553,0.06758822,1.5767006,1.891888
20220125_140608,2.76367879,9.009500504,0.009073988,-0.02202618,0.030831229,1.5931342,1.8878042
20220125_140609,2.732627295,9.326759338,0.001316333,0.005280347,0.06963034,1.5517837,1.8868924
20220125_140609,2.7429848,9.292372704,0.002380625,0.016203811,0.061276257,1.5688632,1.8832244
20220125_140609,2.633341918,8.83453846,0.002788358,0.07033428,0.13079436,1.5276195,1.7827812
20220125_140610,2.459074575,8.215364456,0.004082433,0.16552438,0.07577151,1.5104624,1.5632735
20220125_140610,2.377286147,8.815883636,0.000627187,0.27708116,0.025467295,1.4974378,1.4402274
20220125_140611,2.468550373,9.569721222,0.00282218,0.35061833,-0.06517028,1.4916259,1.563654
20220125_140611,2.551839806,9.708685875,0.00096681,0.43454728,-0.124482185,1.595042,1.6100417
20220125_140612,2.723649753,10.3312397,0.004847805,0.46039954,-0.07491633,1.7227756,1.7187201
20220125_140612,2.84238928,9.964940071,0.001410187,0.50947106,0.008287746,1.7667702,1.8452834
20220125_140613,2.825668685,10.16687107,0.0030378,0.577316,0.110208265,1.6886487,1.9187394
20220125_140613,2.678360435,11.23353577,0.003608616,0.64947283,0.08912832,1.6137403,1.7969874
20220125_140613,2.64757766,12.15641308,0.007030868,0.7212019,0.041465737,1.6187444,1.7385314
20220125_140614,2.471616,13.50894833,0.002209268,0.8641436,-0.22744265,1.6348416,1.4897548
20220125_140614,2.39452988,13.28136539,0.002671028,0.97964704,-0.44671646,1.6393036,1.4100999
20220125_140615,2.731706091,16.76544571,0.001601836,1.2979833,-0.72261804,1.7952842,1.7195133
20220125_140615,2.493202165,12.62128067,0.005368134,1.3289751,-0.54533494,1.7746022,1.424057
20220125_140616,2.436114158,13.08127594,0.00632116,1.4262166,-0.67270905,1.8285207,1.3070586
20220125_140616,2.564304117,12.70405865,0.004384362,1.5327151,-0.888522,1.880374,1.4598246
20220125_140616,2.890131245,12.2209053,0.004151034,1.5967197,-1.2685409,1.9130934,1.8707194
20220125_140617,3.636652007,13.19852161,0.003614977,1.8910904,-2.2847006,2.1284618,2.6614583
20220125_140617,4.404931917,13.4794178,0.003306208,2.4322977,-3.0542557,2.604443,3.2628763
20220125_140618,5.748647449,16.05348015,0.014008259,3.3028173,-4.303369,3.4401639,4.3469963
20220125_140618,7.175887897,17.31544113,0.037646368,4.554972,-5.147267,4.6529293,5.1908474
20220125_140619,8.213321109,16.22558975,0.043956988,5.792284,-5.365811,5.835811,5.3856993
20220125_140619,8.585111218,17.59070206,0.028810166,6.7582912,-4.710067,6.787423,4.718292
20220125_140620,8.666001516,17.50792503,0.019314645,7.537679,-3.2662046,7.563315,3.4654737
20220125_140620,8.836890065,15.74811172,0.043477882,8.059057,-1.8136731,8.071477,2.91758
20220125_140620,8.954162457,15.80300808,0.043023005,8.234085,-1.2198836,8.244238,2.8322806
20220125_140621,9.080814838,16.40034676,0.078327432,8.387589,-0.6101209,8.39608,2.7934766
20220125_140621,9.215625512,16.35754585,0.064193964,8.509895,-0.07374198,8.515065,2.8386111
20220125_140622,9.248891721,16.28074074,0.025704125,8.512638,0.51061314,8.517543,2.882261
20220125_140622,9.279207757,16.20877647,0.013611212,8.523475,0.63954693,8.526112,2.9351664
20220125_140623,9.244276576,16.13956451,0.026917089,8.4984665,0.6374829,8.502471,2.9083362
20220125_140623,9.263543461,16.18698311,0.019100171,8.503663,0.6279855,8.509461,2.9251537
20220125_140624,9.279262155,16.37751007,0.038844623,8.527222,0.6376662,8.532085,2.9129748
20220125_140624,9.279954834,16.15324593,0.021930024,8.53566,0.622467,8.538358,2.9043746
20220125_140624,9.277135395,16.28631973,0.009003491,8.527232,0.6024148,8.529745,2.917866
20220125_140625,9.345736004,16.1979332,0.025002588,8.593341,0.6245391,8.59575,2.931356
20220125_140625,9.27810251,16.18488884,0.007362271,8.523003,0.6224781,8.526812,2.919796
20220125_140626,9.27849106,16.03779602,0.014893208,8.520243,0.60250556,8.525447,2.9259956
20220125_140626,9.293288957,15.98644829,0.016058169,8.547872,0.61557704,8.549369,2.9160223
20220125_140627,9.251715302,16.12595177,0.029737556,8.502457,0.610934,8.505038,2.91652
20220125_140627,9.261046082,16.11068153,0.011681415,8.50806,0.6171204,8.509685,2.9153047
20220125_140628,9.292766672,16.00242805,0.026910756,8.535332,0.6376773,8.540445,2.9322987
20220125_140628,9.258602245,16.16591072,0.018173728,8.514816,0.6201461,8.519029,2.9052377
20220125_140629,9.272213527,16.40771103,0.038206495,8.521217,0.6245373,8.527839,2.9058373
20220125_140629,9.28102984,16.21350861,0.018289503,8.528145,0.63996077,8.531782,2.9168582
20220125_140629,9.270003455,16.16082954,0.004036308,8.520199,0.63099235,8.522169,2.9125094
20220125_140630,9.257247589,16.14187431,0.015475246,8.508016,0.62419295,8.512714,2.907074
20220125_140630,9.264861515,16.25294876,0.027635233,8.514839,0.62620354,8.51804,2.9068458
20220125_140631,9.310975174,16.29712486,0.03960653,8.55027,0.6590747,8.553512,2.9303887
20220125_140631,9.281719932,16.10229492,0.011849612,8.524002,0.63161993,8.527519,2.9289024
20220125_140632,9.273620114,16.33009148,0.033505447,8.532228,0.6176887,8.53547,2.8956542
20220125_140632,9.268114966,16.25227356,0.027511433,8.526849,0.6319597,8.531714,2.8918145
20220125_140633,9.311891495,16.27267456,0.034304373,8.560694,0.6450266,8.564001,2.920372
20220125_140633,9.128630526,16.23546028,0.002889807,8.3985815,0.565699,8.405602,2.8381953
20220125_140634,8.917949562,15.61207485,0.017699875,8.068658,1.3852786,8.085779,2.9218836
20220125_140634,8.677262351,15.62263775,0.01588067,7.682615,2.0850992,7.732584,2.9651124
20220125_140634,8.304786635,15.47959709,0.021998338,7.2223253,2.5522668,7.2882853,2.9750357
20220125_140635,7.98558846,16.22815514,0.019425064,6.769591,3.011773,6.839274,3.174786
20220125_140635,7.497348778,16.62453842,0.013575964,6.1637673,3.2885044,6.2264733,3.3555212
20220125_140636,6.851663045,15.64665222,0.005703023,5.3829684,3.377251,5.444307,3.4818516
20220125_140636,6.323947311,16.33929062,0.018058458,4.740754,3.4339552,4.801772,3.5757146
20220125_140637,5.754863111,16.05925179,0.020597009,4.07783,3.4192426,4.1355267,3.5501323
20220125_140637,5.080463355,16.29065514,0.012434039,3.4505112,3.1631036,3.5062952,3.2710617
20220125_140638,4.426920339,16.76748276,0.028689278,2.8744822,2.8225415,2.926445,2.9275603
20220125_140638,3.960183554,12.77770042,0.040013269,2.409509,2.5527775,2.4675903,2.6859322
20220125_140639,3.50789034,12.30314445,0.012220173,2.0355859,2.1508353,2.1143198,2.3789573
20220125_140639,3.766208012,13.30897236,0.010487277,2.4220648,2.3096466,2.44456,2.4640512
20220125_140640,13.84153652,15.57497692,0.024742633,-3.9533446,-13.263995,3.9533446,13.263995
20220125_140640,12.6415011,15.36965466,0.188812971,-3.5931735,-12.119553,3.5931735,12.119553
20220125_140640,11.3839204,14.79109383,0.122044869,-3.205158,-10.923003,3.205158,10.923003
20220125_140641,10.16847634,13.84548378,0.135582313,-2.8213263,-9.768887,2.8213263,9.768887
20220125_140641,8.833549632,12.4094677,0.097718656,-2.4031131,-8.4999895,2.4031131,8.4999895
20220125_140642,7.551126194,10.85626316,0.084433846,-1.9892535,-7.283914,1.9892535,7.283914
20220125_140642,6.260311859,9.415145874,0.042562459,-1.5848925,-6.05592,1.5848925,6.05592
20220125_140643,4.969104572,7.29614687,0.061033819,-1.1936541,-4.8230968,1.1936541,4.8230968
20220125_140643,3.72430985,4.303553104,0.058478147,-0.8065813,-3.6354246,0.8065813,3.6354246
20220125_140644,2.398501108,3.29041481,0.018901268,-0.35452473,-2.3715007,0.35461888,2.3715007
20220125_140644,1.159721324,2.230815411,0.009056669,0.044050064,-1.157431,0.057717923,1.157431
20220125_140645,0.194161849,0.489293635,0.001518699,-0.018131297,0.18247311,0.048679784,0.18342665
20220125_140645,0.214508963,0.51308012,6.58E-05,0.009250734,0.2041991,0.044927064,0.20548768
20220125_140645,0.213917794,0.575382471,0.000598715,0.004566337,0.20451869,0.04478012,0.20497864
20220125_140646,0.183919185,0.655497909,0.00031828,-0.022034207,0.17166546,0.047773257,0.17273189
20220125_140646,0.209047459,0.552715778,0.000168102,-0.022688465,0.19685613,0.050766423,0.1977737
20220125_140647,0.204196328,0.520270348,0.000141352,0.000185529,0.19437824,0.044697955,0.19484605
20220125_140647,0.212009597,0.48019138,0.00085339,-0.012121386,0.20005652,0.048152253,0.20184624
20220125_140648,0.190148544,0.594287515,0.000899177,-0.027548835,0.17622307,0.050060526,0.17763503
20220125_140648,0.18869103,0.809206724,0.000459747,-0.021738589,0.17658424,0.04836501,0.17746624
20220125_140649,0.179588348,0.697859645,0.00045785,-0.018898487,0.16653241,0.04880213,0.16786347
20220125_140649,0.192468885,0.511454105,0.00039984,-0.012910993,0.18114482,0.045990136,0.1825568
20220125_140650,0.203748326,0.617457986,0.000392737,-0.014538335,0.19374074,0.045329724,0.19447343
20220125_140650,0.189819638,0.679438889,0.000910253,-0.022435963,0.17613812,0.047654312,0.17878763
20220125_140651,0.206410188,0.55106622,0.000607321,-0.011647983,0.19554721,0.04906518,0.19618674
20220125_140651,0.195041227,0.567127526,0.002679666,-0.002029807,0.18441789,0.045095246,0.18513946
20220125_140651,0.182314588,0.617264628,9.04E-05,-0.01471454,0.16729836,0.049086332,0.17007808
20220125_140652,0.184180554,0.570958853,0.002301757,-0.033058066,0.16743737,0.054417122,0.17037295
20220125_140653,0.196722471,0.606788278,0.000164824,0.004018993,0.18451263,0.04859908,0.18532442
20220125_140653,0.200560334,0.857518256,7.16E-05,-0.004379375,0.18857378,0.04791277,0.18927723
20220125_140654,0.223004215,1.11773169,0.001715789,0.008769503,0.21017201,0.04735395,0.21363896
20220125_140654,0.237887794,1.663437963,0.001040512,0.005573834,0.22918841,0.04439517,0.2295875
20220125_140655,0.180527183,0.546902657,0.000525916,-0.023682171,0.1679454,0.049548294,0.16857871
20220125_140655,0.19999322,0.546030045,5.43E-05,-0.024351109,0.18690129,0.050132718,0.18883438
20220125_140656,0.217429853,0.905676246,0.000729102,-0.021969287,0.2065417,0.048577357,0.20691624
20220125_140656,0.201929813,0.542979419,0.001209173,-0.030905655,0.19000946,0.051341344,0.19064987
20220125_140657,0.217540994,0.634230614,0.001751654,-0.011296916,0.20819578,0.046466254,0.20835316
20220125_140657,0.203691648,0.593514502,0.000734876,-0.017346587,0.19365793,0.044944335,0.19451052
20220125_140657,0.220978633,0.678853631,0.000947889,-0.013311207,0.21199991,0.046257507,0.21238449
20220125_140658,0.205423106,0.587038577,0.000721661,-0.03116473,0.1919169,0.053660013,0.19383152
20220125_140658,0.182197614,0.452344149,0.000925021,-0.044304017,0.1638078,0.05853143,0.16605471
20220125_140659,0.192864694,0.511675477,0.000697645,-0.010156826,0.18186374,0.046739377,0.18250571
20220125_140659,0.20016741,0.822773993,0.000474792,-0.017188506,0.1890332,0.04697241,0.18959218
20220125_140700,0.190883214,0.879990399,0.000513245,-0.0167838,0.17948772,0.04666286,0.18030657
20220125_140700,0.200800172,0.862453163,0.000242063,-0.013869901,0.1904582,0.047108125,0.19129123
20220125_140701,0.201811406,0.671313405,0.000579131,-0.018855518,0.19006142,0.04863617,0.19104858
20220125_140701,0.198906614,0.631776035,0.00203277,-0.019763507,0.18832158,0.049269438,0.1884769
20220125_140702,0.196398413,0.565820634,0.00014466,-0.02083203,0.18475163,0.049730275,0.18501379
20220125_140702,0.21072646,0.890109241,0.000244773,0.005735618,0.20128426,0.04315272,0.20214371
20220125_140703,0.204187007,0.77229768,0.001144294,-0.020906314,0.19316587,0.048772097,0.19378556
20220125_140704,0.205083832,0.508382857,0.002024164,-0.01798988,0.19451143,0.047696605,0.19520932
20220125_140704,0.20839261,1.51945591,0.000495437,-0.024193294,0.19715203,0.04877283,0.1978475
20220125_140705,0.226791295,0.702184141,0.000869672,-0.013634956,0.21714339,0.04504095,0.21814157
20220125_140705,0.238350392,1.027426839,0.000290402,0.009259447,0.22956187,0.04605856,0.23044479
20220125_140706,0.233952403,0.560685813,0.000923525,-0.017009959,0.22442226,0.04573909,0.22581407
20220125_140707,0.217872249,0.601450503,0.001295403,-0.01224267,0.20709267,0.048505805,0.20821285
20220125_140707,0.216625642,0.553289592,0.001154661,-0.015430718,0.20708378,0.046008985,0.20767997
20220125_140708,0.194249474,0.564235449,0.000760894,-0.018396016,0.1830881,0.046285354,0.18435788
20220125_140709,0.200102061,0.623016834,0.000401323,-0.023033924,0.18832864,0.04905817,0.18937843
20220125_140709,0.197913591,0.514997542,0.000143908,-0.026248256,0.18523449,0.049411193,0.18657012
20220125_140710,0.206437323,1.375435829,0.001064291,-0.019516552,0.19636102,0.047785155,0.19661048
20220125_140710,0.19867715,0.589800715,0.000813652,-0.029059554,0.18637174,0.05013227,0.18757202
20220125_140711,0.169264972,0.632937491,0.000864718,-0.045486182,0.14988099,0.060852565,0.15133916
20220125_140711,0.185290825,0.577334344,0.000582831,-0.049903754,0.16661926,0.063072026,0.168187
20220125_140712,0.178126702,0.795647681,0.000924191,-0.05673772,0.15739684,0.06741822,0.15799835
20220125_140712,0.159494966,0.677069902,0.000252052,-0.057782475,0.13654993,0.06688364,0.13734321
20220125_140713,0.179412323,0.665123165,0.001156921,-0.055571128,0.15808879,0.06811038,0.15868407
20220125_140713,0.201245658,0.456777304,0.000464456,-0.01872578,0.1878741,0.048252698,0.1906805
20220125_140714,0.207330559,0.818251967,0.000452268,-0.035676166,0.19400081,0.055770352,0.19482844
20220125_140714,0.199172458,0.939932525,0.000183456,-0.03890933,0.18468529,0.056336597,0.18552823
20220125_140715,0.161167975,0.489156574,0.000204578,-0.05223976,0.1391824,0.06295904,0.14168538
20220125_140715,0.16125529,0.534990311,0.000248348,-0.053379398,0.13642737,0.06754012,0.13810486
20220125_140716,0.157709167,0.467807144,0.000248227,-0.05487821,0.1328701,0.067770764,0.13438292
20220125_140716,0.171125522,0.607304752,0.000670882,-0.056521676,0.14585154,0.068453066,0.14893866
20220125_140717,0.173683639,0.536027074,0.000345494,-0.04601406,0.15481843,0.060127355,0.15568696
20220125_140717,0.204097346,0.606331527,0.00056974,-0.023150882,0.19273336,0.04742615,0.19425242
20220125_140718,0.215393921,0.904605746,0.000184814,-0.010264131,0.2057384,0.04671074,0.2059413
20220125_140718,0.223814828,0.702617824,0.000232957,-0.017519172,0.21294041,0.048749104,0.2142696
20220125_140719,0.226508355,0.696076632,0.00073977,-0.001243114,0.21713087,0.042877983,0.21902566
20220125_140719,0.22818393,0.59950763,0.000852655,-0.02454108,0.2176579,0.04983147,0.21865894
20220125_140720,0.236214169,0.676275074,0.000949271,-0.019187015,0.2267903,0.049414303,0.22691932
20220125_140720,0.21878031,0.567383647,0.000811066,-0.03585396,0.2065902,0.05478867,0.20722131
20220125_140720,0.219832731,0.71019429,7.88E-05,-0.0541639,0.20305045,0.06789015,0.2035539
20220125_140721,0.231633417,0.774629653,0.00034834,-0.034439113,0.2205867,0.051904585,0.22092226
20220125_140721,0.227005464,0.905462742,0.000286994,-0.04692318,0.21134177,0.06294641,0.21221477
20220125_140722,0.20702124,0.850639105,0.000445701,-0.05580434,0.18815121,0.0684801,0.1883175
20220125_140722,0.193604133,0.69148463,0.000950552,-0.054413352,0.17469405,0.06557426,0.17581561
20220125_140723,0.222404843,1.098409295,0.000120512,-0.06319075,0.20418292,0.071316406,0.2044028
20220125_140723,0.200274306,0.558709562,0.000808147,-0.06906798,0.17702979,0.077276856,0.17792735
20220125_140724,0.200896312,0.79069072,0.001461237,-0.06429023,0.17706054,0.07484855,0.17938273
20220125_140724,0.194344659,0.691977918,0.001625558,-0.07264064,0.16694649,0.0816616,0.16808876
20220125_140725,0.189630438,0.516992331,0.000319214,-0.06607609,0.1672588,0.073345035,0.16768172
20220125_140725,0.194833064,0.507670403,0.000930352,-0.07147287,0.1670035,0.07969799,0.16947304
20220125_140726,0.193191192,0.4647277,0.000884564,-0.05015322,0.17569023,0.062746085,0.17650184
20220125_140726,0.193008642,0.94752872,6.88E-05,-0.044623595,0.17442231,0.06249188,0.17672087
20220125_140727,0.197214753,0.576060593,0.001365229,-0.042131666,0.18176445,0.05765829,0.18253724
20220125_140727,0.189074978,0.526502252,0.000759688,-0.042685412,0.17365529,0.056497328,0.17465496
