time,,,,hor,,horabs,,,horabs,
20220125_154438,5.296277486,5.954276085,0.031790804,-0.0755425,5.2951264,0.091545485,5.2951264,,0.026895485,0.014633613
20220125_154439,5.284376659,6.461413383,0.037649322,-0.090625554,5.2829666,0.101174116,5.2829666,,0.036524116,0.014633613
20220125_154439,5.25140396,6.110041618,0.042366423,-0.09979943,5.2498007,0.11135681,5.2498007,,0.04670681,0.014633613
20220125_154440,5.289683855,6.25135231,0.039088745,-0.10298524,5.288078,0.111400515,5.288078,,0.046750515,0.014633613
20220125_154440,5.290103903,5.795392036,0.046430957,-0.08900014,5.288719,0.099985406,5.288719,,0.035335406,0.014633613
20220125_154441,5.284174731,5.84011507,0.052742377,-0.08161329,5.2829285,0.09400625,5.2829285,,0.02935625,0.014633613
20220125_154441,5.302963213,5.878967285,0.025988214,-0.06026988,5.301982,0.08193495,5.301982,,0.01728495,0.014633613
20220125_154442,5.283916385,5.883523941,0.038546219,-0.07116179,5.2828727,0.0854189,5.2828727,,0.0207689,0.014633613
20220125_154442,5.298579379,6.054349899,0.04073102,-0.07099843,5.297379,0.08897451,5.297379,,0.02432451,0.014633613
20220125_154443,5.290587472,5.946251392,0.026418887,-0.07039203,5.289477,0.08675871,5.289477,,0.02210871,0.014633613
20220125_154443,5.256196469,5.948889256,0.040744707,-0.073879324,5.255095,0.08759691,5.255095,,0.02294691,0.014633613
20220125_154444,5.271708461,5.877135754,0.025212036,-0.08400553,5.2704053,0.09652998,5.2704053,,0.03187998,0.014633613
20220125_154444,5.247364295,6.133992195,0.060140405,-0.07220135,5.2462854,0.08667544,5.2462854,,0.02202544,0.014633613
20220125_154444,5.271416293,6.261557102,0.055840954,-0.07547096,5.2702436,0.09052054,5.2702436,,0.02587054,0.014633613
20220125_154445,5.272438318,6.033787251,0.049937766,-0.0892024,5.2710133,0.10193314,5.2710133,,0.03728314,0.014633613
20220125_154445,5.297372161,6.090653419,0.035484731,-0.055976734,5.296542,0.07409785,5.296542,,0.00944785,0.014633613
20220125_154446,5.302343346,5.973720074,0.034897916,-0.05229284,5.3013515,0.08103267,5.3013515,,0.01638267,0.014633613
20220125_154446,5.318189873,5.93827343,0.084438898,-0.058700427,5.3172536,0.076362036,5.3172536,,0.011712036,0.014633613
20220125_154447,5.314684453,5.943826675,0.063687637,-0.06982554,5.3136134,0.08424773,5.3136134,,0.01959773,0.014633613
20220125_154447,5.297297495,5.929794312,0.062084932,-0.0724289,5.29622,0.08705107,5.29622,,0.02240107,0.014633613
20220125_154448,5.30588986,5.869610786,0.040183805,-0.08652842,5.304625,0.097005025,5.304625,,0.032355025,0.014633613
20220125_154448,5.299403662,6.245811939,0.04473519,-0.081732094,5.298122,0.09512051,5.298122,,0.03047051,0.014633613
20220125_154449,5.283039865,6.028184891,0.033282515,-0.080246605,5.281815,0.09424123,5.281815,,0.02959123,0.014633613
20220125_154449,5.28777457,5.881327152,0.048361093,-0.07852553,5.2864532,0.09621079,5.2864532,,0.03156079,0.014633613
20220125_154450,5.309951958,6.148592949,0.054550476,-0.04285462,5.309083,0.07208345,5.309083,,0.00743345,0.014633613
20220125_154450,5.292687131,6.008201599,0.022024864,-0.05770596,5.2916574,0.07945991,5.2916574,,0.01480991,0.014633613
20220125_154451,5.307934193,5.87409687,0.04311141,-0.025031684,5.3072834,0.06307043,5.3072834,,-0.00157957,0.014633613
20220125_154451,5.328891181,5.950151443,0.040848374,-0.016933091,5.328149,0.06519327,5.328149,,0.00054327,0.014633613
20220125_154452,5.318246197,6.289625645,0.043181147,-0.0271486,5.3175435,0.066173695,5.3175435,,0.001523695,0.014633613
20220125_154452,5.32594067,5.996294498,0.044331923,-0.006276362,5.325326,0.06042059,5.325326,,-0.00422941,0.014633613
20220125_154453,5.336580213,5.973556042,0.06417153,-0.003540345,5.335897,0.06293531,5.335897,,-0.00171469,0.014633613
20220125_154453,5.328885311,5.902627945,0.072187521,-0.004700471,5.3282003,0.064022176,5.3282003,,-0.000627824,0.014633613
20220125_154453,5.346682961,5.880354881,0.047572196,0.009169618,5.346004,0.065118365,5.346004,,0.000468365,0.014633613
20220125_154454,5.344939793,5.892882347,0.067175463,0.009201745,5.3442736,0.06309923,5.3442736,,-0.00155077,0.014633613
20220125_154455,5.358019067,5.90240097,0.039506838,0.003163704,5.3573685,0.0634189,5.3573685,,-0.0012311,0.014633613
20220125_154455,5.336570448,6.4459095,0.066474192,-0.009850785,5.335365,0.08386804,5.335365,,0.01921804,0.014633613
20220125_154455,1.681010716,6.692920685,0.002320437,0.027346473,0.76756775,0.59901536,1.4136252,,0.53436536,0.014633613
20220125_154456,1.634744073,5.674663544,0.001124807,0.018534759,0.7258424,0.56786484,1.3814135,,0.50321484,0.014633613
20220125_154456,5.265338082,6.08530283,0.057138234,-0.14061402,5.2624164,0.14986482,5.2624164,,0.08521482,0.014633613
20220125_154457,5.262858119,6.02163744,0.049410131,-0.14296328,5.2602944,0.14944996,5.2602944,,0.08479996,0.014633613
20220125_154457,5.272878012,5.836489677,0.041870076,-0.12228181,5.2708073,0.12886287,5.2708073,,0.06421287,0.014633613
20220125_154458,5.249610628,5.839878559,0.104214743,-0.1397398,5.2470274,0.14548288,5.2470274,,0.08083288,0.014633613
20220125_154458,5.256924596,5.906652927,0.053947523,-0.12768972,5.2547197,0.13598694,5.2547197,,0.07133694,0.014633613
20220125_154459,5.26296598,6.010255814,0.016255772,-0.10129226,5.261378,0.11039,5.261378,,0.04574,0.014633613
20220125_154459,5.299558859,5.86478281,0.036220353,-0.0884964,5.298154,0.09919098,5.298154,,0.03454098,0.014633613
20220125_154500,5.27741154,5.875687122,0.047444426,-0.09612077,5.275859,0.106121734,5.275859,,0.041471734,0.014633613
20220125_154500,5.300877399,6.050704479,0.057556771,-0.06540915,5.299816,0.08525234,5.299816,,0.02060234,0.014633613
20220125_154501,5.31577236,5.897425652,0.047018133,-0.06047758,5.314799,0.0800303,5.314799,,0.0153803,0.014633613
20220125_154501,5.320969147,5.930562019,0.036692403,-0.06749967,5.319817,0.086733386,5.319817,,0.022083386,0.014633613
20220125_154502,5.325833905,5.940969944,0.042865779,-0.084115386,5.3245893,0.09584523,5.3245893,,0.03119523,0.044678867
20220125_154502,5.304323696,6.062190056,0.041093513,-0.07488894,5.3031945,0.08872349,5.3031945,,0.02407349,0.044678867
20220125_154503,5.304264289,5.973830223,0.042768486,-0.08678591,5.302894,0.09972463,5.302894,,0.03507463,0.044678867
20220125_154503,5.296214062,5.898291588,0.058680195,-0.10422564,5.2945604,0.11373482,5.2945604,,0.04908482,0.044678867
20220125_154504,5.315280796,6.043387413,0.029991498,-0.0849417,5.3138595,0.10098335,5.3138595,,0.03633335,0.044678867
20220125_154504,5.318811883,6.367272377,0.047933284,-0.091798924,5.317276,0.10683219,5.317276,,0.04218219,0.044678867
20220125_154505,5.314510695,5.919026375,0.033516895,-0.07725271,5.313373,0.09070831,5.313373,,0.02605831,0.044678867
20220125_154505,5.303562732,5.960110188,0.027067335,-0.08668918,5.3021946,0.098025836,5.3021946,,0.033375836,0.044678867
20220125_154506,5.34474536,6.008719444,0.044420701,-0.08077902,5.3434796,0.09659766,5.3434796,,0.03194766,0.044678867
20220125_154506,5.436965456,6.026518822,0.07567025,-0.048536725,5.4361024,0.07421299,5.4361024,,0.00956299,0.044678867
20220125_154507,5.50969021,6.453506947,0.054563113,-0.050723124,5.508852,0.07678366,5.508852,,0.01213366,0.044678867
20220125_154507,5.683682773,6.42256403,0.041103575,-0.061651744,5.6827464,0.08237143,5.6827464,,0.01772143,0.044678867
20220125_154508,5.851098583,6.759158134,0.046431277,-0.084241085,5.8499274,0.09619489,5.8499274,,0.03154489,0.044678867
20220125_154508,6.049431178,6.641367435,0.04097081,-0.09020414,6.0482173,0.10193815,6.0482173,,0.03728815,0.044678867
20220125_154509,6.237263537,6.839515209,0.052720472,-0.09067847,6.2360992,0.09954059,6.2360992,,0.03489059,0.044678867
20220125_154509,6.456395339,7.088521957,0.06023562,-0.10444829,6.4550056,0.11449098,6.4550056,,0.04984098,0.044678867
20220125_154510,6.712549657,7.404053688,0.041492846,-0.11292842,6.711139,0.118977815,6.711139,,0.054327815,0.044678867
20220125_154510,7.035196807,8.144463539,0.034888513,-0.094401225,7.034109,0.105310634,7.034109,,0.040660634,0.044678867
20220125_154511,7.243962234,8.154819489,0.050828233,-0.13775778,7.242172,0.14425018,7.242172,,0.07960018,0.044678867
20220125_154511,7.492105108,8.315646172,0.042985979,-0.123983495,7.4905396,0.13217328,7.4905396,,0.06752328,0.044678867
20220125_154512,7.789012512,9.031427383,0.036364209,-0.12240751,7.7876344,0.12835284,7.7876344,,0.06370284,0.044678867
20220125_154512,8.012594417,9.459470749,0.060351532,-0.13044906,8.011104,0.13528582,8.011104,,0.07063582,0.044678867
20220125_154512,8.258893713,9.644864082,0.089109816,-0.10055275,8.257858,0.111003764,8.257858,,0.046353764,0.044678867
20220125_154513,8.500330894,10.0721302,0.060517903,-0.11185744,8.4992,0.1189264,8.4992,,0.0542764,0.044678867
20220125_154513,8.751848663,10.2737093,0.074909844,-0.12855835,8.750522,0.13313565,8.750522,,0.06848565,0.044678867
20220125_154514,9.078051961,10.47024441,0.062008303,-0.12966266,9.076683,0.1379343,9.076683,,0.0732843,0.044678867
20220125_154514,9.310910807,10.86169052,0.08798331,-0.12657614,9.309648,0.13339098,9.309648,,0.06874098,0.044678867
20220125_154515,9.600303767,10.92961502,0.053748775,-0.120259285,9.599207,0.12575842,9.599207,,0.06110842,0.044678867
20220125_154515,9.85140064,11.18975163,0.079724468,-0.1282388,9.850182,0.1364494,9.850182,,0.0717994,0.044678867
20220125_154516,10.13537071,11.35499382,0.047361113,-0.11541557,10.134355,0.122355744,10.134355,,0.057705744,0.044678867
20220125_154516,10.34922596,11.44199944,0.086245343,-0.120845325,10.348111,0.12921567,10.348111,,0.06456567,0.044678867
20220125_154517,10.65125876,11.73884964,0.099167347,-0.12367513,10.650185,0.12929662,10.650185,,0.06464662,0.044678867
20220125_154517,10.9393049,11.85996628,0.107639678,-0.11875707,10.938279,0.12839329,10.938279,,0.06374329,0.044678867
20220125_154518,11.11291507,11.95724106,0.11374528,-0.1244367,11.111902,0.13025393,11.111902,,0.06560393,0.044678867
20220125_154518,11.28914721,12.09473038,0.097777344,-0.12900205,11.2880535,0.1358178,11.2880535,,0.0711678,0.044678867
20220125_154519,11.46673885,12.33294201,0.089432165,-0.12279287,11.465742,0.12850447,11.465742,,0.06385447,0.044678867
20220125_154519,11.66242903,12.48789215,0.078886598,-0.13381691,11.661309,0.13931285,11.661309,,0.07466285,0.044678867
20220125_154520,11.80007483,12.69882774,0.104757152,-0.12427048,11.799087,0.1311105,11.799087,,0.0664605,0.044678867
20220125_154520,11.83263174,12.68864918,0.102349751,-0.1315742,11.831539,0.1365773,11.831539,,0.0719273,0.044678867
20220125_154521,11.86900371,12.6828928,0.110739797,-0.13358949,11.867878,0.13785902,11.867878,,0.07320902,0.044678867
20220125_154521,11.87155048,12.7341032,0.10124018,-0.13790622,11.870337,0.14481506,11.870337,,0.08016506,0.044678867
20220125_154522,11.85239411,13.06204319,0.107009396,-0.15145223,11.851067,0.15730318,11.851067,,0.09265318,0.044678867
20220125_154522,11.84856337,12.74221706,0.133590057,-0.14104103,11.847375,0.14780892,11.847375,,0.08315892,0.044678867
20220125_154523,11.88490224,12.94186878,0.105574958,-0.13573101,11.883776,0.13915183,11.883776,,0.07450183,0.044678867
20220125_154523,11.85797195,12.74459648,0.121300064,-0.15934639,11.856529,0.16353592,11.856529,,0.09888592,0.044678867
20220125_154524,11.83593866,12.79125595,0.096055128,-0.17083718,11.834387,0.17442538,11.834387,,0.10977538,0.044678867
20220125_154524,11.85072204,12.73816395,0.086298339,-0.12888806,11.849674,0.1368299,11.849674,,0.0721799,0.044678867
20220125_154525,11.8371882,12.69726276,0.083691873,-0.16337669,11.835656,0.16784155,11.835656,,0.10319155,0.044678867
20220125_154525,11.84049564,12.74094868,0.104118302,-0.16345173,11.839015,0.16657881,11.839015,,0.10192881,0.044678867
20220125_154526,11.84230496,12.65337181,0.087135606,-0.13783711,11.841143,0.14046253,11.841143,,0.07581253,0.044678867
20220125_154526,11.86898223,12.65260029,0.142202243,-0.1294309,11.867883,0.13530917,11.867883,,0.07065917,0.044678867
20220125_154526,11.86589756,12.7020483,0.105313741,-0.13878709,11.864725,0.1434091,11.864725,,0.0787591,0.044678867
20220125_154527,11.87972359,12.63361168,0.142958298,-0.13112472,11.878687,0.13519989,11.878687,,0.07054989,0.044678867
20220125_154527,11.89857363,13.28449726,0.102882586,-0.10190621,11.897779,0.112307586,11.897779,,0.047657586,0.044678867
20220125_154528,11.90042215,12.70638466,0.108786397,-0.10886257,11.899609,0.11467304,11.899609,,0.05002304,0.044678867
20220125_154528,11.87458266,12.86963081,0.133027107,-0.10507884,11.873794,0.11269292,11.873794,,0.04804292,0.044678867
20220125_154529,11.8827935,12.6443615,0.18128401,-0.11771267,11.881877,0.12411783,11.881877,,0.05946783,0.044678867
20220125_154529,11.8668388,12.7770834,0.102485023,-0.14255497,11.865613,0.14627299,11.865613,,0.08162299,0.044678867
20220125_154530,11.85158469,12.67836761,0.116257235,-0.14476255,11.850333,0.14905831,11.850333,,0.08440831,0.044678867
20220125_154530,11.88252898,12.72330856,0.125834003,-0.122362815,11.881505,0.13198946,11.881505,,0.06733946,0.044678867
20220125_154531,11.87004291,12.84129429,0.119847216,-0.14468029,11.86883,0.1493554,11.86883,,0.0847054,0.044678867
20220125_154531,11.84831438,12.69433403,0.107554607,-0.13103704,11.84721,0.13592342,11.84721,,0.07127342,0.044678867
20220125_154532,11.85566524,12.61923218,0.140574321,-0.122290365,11.854692,0.12826796,11.854692,,0.06361796,0.044678867
20220125_154532,11.8574843,12.67934418,0.190733388,-0.14947458,11.856164,0.15380678,11.856164,,0.08915678,0.044678867
20220125_154533,11.86936629,12.76957035,0.095907852,-0.1363791,11.868174,0.1423429,11.868174,,0.0776929,0.044678867
20220125_154533,11.80539574,12.68336773,0.07570006,-0.29153723,11.801444,0.29226568,11.801444,,0.22761568,0.044678867
20220125_154534,11.6975845,12.51306725,0.062704243,-0.44070676,11.688936,0.44096586,11.688936,,0.37631586,0.044678867
20220125_154534,11.52648661,12.73547363,0.098196156,-0.8303198,11.496074,0.8303198,11.496074,,0.7656698,0.044678867
20220125_154534,11.32721597,12.21802998,0.099419825,-1.2331135,11.259337,1.2331135,11.259337,,1.1684635,0.044678867
20220125_154535,11.18746784,12.10595131,0.075425945,-1.6159618,11.06943,1.6159618,11.06943,,1.5513118,0.044678867
20220125_154535,11.11711958,11.98559189,0.061356895,-2.0378902,10.927887,2.0378902,10.927887,,1.9732402,0.044678867
20220125_154536,10.94874263,12.09414577,0.083655737,-2.4235907,10.676062,2.4235907,10.676062,,2.3589407,0.044678867
20220125_154536,10.85673388,12.01321983,0.079419531,-2.8287072,10.480282,2.8287072,10.480282,,2.7640572,0.044678867
20220125_154537,10.78086554,12.03988171,0.084840335,-3.2159886,10.288281,3.2159886,10.288281,,3.1513386,0.044678867
20220125_154537,10.73065442,12.07116508,0.099411748,-3.6036108,10.10508,3.6036108,10.10508,,3.5389608,0.044678867
20220125_154538,10.7024203,12.12393188,0.101320483,-4.0330267,9.910733,4.0330267,9.910733,,3.9683767,0.044678867
20220125_154538,10.67725642,11.92712498,0.079976588,-4.415439,9.718196,4.415439,9.718196,,4.350789,0.044678867
20220125_154539,10.66311624,12.08641911,0.055781491,-4.821234,9.507026,4.821234,9.507026,,4.756584,0.044678867
20220125_154539,1.015315076,4.214871883,0.00076497,-0.040353473,-0.15687358,0.5883853,0.70136476,,0.5237353,0.044678867
20220125_154540,1.008153297,3.875562906,0.002130948,-0.039882697,-0.18584333,0.58710384,0.6950679,,0.52245384,0.044678867
20220125_154540,1.031794947,3.911259651,0.003445918,0.076227516,0.027022727,0.5735812,0.74405295,,0.5089312,0.044678867
20220125_154541,14.04434259,15.56584644,0.093966037,3.5728304,13.5794325,3.5728304,13.5794325,,3.5081804,0.044678867
20220125_154541,13.79973175,15.07481194,0.141612202,3.175693,13.4274235,3.175693,13.4274235,,3.111043,0.044678867
20220125_154541,13.53688717,14.58263779,0.10734538,2.7686214,13.249365,2.7686214,13.249365,,2.7039714,0.044678867
20220125_154542,13.25061708,14.27187061,0.127070442,2.3648498,13.036877,2.3648498,13.036877,,2.3001998,0.044678867
20220125_154542,13.04814076,13.99810696,0.118935235,1.9616039,12.899029,1.9616039,12.899029,,1.8969539,0.044678867
20220125_154543,12.88469438,13.83113861,0.186942935,1.5891663,12.785647,1.5891663,12.785647,,1.5245163,0.044678867
20220125_154543,12.74820357,13.89852619,0.084822617,1.1770773,12.693194,1.1770773,12.693194,,1.1124273,0.044678867
20220125_154544,12.66163317,13.69218445,0.076106042,0.78300697,12.636942,0.78324604,12.636942,,0.71859604,0.044678867
20220125_154544,12.53363439,13.50911427,0.118389472,0.38642573,12.527342,0.38828987,12.527342,,0.32363987,0.044678867
20220125_154545,12.6294551,13.87186623,0.105928577,0.13235474,12.628385,0.14362234,12.628385,,0.07897234,0.044678867
20220125_154545,12.75144022,13.62628651,0.120017342,-0.11551888,12.750495,0.12542117,12.750495,,0.06077117,0.044678867
20220125_154546,12.92991589,14.05586529,0.122257493,-0.1588319,12.928547,0.16143955,12.928547,,0.09678955,0.044678867
20220125_154546,13.0914461,14.43183613,0.113482818,-0.17112277,13.089879,0.17324036,13.089879,,0.10859036,0.044678867
20220125_154547,13.35726085,14.37237549,0.118583843,-0.17791869,13.355593,0.18075982,13.355593,,0.11610982,0.044678867
20220125_154547,13.60245977,14.5422287,0.080005795,-0.17920938,13.600803,0.18177524,13.600803,,0.11712524,0.044678867
20220125_154547,13.79751784,15.06491756,0.080881111,-0.19679153,13.79556,0.1988606,13.79556,,0.1342106,0.044678867
20220125_154548,13.96810166,15.33942699,0.072160572,-0.17571588,13.966269,0.18149452,13.966269,,0.11684452,0.044678867
20220125_154548,13.89925008,16.08916092,0.06224912,-0.1407363,13.897295,0.16068806,13.897295,,0.09603806,0.044678867
20220125_154549,13.92813916,15.90519905,0.079529993,-0.20919162,13.925145,0.21809392,13.925145,,0.15344392,0.044678867
20220125_154549,13.91163722,16.67932701,0.067169078,-0.17003374,13.908251,0.18547593,13.908251,,0.12082593,0.044678867
20220125_154550,13.65510521,16.93022728,0.06676849,-0.19156103,13.648865,0.23160578,13.648865,,0.16695578,0.044678867
20220125_154550,13.11186757,17.33465767,0.058082681,-0.21513046,13.10348,0.2744875,13.10348,,0.2098375,0.044678867
20220125_154551,12.45437081,17.54945946,0.076757006,-0.22734584,12.443439,0.32254338,12.443439,,0.25789338,0.044678867
20220125_154551,11.57700676,18.32627678,0.076049507,-0.21382257,11.562352,0.37183812,11.562352,,0.30718812,0.044678867
20220125_154552,11.06405338,17.4508934,0.073142827,-0.1968032,11.047871,0.38918847,11.047871,,0.32453847,0.044678867
20220125_154552,10.49786781,18.05191231,0.094034001,-0.19998245,10.478939,0.42756477,10.478939,,0.36291477,0.044678867
20220125_154552,10.12922937,17.72128487,0.043851499,-0.24582356,10.107378,0.45968357,10.107378,,0.39503357,0.044678867
20220125_154553,9.784432831,17.88780594,0.056531481,-0.2396251,9.758778,0.48275965,9.758778,,0.41810965,0.044678867
20220125_154553,9.6315417,17.58762932,0.068991199,-0.2610587,9.600636,0.5082198,9.600636,,0.4435698,0.044678867
20220125_154554,9.508098553,16.730093,0.089234181,-0.2597816,9.475549,0.51677614,9.475549,,0.45212614,0.044678867
20220125_154554,9.394633605,15.84654808,0.043147083,-0.3002186,9.358055,0.54551464,9.358055,,0.48086464,0.044678867
20220125_154555,9.316917765,15.41328239,0.051633921,-0.2840307,9.277163,0.54459894,9.277163,,0.47994894,0.044678867
20220125_154555,9.196933732,15.13658524,0.062518537,-0.30005908,9.155543,0.55776054,9.155543,,0.49311054,0.044678867
20220125_154556,9.111067823,14.61491966,0.048540056,-0.32049692,9.063736,0.5798371,9.063736,,0.5151871,0.044678867
20220125_154556,9.000776121,14.59605122,0.043152541,-0.2890861,8.951574,0.5768948,8.951574,,0.5122448,0.044678867
20220125_154556,8.984226324,14.28066921,0.053044323,-0.2957166,8.939628,0.57560885,8.939628,,0.51095885,0.044678867
20220125_154557,8.930025035,14.37613678,0.04185484,-0.2925712,8.882578,0.58681613,8.882578,,0.52216613,0.044678867
20220125_154557,8.879797634,14.31232262,0.053875789,-0.27016893,8.82988,0.59149384,8.82988,,0.52684384,0.044678867
20220125_154558,8.909285913,14.25263405,0.048883747,-0.27195382,8.861492,0.5781606,8.861492,,0.5135106,0.517268776
20220125_154558,8.925851538,14.48903561,0.055594552,-0.31012,8.877381,0.5791835,8.877381,,0.5145335,0.517268776
20220125_154559,8.893851367,14.31318092,0.061367404,-0.30375212,8.844716,0.5892589,8.844716,,0.5246089,0.517268776
20220125_154559,8.948915505,14.50266171,0.052606862,-0.29718181,8.9007015,0.5827624,8.9007015,,0.5181124,0.517268776
20220125_154600,8.881333333,14.3686676,0.072345085,-0.28764203,8.833294,0.5785869,8.833294,,0.5139369,0.517268776
20220125_154600,8.871566541,14.30701447,0.054530233,-0.28260657,8.824147,0.57654214,8.824147,,0.51189214,0.517268776
20220125_154601,8.933711236,14.70248127,0.071140885,-0.29838946,8.883262,0.59046227,8.883262,,0.52581227,0.517268776
20220125_154601,8.964851428,14.6310854,0.057930604,-0.31419224,8.915711,0.5845708,8.915711,,0.5199208,0.517268776
20220125_154601,8.955877478,14.58717823,0.058991779,-0.32159492,8.906643,0.59263694,8.906643,,0.52798694,0.517268776
20220125_154602,8.909532148,14.46125507,0.05022046,-0.30748335,8.861493,0.5822831,8.861493,,0.5176331,0.517268776
20220125_154602,9.006936067,14.34109592,0.061668783,-0.30746636,8.960992,0.57182825,8.960992,,0.50717825,0.517268776
20220125_154603,8.912588169,14.46687794,0.059806488,-0.295847,8.863941,0.5819946,8.863941,,0.5173446,0.517268776
20220125_154603,8.972041658,14.52381039,0.053793807,-0.30071673,8.923388,0.578345,8.923388,,0.513695,0.517268776
20220125_154604,8.876294668,14.38427067,0.092865005,-0.3096792,8.827042,0.585938,8.827042,,0.521288,0.517268776
20220125_154604,8.904636696,14.40639877,0.039497696,-0.28824642,8.856438,0.5744548,8.856438,,0.5098048,0.517268776
20220125_154605,8.916167976,14.40900707,0.04071746,-0.28637305,8.866515,0.5883579,8.866515,,0.5237079,0.517268776
20220125_154605,8.953421104,14.54572105,0.090460874,-0.28212646,8.905034,0.57195705,8.905034,,0.50730705,0.517268776
20220125_154605,8.906700299,14.41559505,0.048476193,-0.29897344,8.858587,0.586091,8.858587,,0.521441,0.517268776
20220125_154606,8.907952152,14.491992,0.0854633,-0.28537637,8.858676,0.5850999,8.858676,,0.5204499,0.517268776
20220125_154606,8.912385497,14.58989811,0.061602462,-0.28928185,8.864527,0.57986146,8.864527,,0.51521146,0.517268776
20220125_154607,8.859677148,14.23686886,0.055433467,-0.2904663,8.812384,0.5732593,8.812384,,0.5086093,0.517268776
20220125_154607,8.907713323,14.39385605,0.177451983,-0.29311347,8.86091,0.5719275,8.86091,,0.5072775,0.517268776
20220125_154608,8.887731877,14.3729229,0.053420808,-0.28277564,8.840011,0.5831973,8.840011,,0.5185473,0.517268776
20220125_154608,8.950104806,14.75952816,0.058700666,-0.28967002,8.901671,0.5735381,8.901671,,0.5088881,0.517268776
20220125_154609,8.855904979,14.51727104,0.07806848,-0.2687282,8.808462,0.5807136,8.808462,,0.5160636,0.517268776
20220125_154609,8.856086586,14.70876122,0.058151796,-0.30331773,8.8057165,0.5906097,8.8057165,,0.5259597,0.517268776
20220125_154609,8.880323475,14.3192749,0.093196101,-0.29513928,8.832451,0.5781689,8.832451,,0.5135189,0.517268776
20220125_154610,8.918066899,14.25653076,0.052720848,-0.2910303,8.870591,0.58222455,8.870591,,0.51757455,0.517268776
20220125_154610,8.889160036,14.47919559,0.061617762,-0.29173064,8.838698,0.57917815,8.838698,,0.51452815,0.517268776
20220125_154611,8.874076755,14.34865189,0.044958513,-0.31074262,8.825686,0.58763343,8.825686,,0.52298343,0.517268776
20220125_154611,8.891296629,14.21810627,0.067842819,-0.28891113,8.842733,0.5753799,8.842733,,0.5107299,0.517268776
20220125_154612,6.015808979,12.76951027,0.045379952,0.06281122,5.864441,0.98485523,5.864441,,0.92020523,0.517268776
20220125_154612,4.845386224,10.35752296,0.038195536,1.1885732,4.1906033,1.9887934,4.191272,,1.9241434,0.517268776
20220125_154613,4.235977005,9.375728607,0.014808314,2.0811567,2.8257637,2.6538613,2.8343892,,2.5892113,0.517268776
20220125_154613,3.361528224,8.288724899,0.019219067,1.3555269,2.2592316,1.9602907,2.351481,,1.8956407,0.517268776
20220125_154613,2.909315161,7.566741943,0.001338111,0.5818064,1.877958,1.4405053,2.2189345,,1.3758553,0.517268776
20220125_154614,2.770095667,8.88551712,0.001548569,0.16490571,1.4646612,1.4656345,2.0730581,,1.4009845,0.517268776
20220125_154614,2.91553489,9.232352257,0.007072644,-0.16505142,0.6536021,1.5732877,2.135553,,1.5086377,0.517268776
20220125_154615,2.989791298,10.53639793,0.004200959,-0.43399954,0.13037576,1.6683924,2.1250088,,1.6037424,0.517268776
20220125_154615,2.704339503,10.78441334,0.00716554,-0.24324268,-0.05665581,1.7399868,1.6817614,,1.6753368,0.517268776
20220125_154616,2.704075019,8.914152145,0.001167279,-0.43825746,-0.31318575,1.8831552,1.5523287,,1.8185052,0.517268776
20220125_154616,2.931372408,11.38506508,0.004456608,-0.72373074,-0.24690165,2.0772603,1.6372445,,2.0126103,0.517268776
20220125_154617,2.814691263,9.17773819,0.004890871,-0.8647529,-0.095117345,1.8993591,1.6409056,,1.8347091,0.517268776
20220125_154617,2.621624135,8.971957207,0.001248586,-1.1987057,-0.08961505,1.708572,1.5780888,,1.643922,0.517268776
20220125_154618,1.002967135,3.865221739,0.001695447,-0.056049354,-0.18225902,0.585988,0.69608593,,0.521338,0.517268776
20220125_154618,1.037580199,4.094930172,0.002399261,-0.04642498,-0.24450722,0.5908818,0.7236014,,0.5262318,0.517268776
20220125_154618,1.315280889,3.782899141,0.002979999,-0.30705842,-0.36223722,0.815649,0.8732451,,0.750999,0.517268776
20220125_154619,3.180609844,14.83896542,0.004586779,-1.8835734,-1.1447219,2.2276754,1.870433,,2.1630254,0.517268776
20220125_154619,3.835073092,15.34614277,0.004518762,-2.7299788,-1.4551188,2.9368398,1.9045416,,2.8721898,0.517268776
20220125_154620,4.940556854,15.92728233,0.006696938,-3.895441,-1.7840353,3.9400012,2.3299186,,3.8753512,0.517268776
20220125_154620,6.922485179,17.09739304,0.004188692,-5.5484877,-1.9638101,5.5979342,3.225958,,5.5332842,0.517268776
20220125_154621,8.330833409,16.41681671,0.004150454,-7.005486,-0.4090546,7.031511,3.5746377,,6.966861,0.517268776
20220125_154621,8.615138681,16.04578781,0.11160437,-7.221346,3.1781445,7.2288003,3.828182,,7.1641503,0.517268776
20220125_154621,11.02377861,17.94901848,0.160754696,-7.902655,7.21571,7.902655,7.21571,,7.838005,0.517268776
20220125_154622,13.09895182,17.42599678,0.077677205,-6.247896,11.337967,6.247896,11.337967,,6.183246,0.517268776
20220125_154622,11.51479822,17.3669281,0.046780307,-3.0451791,11.036231,3.0463269,11.036231,,2.9816769,0.517268776
20220125_154623,9.169283101,14.48691845,0.076946385,-0.8816931,9.086356,0.9841387,9.086356,,0.9194887,0.517268776
20220125_154623,7.55569956,13.83785534,0.047941618,-0.3160202,7.475825,0.6975652,7.475825,,0.6329152,0.517268776
20220125_154624,7.296531658,13.42462635,0.073015362,-0.30703273,7.209668,0.7159296,7.209668,,0.6512796,0.517268776
