time,,,,hor,,horabs,,,,,hor-,horabs-
20220125_153215,9.285390796,15.07185936,0.173611879,-0.22639376,9.246305,0.5515897,9.246305,,,,-0.23281776,0.485599321
20220125_153216,9.13826994,14.53814793,0.124505945,-0.22501057,9.09395,0.57103294,9.09395,,,,-0.23143457,0.505042561
20220125_153217,8.893997504,14.69880009,0.095675364,-0.26741758,8.844879,0.59401774,8.844879,,,,-0.27384158,0.528027361
20220125_153217,8.609598968,14.63255501,0.233304083,-0.24185516,8.553618,0.62361354,8.553618,,,,-0.24827916,0.557623161
20220125_153218,8.519024495,14.17076683,0.084173352,-0.25153235,8.45796,0.6366934,8.45796,,,,-0.25795635,0.570703021
20220125_153219,8.391925069,14.40730667,0.13997981,-0.2588782,8.330565,0.6402325,8.330565,,,,-0.2653022,0.574242121
20220125_153219,8.244952172,13.90285206,0.106446333,-0.28610736,8.181032,0.6534157,8.181032,,,,-0.29253136,0.587425321
20220125_153220,8.211532909,13.79418087,0.077451311,-0.2559721,8.148416,0.64812666,8.148416,,,,-0.2623961,0.582136281
20220125_153221,8.299511902,14.2944355,0.094117858,-0.26093683,8.236221,0.6515295,8.236221,,,,-0.26736083,0.585539121
20220125_153221,8.34055108,14.15492535,0.068700477,-0.24665655,8.279031,0.62911767,8.279031,,,,-0.25308055,0.563127291
20220125_153222,8.243821222,14.25694847,0.147930607,-0.24807982,8.1813,0.6528033,8.1813,,,,-0.25450382,0.586812921
20220125_153223,8.321121978,14.15133858,0.10918276,-0.2757384,8.256685,0.6602282,8.256685,,,,-0.2821624,0.594237821
20220125_153223,8.316356937,13.97492218,0.073019728,-0.27812445,8.250524,0.66105527,8.250524,,,,-0.28454845,0.595064891
20220125_153224,8.344175255,14.17049026,0.108740687,-0.26140007,8.280361,0.64533126,8.280361,,,,-0.26782407,0.579340881
20220125_153224,8.303020023,14.24156666,0.083262779,-0.26804274,8.236369,0.6649749,8.236369,,,,-0.27446674,0.598984521
20220125_153225,8.362101894,14.14090252,0.101578534,-0.269878,8.302585,0.6412668,8.302585,,,,-0.276302,0.575276421
20220125_153226,8.293714185,14.18687248,0.077697232,-0.2531319,8.229729,0.6590578,8.229729,,,,-0.2595559,0.593067421
20220125_153226,8.228154109,14.177948,0.138280973,-0.2581451,8.165185,0.6545291,8.165185,,,,-0.2645691,0.588538721
20220125_153227,8.331251674,13.96282864,0.287291318,-0.26660055,8.267296,0.6544158,8.267296,,,,-0.27302455,0.588425421
20220125_153228,8.280616061,13.97125053,0.053650916,-0.27574438,8.212705,0.669833,8.212705,,,,-0.28216838,0.603842621
20220125_153228,8.319898101,14.14556885,0.143942788,-0.2892067,8.255566,0.65421796,8.255566,,,,-0.2956307,0.588227581
20220125_153229,8.283651212,14.09649086,0.098633304,-0.26383445,8.219124,0.6506999,8.219124,,,,-0.27025845,0.584709521
20220125_153229,8.258784601,13.81718063,0.060098723,-0.26752606,8.193524,0.6591618,8.193524,,,,-0.27395006,0.593171421
20220125_153230,8.359509888,14.28875637,0.092171989,-0.30178705,8.2917185,0.67477876,8.2917185,,,,-0.30821105,0.608788381
20220125_153231,8.340210286,14.23131847,0.058463786,-0.2582595,8.28019,0.6375765,8.28019,,,,-0.2646835,0.571586121
20220125_153231,8.357823139,14.22321224,0.083247133,-0.2784968,8.293665,0.65016043,8.293665,,,,-0.2849208,0.584170051
20220125_153232,8.284711607,13.90272808,0.082509615,-0.27469295,8.217778,0.6628699,8.217778,,,,-0.28111695,0.596879521
20220125_153232,8.285037333,14.34604454,0.121741004,-0.2885171,8.219265,0.6654188,8.219265,,,,-0.2949411,0.599428421
20220125_153233,8.11766128,14.24069214,0.085362673,-0.26964623,8.051259,0.6554627,8.051259,,,,-0.27607023,0.589472321
20220125_153234,7.886874698,13.96804237,0.062102772,-0.28151602,7.8146696,0.686365,7.8146696,,,,-0.28794002,0.620374621
20220125_153234,7.641246601,13.88811684,0.107520863,-0.27324829,7.5606794,0.70371884,7.5606794,,,,-0.27967229,0.637728461
20220125_153235,7.277877575,13.37825012,0.093307734,-0.2477628,7.192735,0.71845067,7.192735,,,,-0.2541868,0.652460291
20220125_153236,6.922319068,12.70714855,0.084567152,-0.23823172,6.832517,0.7354755,6.832517,,,,-0.24465572,0.669485121
20220125_153236,6.710584261,12.78256607,0.066634506,-0.2597024,6.6102133,0.7675107,6.6102133,,,,-0.2661264,0.701520321
20220125_153237,6.520312501,12.69937515,0.071084149,-0.2561987,6.416758,0.7530343,6.416758,,,,-0.2626227,0.687043921
20220125_153237,6.250065637,12.62596035,0.05148761,-0.26407215,6.137672,0.7752503,6.137672,,,,-0.27049615,0.709259921
20220125_153238,6.044186315,12.61879921,0.079492532,-0.26890585,5.9240093,0.7874796,5.9240093,,,,-0.27532985,0.721489221
20220125_153239,5.846761525,12.48972988,0.055382591,-0.25569966,5.727579,0.7720101,5.727579,,,,-0.26212366,0.706019721
20220125_153239,5.542159018,12.26367092,0.02605363,-0.24053971,5.4102826,0.7824855,5.4102826,,,,-0.24696371,0.716495121
20220125_153240,5.372829134,11.64449692,0.016648438,-0.27958724,5.227405,0.8095876,5.227405,,,,-0.28601124,0.743597221
20220125_153240,5.243293643,11.45611,0.034759648,-0.27333602,5.099997,0.8049984,5.099997,,,,-0.27976002,0.739008021
20220125_153241,5.084628123,11.45110226,0.051869936,-0.2555094,4.934971,0.80914205,4.934993,,,,-0.2619334,0.743151671
20220125_153242,4.860187721,10.90528297,0.021957189,-0.22089222,4.700845,0.82325876,4.702515,,,,-0.22731622,0.757268381
20220125_153242,4.752270218,10.97239113,0.026070436,-0.235232,4.5866656,0.8314235,4.5892997,,,,-0.241656,0.765433121
20220125_153243,4.558452734,10.73644066,0.03991279,-0.22792892,4.382637,0.84883356,4.3859115,,,,-0.23435292,0.782843181
20220125_153244,4.432296788,10.35047245,0.031033665,-0.19914223,4.2501802,0.84638035,4.2556777,,,,-0.20556623,0.780389971
20220125_153244,4.337169685,10.08793163,0.028506516,-0.20676784,4.1495533,0.8556309,4.1563573,,,,-0.21319184,0.789640521
20220125_153245,4.240302919,9.362510681,0.030604577,-0.18532613,4.0568204,0.83405256,4.063613,,,,-0.19175013,0.768062181
20220125_153246,4.063352015,9.173606873,0.030083103,-0.17735288,3.8709085,0.8386015,3.8781583,,,,-0.18377688,0.772611121
20220125_153246,3.951279834,8.837456703,0.042511318,-0.14689289,3.754624,0.82619643,3.763565,,,,-0.15331689,0.760206051
20220125_153247,3.865764403,8.865836143,0.03716604,-0.18129283,3.6597936,0.8353808,3.671223,,,,-0.18771683,0.769390421
20220125_153247,3.763535928,8.41594696,0.023676684,-0.16379054,3.5625255,0.8135074,3.5727324,,,,-0.17021454,0.747517021
20220125_153248,3.691348761,8.250657082,0.030632649,-0.1705109,3.488239,0.806653,3.496375,,,,-0.1769349,0.740662621
20220125_153249,3.672518125,8.00069809,0.038763396,-0.17341024,3.4634242,0.8187163,3.4720333,,,,-0.17983424,0.752725921
20220125_153249,3.574254306,7.824913025,0.019904468,-0.15255997,3.3587842,0.8159982,3.3682606,,,,-0.15898397,0.750007821
20220125_153250,3.564538413,7.810739994,0.003197526,-0.1523111,3.3587162,0.79544675,3.3658407,,,,-0.1587351,0.729456371
20220125_153251,3.569829904,7.825874329,0.009707966,-0.17116389,3.3555312,0.813851,3.3636034,,,,-0.17758789,0.747860621
20220125_153251,3.547631113,7.723237991,0.014425791,-0.16528568,3.3334768,0.8122607,3.341593,,,,-0.17170968,0.746270321
20220125_153252,3.568900638,7.577916622,0.024331827,-0.16893983,3.3615618,0.8051589,3.3692927,,,,-0.17536383,0.739168521
20220125_153253,3.552405155,7.746375084,0.033384282,-0.153211,3.3472674,0.7985477,3.3547118,,,,-0.159635,0.732557321
20220125_153253,3.569903301,7.830927372,0.002562091,-0.17201212,3.358103,0.8156776,3.365808,,,,-0.17843612,0.749687221
20220125_153254,3.58179079,7.880059719,0.034650184,-0.17041112,3.3672857,0.81909317,3.3752906,,,,-0.17683512,0.753102791
20220125_153254,3.573320328,7.813241959,0.015673475,-0.17731006,3.3618536,0.812627,3.3690064,,,,-0.18373406,0.746636621
20220125_153255,3.564259661,7.797646523,0.011180208,-0.17270285,3.350093,0.80372596,3.3585072,,,,-0.17912685,0.737735581
20220125_153256,3.575365574,7.93201685,0.008033313,-0.18054631,3.3670435,0.81006336,3.374577,,,,-0.18697031,0.744072981
20220125_153256,3.579977057,7.832808018,0.010453099,-0.17874002,3.3806407,0.7855083,3.3876324,,,,-0.18516402,0.719517921
20220125_153257,3.516609567,7.712527275,0.008010809,-0.15854713,3.3105178,0.79529625,3.3187037,,,,-0.16497113,0.729305871
20220125_153257,3.539772276,7.809681416,0.008185991,-0.18468568,3.3242905,0.81362784,3.3331215,,,,-0.19110968,0.747637461
20220125_153258,3.534977035,7.730976105,0.021133939,-0.18170352,3.319203,0.80560386,3.3281298,,,,-0.18812752,0.739613481
20220125_153259,3.545302179,7.755378246,0.015392928,-0.16182399,3.337228,0.7956911,3.345881,,,,-0.16824799,0.729700721
20220125_153259,3.5568737,7.807731152,0.009889854,-0.15906313,3.3483052,0.80177623,3.3572073,,,,-0.16548713,0.735785851
20220125_153300,3.532229058,7.787755013,0.009090563,-0.14787625,3.3222163,0.79837435,3.3311877,,,,-0.15430025,0.732383971
20220125_153301,3.511641956,7.766083241,0.018288044,-0.14736953,3.299877,0.80083317,3.3072581,,,,-0.15379353,0.734842791
20220125_153301,3.531981481,7.727572441,0.002226405,-0.16871172,3.3235023,0.7969504,3.3323705,,,,-0.17513572,0.730960021
20220125_153302,3.523395855,7.716454506,0.002076618,-0.16383448,3.316173,0.7944046,3.3250594,,,,-0.17025848,0.728414221
20220125_153302,3.529278023,7.793812752,0.006913884,-0.17321886,3.3111932,0.81080055,3.3196084,,,,-0.17964286,0.744810171
20220125_153303,3.494578486,7.56730032,0.014621141,-0.16154055,3.2792244,0.8075993,3.2857175,,,,-0.16796455,0.741608921
20220125_153304,3.445820092,7.679725647,0.05076291,-0.17029431,3.2277267,0.7991411,3.2362897,,,,-0.17671831,0.733150721
20220125_153304,3.438088654,7.565031052,0.023216983,-0.1713025,3.2142382,0.8064225,3.2212358,,,,-0.1777265,0.740432121
20220125_153305,3.382490895,7.733207703,0.006574037,-0.16769268,3.1609607,0.79454905,3.1680756,,,,-0.17411668,0.728558671
20220125_153306,3.290266183,7.676082134,0.006563271,-0.16485496,3.0671084,0.7923263,3.0730612,,,,-0.17127896,0.726335921
20220125_153306,3.287156339,7.637740135,0.042588089,-0.14943548,3.064266,0.7803137,3.071774,,,,-0.15585948,0.714323321
20220125_153307,3.254551179,7.639613152,0.005814279,-0.1414428,3.0231977,0.79599065,3.0294044,,,,-0.1478668,0.730000271
20220125_153307,3.279909229,7.714641094,0.032746393,-0.1490794,3.062544,0.7734067,3.0687373,,,,-0.1555034,0.707416321
20220125_153308,3.214906723,7.694030762,0.034145817,-0.13984086,2.9809713,0.79291904,2.9876416,,,,-0.14626486,0.726928661
20220125_153309,3.226114134,7.860212803,0.005767871,-0.120472066,2.9892566,0.7990051,2.9957082,,,,-0.126896066,0.733014721
20220125_153309,3.215905183,7.659029007,0.004179704,-0.14751042,2.9915442,0.78619874,2.9957795,,,,-0.15393442,0.720208361
20220125_153310,3.196131592,7.856520653,0.029414995,-0.17240451,2.9615428,0.79783684,2.9676328,,,,-0.17882851,0.731846461
20220125_153310,3.151553462,7.73637867,0.005971279,-0.13663702,2.913259,0.7982471,2.9196239,,,,-0.14306102,0.732256721
20220125_153311,3.119941487,7.78391695,0.002819885,-0.14180173,2.8760262,0.80156946,2.8825552,,,,-0.14822573,0.735579081
20220125_153312,3.099305705,7.791858673,0.004057232,-0.1524162,2.858698,0.8031501,2.8625035,,,,-0.1588402,0.737159721
20220125_153312,3.099745318,7.761474609,0.014049565,-0.14134784,2.8553758,0.80416363,2.8605523,,,,-0.14777184,0.738173251
20220125_153313,3.077629878,7.793258667,0.005638383,-0.12766983,2.8336916,0.80358684,2.8408818,,,,-0.13409383,0.737596461
20220125_153313,3.103899853,7.696084499,0.002355407,-0.14321546,2.859156,0.8025734,2.8652086,,,,-0.14963946,0.736583021
20220125_153314,3.073659413,7.906942368,0.004828101,-0.14450483,2.8292828,0.79581034,2.8352578,,,,-0.15092883,0.729819961
20220125_153315,3.046823171,7.626191139,0.012516921,-0.1563204,2.792391,0.8125966,2.7982495,,,,-0.1627444,0.746606221
20220125_153315,3.03584364,7.529479504,0.006273294,-0.13219307,2.7781122,0.8169217,2.785008,,,,-0.13861707,0.750931321
20220125_153316,2.995926081,7.546138287,0.006939752,-0.13136761,2.7358232,0.8108154,2.743907,,,,-0.13779161,0.744825021
20220125_153316,3.024419679,7.852899551,0.012283837,-0.12867166,2.7702324,0.81248945,2.7783372,,,,-0.13509566,0.746499071
20220125_153317,3.03191564,7.381754398,0.050948866,-0.12201536,2.7836514,0.81435543,2.788939,,,,-0.12843936,0.748365051
20220125_153318,2.993611329,7.7748456,0.038930871,-0.11181728,2.7357762,0.8196937,2.7413378,,,,-0.11824128,0.753703321
20220125_153318,2.988380872,7.576487541,0.018067688,-0.101483874,2.7288723,0.8237588,2.7351027,,,,-0.107907874,0.757768421
20220125_153319,3.00248672,7.609556198,0.025508266,-0.102305144,2.7457979,0.82065076,2.7520447,,,,-0.108729144,0.754660381
20220125_153319,2.990224618,7.596174717,0.044099808,-0.10162551,2.7282288,0.82421625,2.734508,,,,-0.10804951,0.758225871
20220125_153320,2.98385069,7.571489811,0.002414014,-0.102726914,2.729737,0.81014115,2.737783,,,,-0.109150914,0.744150771
20220125_153321,2.992258335,7.56403017,0.074251339,-0.11065529,2.7364693,0.81652737,2.7441266,,,,-0.11707929,0.750536991
20220125_153321,2.959221478,7.587939739,0.009082108,-0.097148836,2.7063,0.80885905,2.7127554,,,,-0.103572836,0.742868671
20220125_153322,2.99651191,7.785105705,0.051613037,-0.12183704,2.7403412,0.8129456,2.7467954,,,,-0.12826104,0.746955221
20220125_153322,2.976255267,7.755992889,0.040587291,-0.08238979,2.7221026,0.82086504,2.728174,,,,-0.08881379,0.754874661
20220125_153323,2.996303863,7.638830185,0.051546235,-0.12447174,2.740761,0.8134883,2.748914,,,,-0.13089574,0.747497921
20220125_153324,2.995236901,7.519108295,0.102715015,-0.11514111,2.7405133,0.8140656,2.7460155,,,,-0.12156511,0.748075221
20220125_153324,2.985016008,7.857870579,0.083868116,-0.12155561,2.72381,0.81721747,2.7302146,,,,-0.12797961,0.751227091
20220125_153325,2.994705257,7.737921238,0.02994322,-0.11875747,2.739997,0.81528753,2.7459002,,,,-0.12518147,0.749297151
20220125_153325,3.009425595,7.664966583,0.005420296,-0.11442545,2.7480419,0.8249149,2.7539139,,,,-0.12084945,0.758924521
20220125_153326,2.980574801,7.512998581,0.001974001,-0.10622105,2.720663,0.817989,2.7278717,,,,-0.11264505,0.751998621
20220125_153327,2.976590961,7.538714886,0.024344223,-0.092286,2.7245052,0.8068966,2.7318408,,,,-0.09871,0.740906221
20220125_153327,2.994787332,7.615986824,0.047767546,-0.11213501,2.7346437,0.8217727,2.7419233,,,,-0.11855901,0.755782321
20220125_153328,3.008558271,7.582835674,0.039211985,-0.11108147,2.7492561,0.8236086,2.7551603,,,,-0.11750547,0.757618221
20220125_153328,2.980257994,7.570835114,0.037850317,-0.10221219,2.7222223,0.8149127,2.7298617,,,,-0.10863619,0.748922321
20220125_153329,2.999112247,7.629580975,0.019078935,-0.13772051,2.7389903,0.8244426,2.7447627,,,,-0.14414451,0.758452221
20220125_153329,2.993769203,7.787260532,0.060690627,-0.12597741,2.729054,0.82596403,2.735109,,,,-0.13240141,0.759973651
20220125_153330,2.994346216,7.642842293,0.046889059,-0.11645226,2.736055,0.82246184,2.7432277,,,,-0.12287626,0.756471461
20220125_153331,2.976184639,7.519943237,0.003349082,-0.098290384,2.7161982,0.82484734,2.721542,,,,-0.104714384,0.758856961
20220125_153331,3.019939261,7.913790226,0.052781429,-0.11644945,2.7630198,0.82182336,2.7696812,,,,-0.12287345,0.755832981
20220125_153332,3.009542586,7.569383144,0.085023075,-0.12608662,2.75786,0.81017524,2.7637374,,,,-0.13251062,0.744184861
20220125_153332,3.003391882,7.417319298,0.012655953,-0.13127074,2.7423284,0.813904,2.749881,,,,-0.13769474,0.747913621
20220125_153333,2.990168413,7.422775269,0.02279776,-0.13947971,2.727768,0.8200552,2.7348156,,,,-0.14590371,0.754064821
20220125_153334,2.992357702,7.834767342,0.050972514,-0.1080307,2.7334533,0.82028127,2.7396777,,,,-0.1144547,0.754290891
20220125_153334,2.979321288,7.770738602,0.003578381,-0.12937875,2.7119188,0.83243966,2.7190962,,,,-0.13580275,0.766449281
20220125_153335,2.9866138,7.464334488,0.032412525,-0.124400385,2.7246757,0.8215879,2.7307918,,,,-0.130824385,0.755597521
20220125_153335,2.972258885,7.592133045,0.008096941,-0.12840816,2.7041924,0.82048184,2.7119691,,,,-0.13483216,0.754491461
20220125_153336,2.968566362,7.752957344,0.044686612,-0.106507406,2.7045815,0.84044236,2.7113283,,,,-0.112931406,0.774451981
20220125_153337,2.977958674,7.447607994,0.031940416,-0.11015422,2.7154891,0.81378335,2.7246516,,,,-0.11657822,0.747792971
20220125_153337,2.9737038,7.775074482,0.058224715,-0.12995516,2.7137766,0.8240879,2.7191226,,,,-0.13637916,0.758097521
20220125_153338,2.990668604,7.663636208,0.026378322,-0.10951426,2.727691,0.8204491,2.7363558,,,,-0.11593826,0.754458721
20220125_153338,2.947643446,7.634242058,0.046651859,-0.09514881,2.684207,0.82189864,2.6924567,,,,-0.10157281,0.755908261
