time,magmean,magmax,magmin,hor,ver,horabs,verabs
20220125_131440,8.749539974,16.41174126,0.086091951,7.9900513,-1.5912827,8.015181,2.8412435
20220125_131440,8.721759299,16.40428352,0.042694386,7.9849186,-1.5801144,8.00418,2.8077185
20220125_131441,8.713097776,16.41277504,0.078591995,7.9718256,-1.5483407,7.9909782,2.8085828
20220125_131441,8.708680397,16.31148529,0.095766962,7.963044,-1.5674188,7.9853873,2.8153749
20220125_131442,8.683575308,16.40527153,0.079061545,7.939616,-1.5446069,7.960799,2.806089
20220125_131442,8.684065138,16.34183693,0.055373784,7.935748,-1.5796576,7.961525,2.813967
20220125_131443,8.688803446,16.41904831,0.0932469,7.9508553,-1.5489253,7.9724717,2.7983909
20220125_131443,8.714565593,16.43190002,0.083520465,7.978195,-1.5572011,7.9989576,2.8032217
20220125_131443,8.684689999,16.32918167,0.056707527,7.9327745,-1.5653131,7.9541755,2.8245742
20220125_131444,8.726795565,16.38977242,0.06630303,7.9748797,-1.5778666,7.996353,2.830722
20220125_131444,8.742097972,16.3643837,0.068865925,7.9966736,-1.5377301,8.018335,2.8147907
20220125_131445,8.709424508,16.45475006,0.033040952,7.9611077,-1.5494341,7.982889,2.8250635
20220125_131445,8.721812176,16.42758942,0.063696615,7.970478,-1.5687633,7.9891777,2.830087
20220125_131446,8.706620485,16.37371254,0.081823468,7.955148,-1.5601392,7.976811,2.8138318
20220125_131446,8.699724648,16.32671165,0.037922431,7.9588165,-1.5646474,7.98179,2.8009188
20220125_131446,8.713033356,16.3772068,0.051507946,7.9824586,-1.5552233,8.003332,2.7946045
20220125_131447,8.73376483,16.35280037,0.061112136,7.9932194,-1.561319,8.014027,2.82478
20220125_131447,8.686895365,16.3791008,0.063963711,7.936185,-1.5507127,7.961641,2.8134782
20220125_131448,8.699285988,16.44003487,0.090428546,7.9556427,-1.5433828,7.98026,2.8054423
20220125_131448,8.673139004,16.43581963,0.065006815,7.9386606,-1.55295,7.9598765,2.8000677
20220125_131449,8.731158359,16.34548759,0.064766116,7.9865456,-1.565909,8.0065,2.8242257
20220125_131449,8.689350071,16.32029533,0.051235765,7.9470406,-1.5550771,7.9661245,2.8117294
20220125_131450,8.670124946,16.40785217,0.061421692,7.920405,-1.5426885,7.9462495,2.8076255
20220125_131450,8.715053593,16.37070274,0.09199857,7.97399,-1.5340707,7.9956193,2.8113391
20220125_131450,8.70433079,16.3887558,0.087260544,7.9611306,-1.544919,7.981144,2.8067532
20220125_131451,8.721021304,16.3477459,0.070204251,7.9803553,-1.5521456,8.003404,2.8054936
20220125_131451,8.689306103,16.34124947,0.036057465,7.9537516,-1.5556056,7.97397,2.8000963
20220125_131452,8.708376154,16.37328148,0.079443887,7.9524016,-1.5797967,7.9775314,2.8199384
20220125_131452,8.691229699,16.3796196,0.050648648,7.9352765,-1.6013963,7.9590416,2.825031
20220125_131453,8.713548087,16.5036335,0.061619535,7.9602094,-1.5768979,7.98188,2.8253117
20220125_131453,8.71978388,16.28975487,0.049421571,7.970207,-1.5794204,7.992384,2.8167775
20220125_131454,8.739375435,16.39121056,0.080546081,7.9928923,-1.60784,8.013581,2.8305352
20220125_131454,8.75957088,16.41296577,0.095093705,8.008737,-1.5863048,8.02909,2.836511
20220125_131454,8.703472429,16.39007187,0.09360446,7.9494166,-1.5792265,7.9786086,2.818217
20220125_131455,8.713885839,16.33871651,0.078029804,7.974454,-1.5570277,7.995233,2.8081505
20220125_131455,8.696781818,16.27046967,0.05367735,7.957176,-1.5424013,7.979271,2.8030493
20220125_131456,8.72640278,16.37911606,0.042447522,7.978244,-1.5474522,8.002836,2.824146
20220125_131456,8.702496946,16.28828049,0.146942124,7.965944,-1.5492859,7.988726,2.7979877
20220125_131457,8.68326131,16.37643242,0.069350295,7.9425893,-1.5529875,7.9647856,2.7969172
20220125_131457,8.780971997,16.44652557,0.029912418,8.037215,-1.5479523,8.056632,2.8355415
20220125_131458,8.731807087,16.30984497,0.045737974,7.982621,-1.579744,8.000975,2.8344324
20220125_131458,8.672522802,16.40850639,0.051839739,7.9194174,-1.5718741,7.9428205,2.8115826
20220125_131458,8.72336935,16.31443024,0.087696999,7.978548,-1.5483727,7.998859,2.8152606
20220125_131459,8.713310767,16.41108513,0.092335805,7.962035,-1.5364397,7.9872155,2.8183303
20220125_131459,8.687400066,16.37401199,0.07091897,7.948429,-1.5269711,7.9686646,2.790729
20220125_131500,8.729030568,16.43021965,0.059614629,7.988729,-1.5537091,8.010625,2.8124673
20220125_131500,8.703164533,16.45519447,0.053159688,7.958787,-1.554426,7.9799566,2.8064005
20220125_131501,8.677988201,16.38150024,0.080258667,7.934805,-1.5981057,7.95702,2.8096178
20220125_131501,8.712892956,16.36974335,0.085639969,7.9613957,-1.5753225,7.9811683,2.831842
20220125_131502,8.690595832,16.3720932,0.072008178,7.946048,-1.5433921,7.967314,2.8039749
20220125_131502,8.703199691,16.36125755,0.063833319,7.962001,-1.5507371,7.986492,2.799112
20220125_131502,8.678030505,16.34480667,0.087024033,7.939567,-1.5442258,7.961525,2.7949884
20220125_131503,8.724457167,16.3812027,0.06520801,7.980773,-1.5482955,8.002491,2.811542
20220125_131503,8.671080156,16.3560524,0.055668276,7.9279556,-1.5339911,7.951481,2.8077157
20220125_131504,8.690345821,16.35864449,0.069038026,7.946529,-1.5293344,7.9697633,2.8066354
20220125_131504,8.749217383,16.3441391,0.033590004,8.0013,-1.5382271,8.019659,2.8387666
20220125_131505,8.71245921,16.47361183,0.082790427,7.9728217,-1.5232824,7.994614,2.8038146
20220125_131505,8.729756056,16.31903839,0.06969738,7.991606,-1.5332639,8.013039,2.8021553
20220125_131506,8.690132048,16.33846664,0.066060275,7.9362245,-1.5334913,7.960734,2.817787
20220125_131506,8.678164114,16.42935753,0.048538439,7.9430146,-1.5119528,7.9660177,2.786562
20220125_131507,8.674352323,16.39024734,0.061357751,7.9560833,-1.4731207,7.979848,2.7572384
20220125_131507,8.629843281,16.59967232,0.079351351,7.9012327,-1.4602851,7.9283648,2.749939
20220125_131507,8.566613317,16.64383888,0.059454601,7.8502784,-1.3851819,7.8846035,2.698181
20220125_131508,8.550399113,16.87356758,0.067093469,7.8284574,-1.3750393,7.8727016,2.6955967
20220125_131508,8.487619534,16.272789,0.048142228,7.758255,-1.3739486,7.804418,2.6754103
20220125_131509,8.376592476,15.80777073,0.026579134,7.660518,-1.2825186,7.712495,2.6174865
20220125_131509,7.980298304,15.98780537,0.023227388,7.279627,-1.1903688,7.3451505,2.498059
20220125_131510,7.718193576,16.45696259,0.06528648,7.0183682,-1.0988301,7.088626,2.423366
20220125_131510,7.522737941,16.08103943,0.098517835,6.8184953,-1.0655825,6.884091,2.3792431
20220125_131511,7.043339968,15.49532509,0.09722437,6.3343873,-0.94056195,6.40133,2.2716649
20220125_131511,6.439438557,15.25307465,0.09016794,5.741216,-0.8717862,5.801591,2.1640513
20220125_131512,5.815675065,15.71443176,0.07700637,5.0788755,-0.7997832,5.140309,2.09392
20220125_131512,5.346028762,15.49315739,0.118537508,4.593764,-0.7916127,4.662187,2.0165431
20220125_131512,4.847655962,15.23484802,0.013686833,4.0397263,-0.7594649,4.1204143,1.9779989
20220125_131513,4.519038968,14.42066574,0.007607725,3.7025967,-0.7375939,3.8005185,1.9000126
20220125_131513,4.173973519,12.43764687,0.009993447,3.3453186,-0.72890174,3.4580781,1.8157122
20220125_131514,3.868779428,11.63918114,0.008701099,3.0234265,-0.7292573,3.1497433,1.7496696
20220125_131514,3.587108779,10.93663311,0.011560582,2.7393641,-0.69478995,2.8596907,1.7038667
20220125_131515,3.395330275,10.65756798,0.001969094,2.546396,-0.6609902,2.6709702,1.6604159
20220125_131515,4.428811906,13.18645573,0.006071521,3.712121,-0.6539929,3.7721705,1.7783871
20220125_131516,3.088227468,9.592153549,0.006312456,2.2526946,-0.7594337,2.326557,1.6258216
20220125_131516,3.00771093,9.384194374,0.007734245,2.1795704,-0.73555225,2.2358046,1.625949
20220125_131516,2.903619291,9.10680294,0.007548288,2.1000297,-0.7042435,2.1433966,1.5986397
20220125_131517,2.882902076,9.070860863,0.006695112,2.0737138,-0.68586946,2.1159372,1.6076633
20220125_131517,2.921178159,9.0542202,0.004559441,2.1223907,-0.66243917,2.1608837,1.6152108
20220125_131518,2.914754658,8.867218971,0.003345104,2.1191652,-0.6303193,2.1525035,1.6161929
20220125_131518,2.918819003,8.771835327,0.002507364,2.1403556,-0.639806,2.174174,1.596058
20220125_131519,2.952181359,8.786429405,0.004880523,2.1639972,-0.6363856,2.200224,1.6065599
20220125_131519,2.97070246,8.919817924,0.00459208,2.1915658,-0.60389584,2.2334301,1.5893245
20220125_131520,3.02215181,8.791808128,0.005964886,2.2343266,-0.6038086,2.2812011,1.6145726
20220125_131520,3.067972951,8.971110344,0.005650254,2.2820616,-0.5983887,2.3477423,1.5945333
20220125_131521,3.067268682,9.02828598,0.007691536,2.2454798,-0.577613,2.3252444,1.6101015
20220125_131521,3.09362032,9.08818531,0.001647213,2.280681,-0.54346424,2.3741918,1.5973972
20220125_131522,3.111744118,8.954703331,0.000635312,2.2718978,-0.55361354,2.4120724,1.5787655
20220125_131522,3.170499607,8.992383003,0.000417612,2.3277707,-0.5556103,2.4761152,1.596918
20220125_131523,3.20816841,8.996904373,0.003838384,2.368056,-0.55206645,2.534657,1.5785809
20220125_131523,3.219215823,9.250612259,0.005652188,2.4006662,-0.5457419,2.555074,1.5735464
20220125_131523,3.237672428,9.116006851,0.011442484,2.409175,-0.53590983,2.5841334,1.5653412
20220125_131524,3.268354975,9.181757927,0.009960522,2.4586966,-0.5092743,2.62826,1.564689
20220125_131524,3.278474804,9.306154251,0.005170927,2.4476357,-0.47325292,2.6449633,1.557257
20220125_131525,3.259818066,9.227053642,0.008802946,2.4529953,-0.524976,2.6393578,1.5298535
20220125_131525,3.253530096,9.12060833,0.00566386,2.4387608,-0.5271651,2.6289616,1.5469884
20220125_131526,3.266699992,9.246763229,0.012619879,2.4459078,-0.5365371,2.6415772,1.5434953
20220125_131526,3.284186196,9.180366516,0.004329728,2.4549465,-0.5217528,2.6553977,1.5530622
20220125_131527,3.288302748,9.304326057,0.012701338,2.4818742,-0.5664421,2.670032,1.5407736
20220125_131527,3.289336832,9.302517891,0.019765053,2.455271,-0.5190222,2.6576893,1.561488
20220125_131528,3.282498114,9.119746208,0.005029302,2.454559,-0.51343,2.655554,1.5488349
20220125_131528,3.300902968,9.366609573,0.003794445,2.4790423,-0.5232106,2.6775267,1.5460877
20220125_131529,3.258900305,9.059781075,0.009152047,2.4556687,-0.5160565,2.6418126,1.5259058
20220125_131529,3.257243735,9.437911034,0.005630377,2.447373,-0.5419066,2.63766,1.5386004
20220125_131530,3.264768215,9.190971375,0.006659449,2.4437606,-0.5427976,2.626554,1.562543
20220125_131530,3.270290245,9.245193481,0.005118333,2.4487183,-0.52351063,2.6410406,1.5581546
20220125_131530,3.245102931,9.236192703,0.00193958,2.4297292,-0.5572566,2.6061442,1.5556189
20220125_131531,3.181298564,8.987453461,0.006409604,2.3361723,-0.5138613,2.5094125,1.5748351
20220125_131531,3.101616371,8.900752068,0.001935735,2.2933674,-0.5219138,2.3977373,1.5761567
20220125_131532,3.063151978,8.737047195,0.012589185,2.2639308,-0.5147538,2.343348,1.5960293
20220125_131532,3.029327846,8.651619911,0.007373165,2.25403,-0.54576087,2.3002117,1.5877949
20220125_131533,2.987973118,8.639307976,0.006127845,2.2050734,-0.5801521,2.2455914,1.5973436
20220125_131533,2.960676591,8.468542099,0.008407829,2.1863983,-0.5481909,2.230434,1.580022
20220125_131534,2.900706321,8.469111443,0.003543473,2.1225195,-0.5308257,2.15984,1.5750877
20220125_131534,2.905224256,8.548921585,0.006029119,2.1337278,-0.5702531,2.1652508,1.5782875
20220125_131535,2.866687951,8.728611946,0.001791839,2.0916097,-0.5593962,2.1258624,1.5705513
20220125_131535,2.909161848,8.555328369,0.001178198,2.132415,-0.58484644,2.1738565,1.5552788
20220125_131535,3.036637469,8.692875862,0.008024855,2.2446265,-0.56732154,2.2942288,1.5834128
20220125_131536,3.139731827,8.774475098,0.008504403,2.3475401,-0.57560986,2.4210842,1.5760803
20220125_131536,4.616705405,12.64184189,0.037738916,3.901389,-0.75211555,3.9561846,1.825628
20220125_131537,3.28293163,9.362395287,0.005032063,2.4690387,-0.52217406,2.5690496,1.5883708
20220125_131537,3.432809504,10.67617798,0.008195155,2.6302347,-0.4960137,2.7334602,1.6129702
20220125_131538,3.700562328,11.0429821,0.010637935,2.877155,-0.46603802,2.9999235,1.6788583
20220125_131538,4.054379817,12.04368877,0.01208743,3.258055,-0.44671103,3.3559473,1.7560763
20220125_131539,4.446848107,14.13967037,0.020267507,3.6558871,-0.4322373,3.7518506,1.831118
20220125_131539,4.849126135,15.01685619,0.003546539,4.0726967,-0.43850043,4.152882,1.9126848
20220125_131540,5.335667664,15.19359684,0.004549024,4.581526,-0.42224768,4.653498,1.9636937
20220125_131540,6.075168889,15.17030907,0.02451189,5.363919,-0.39159864,5.4252477,2.0624428
20220125_131540,6.914115458,15.17530346,0.010507833,6.223907,-0.38803777,6.2847443,2.20169
20220125_131541,7.576009494,16.0098896,0.067046955,6.879771,-0.42576033,6.9457107,2.3342497
20220125_131541,8.071913023,15.25016308,0.059689276,7.3781686,-0.47921172,7.4397597,2.47533
20220125_131542,8.505924192,15.94555378,0.024851115,7.797064,-0.58338535,7.8462706,2.62344
20220125_131542,8.548104357,16.2671051,0.102437049,7.855853,-0.6009071,7.894497,2.6205258
20220125_131543,8.556186327,16.27779579,0.036636811,7.856916,-0.5927791,7.8971367,2.636545
20220125_131543,8.553243903,16.21416855,0.023742612,7.862882,-0.5899543,7.9067726,2.609064
20220125_131544,8.58346876,16.04570007,0.01547576,7.8795,-0.6057712,7.9293885,2.6274667
20220125_131544,8.559667989,16.14566612,0.030824445,7.859278,-0.58429635,7.903957,2.6133626
20220125_131544,8.505490939,16.03892899,0.025281223,7.8134418,-0.60022134,7.86229,2.6042757
20220125_131545,8.496809616,15.56666279,0.009673417,7.8016973,-0.5945718,7.8481746,2.6134467
20220125_131545,8.566019371,16.2107563,0.014088366,7.873091,-0.6094923,7.9183,2.6169357
20220125_131546,8.577142156,16.32197571,0.00705916,7.879815,-0.59567857,7.92563,2.630551
20220125_131546,8.538472169,16.24415398,0.008516536,7.8414,-0.6094204,7.8889527,2.6025145
20220125_131547,8.594544715,16.35287857,0.03815547,7.901984,-0.59389085,7.9459925,2.621158
20220125_131547,8.590171134,16.0571804,0.006608617,7.893009,-0.62167096,7.9297886,2.6411142
20220125_131548,8.580730792,16.15675354,0.071526468,7.901417,-0.58047384,7.9361825,2.6102266
20220125_131548,8.581353906,16.13591957,0.052159373,7.8829746,-0.60631216,7.922457,2.6329072
20220125_131548,8.536419891,16.10467339,0.009703241,7.8448663,-0.6017198,7.8880177,2.6086679
20220125_131549,8.601445371,16.2348938,0.033837926,7.9007382,-0.58830106,7.9473357,2.6341035
20220125_131549,8.626341194,16.30823708,0.060459189,7.937281,-0.6059136,7.977321,2.6228902
20220125_131550,8.579495143,16.11045265,0.023680275,7.892291,-0.5842005,7.935632,2.6200955
20220125_131550,8.62200667,16.25440598,0.022146493,7.916426,-0.5699372,7.961137,2.6412494
20220125_131551,8.574975364,16.23053551,0.019061349,7.8776135,-0.556229,7.9237328,2.6141112
20220125_131551,8.557440325,16.20031548,0.023607956,7.8637037,-0.5920209,7.907931,2.6116
20220125_131552,8.580288114,16.23250771,0.018700352,7.8934197,-0.60761905,7.9305515,2.624522
20220125_131552,8.605206193,16.15756035,0.062883765,7.9141526,-0.594471,7.952074,2.6325083
20220125_131552,8.553232114,16.25006866,0.011529242,7.8648586,-0.55679333,7.9044676,2.6038778
20220125_131553,8.57919026,16.25686646,0.014640555,7.888129,-0.5671391,7.932642,2.6110146
20220125_131553,8.571560517,16.28466415,0.010617124,7.8825965,-0.59312695,7.9240794,2.6204545
20220125_131554,8.591977105,16.20071983,0.096264146,7.8842726,-0.58999777,7.929638,2.640676
20220125_131554,8.599173812,16.16999626,0.028213723,7.898505,-0.5893977,7.943415,2.6333005
20220125_131555,8.589258127,16.26890182,0.011745982,7.886762,-0.5694759,7.9369287,2.6191857
20220125_131555,8.573980549,16.23969078,0.027801104,7.8748713,-0.5949539,7.921826,2.6288056
20220125_131556,8.625908896,16.26438141,0.085525773,7.933165,-0.5762763,7.9654703,2.62911
20220125_131556,8.621577138,16.22782326,0.02393312,7.9211373,-0.56430703,7.9656186,2.6281462
20220125_131556,8.654320954,16.2428894,0.099431917,7.956559,-0.58769625,7.9945087,2.6454656
20220125_131557,8.582377636,15.90415287,0.012943906,7.880073,-0.5814729,7.9227896,2.640737
20220125_131557,8.579875674,16.36924553,0.032026939,7.864368,-0.59322304,7.923769,2.628914
20220125_131558,8.601062185,16.16629028,0.024096889,7.899528,-0.59887666,7.9477468,2.640954
20220125_131558,8.60420523,16.16468048,0.018590236,7.9026356,-0.5743149,7.9474335,2.6419756
20220125_131559,8.635340625,16.17949677,0.018741857,7.9320736,-0.5870588,7.978046,2.6423335
20220125_131559,8.619198066,16.15198326,0.030447615,7.9125967,-0.60192543,7.9578943,2.644646
20220125_131600,8.652233532,16.3003521,0.011161436,7.965054,-0.5815336,8.004352,2.6308484
20220125_131600,8.652459669,16.26857948,0.060477503,7.957941,-0.5968706,7.9945793,2.6389906
